name,type,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Forced_motion_direction,"['NamedIndividual', 'Role', 'Role']",['direction'],,['Forced motion.direction'],,
Role_Frame_Protecting_means_of_protection,"['NamedIndividual', 'Role', 'Role']",['means_of_protection'],,['Protecting.means_of_protection'],,
Role_Frame_Animate_entity_animate_entity,"['Role', 'NamedIndividual', 'Role']",['animate_entity'],,['Animate entity.animate_entity'],,
Role_Frame_Bully_bully,"['NamedIndividual', 'Role', 'Role']",['bully'],,['Bully.bully'],,
Role_Frame_Transfer_scenario_transferred_possession,"['Role', 'NamedIndividual', 'Role']",['transferred_possession'],,['Transfer scenario.transferred_possession'],,
Role_Frame_Cause_to_see_Shower,"['NamedIndividual', 'Role', 'Role']",['Shower'],,['Cause to see.Shower'],,
Role_Frame_Cognizing_cognizer,"['NamedIndividual', 'Role', 'Role']",['cognizer'],['person'],['Cognizing.cognizer'],['cognizer'],['person thinking about a given topic']
Role_Frame_Straightness_straight_person,"['NamedIndividual', 'Role', 'Role']",['straight_person'],,['Straightness.straight_person'],,
Role_Frame_Lust_experience_of_lust,"['Role', 'NamedIndividual', 'Role']",['experience_of_lust'],,['Lust.experience_of_lust'],,
Role_Frame_Government_governing_actions,"['NamedIndividual', 'Role', 'Role']",['governing_actions'],,['Government.governing_actions'],,['actions governor performs']
Role_Frame_Religious_practice_worshipping_action,"['NamedIndividual', 'Role', 'Role']",['worshipping_action'],,['Religious practice.worshipping_action'],,
Role_Frame_Seeing_visual_input,"['NamedIndividual', 'Role', 'Role']",['visual_input'],,['Seeing.visual_input'],,
Role_Frame_Organization_of_power_inferior_points_in_hierarchy,"['NamedIndividual', 'Role', 'Role']",['inferior_points_in_hierarchy'],,['Organization of power.inferior_points_in_hierarchy'],,
Role_Frame_Visual_obstruction_eyes,"['Role', 'NamedIndividual', 'Role']",['eyes'],,['Visual obstruction.eyes'],,
Role_Frame_Criticizing_critic,"['NamedIndividual', 'Role', 'Role']",['critic'],,['Criticizing.critic'],,
Role_Frame_Power_power_holder,"['Role', 'NamedIndividual', 'Role']",['power_holder'],,['Power.power_holder'],,
Role_Frame_Experiencing_an_economic_status_standard_of_living,"['NamedIndividual', 'Role', 'Role']",['standard of living'],,['Experiencing an economic status.standard of living'],,['economic status the status holder compares themselves to']
Role_Frame_Emotion_emotional_action,"['NamedIndividual', 'Role', 'Role']",['emotional_action'],,['Emotion.emotional_action'],,
Role_Frame_process_process,"['Role', 'NamedIndividual', 'Role']",['process'],,['process.process'],,
Role_Frame_Upright_posture_upright_person,"['NamedIndividual', 'Role', 'Role']",['upright_person'],,['Upright posture.upright_person'],,
Role_Frame_Factory_Factory_managers,"['NamedIndividual', 'Role', 'Role']",['Factory_managers'],,['Factory.Factory_managers'],,
Role_Frame_Learning_learning_x_schema,"['Role', 'NamedIndividual', 'Role']",['learning_x-schema'],,['Learning.learning_x-schema'],,
Role_Frame_Beauty_positively_evaluated_properties,"['Role', 'NamedIndividual', 'Role']",['positively evaluated properties'],,['Beauty.positively evaluated properties'],,
Role_Frame_Affected_motion_mover,"['Role', 'NamedIndividual', 'Role']",['mover'],['Object'],['Affected motion.mover'],['Theme'],
Role_Frame_Physical_combat_Fighter2,"['NamedIndividual', 'Role', 'Role']",['Fighter2'],,['Physical combat.Fighter2'],,
Role_Frame_Trust_relationship_normative_action,"['NamedIndividual', 'Role', 'Role']",['normative_action'],['action'],['Trust relationship.normative_action'],,"['trusted entity is actor', 'action conforms to standards']"
Role_Frame_Experiencing_a_state_state,"['NamedIndividual', 'Role', 'Role']",['state'],,['Experiencing a state.state'],['State'],['parameter/domain of experience']
Role_Frame_Machine_purpose_of_machine,"['Role', 'NamedIndividual', 'Role']",['purpose_of_machine'],,['Machine.purpose_of_machine'],,
Role_Frame_Force_application_acted_upon,"['NamedIndividual', 'Role', 'Role']",['acted_upon'],,['Force-application.acted_upon'],,['entity that actor applies force to']
Role_Frame_Government_institution_US_judicial_branch,"['NamedIndividual', 'Role', 'Role']",['judicial_branch'],,['Government institution US.judicial_branch'],,['a PART of the US government with judicial functions']
Role_Frame_Life_lifestyle,"['NamedIndividual', 'Role', 'Role']",['lifestyle'],,['Life.lifestyle'],,
Role_Frame_Possession_posessor,"['NamedIndividual', 'Role', 'Role']",['posessor'],,['Possession.posessor'],,
Role_Frame_Servitude_subjugated,"['NamedIndividual', 'Role', 'Role']",['subjugated'],,['Servitude.subjugated'],,['person who is controlled by subjugator']
Role_Frame_Water_confinement_physical_entity,"['NamedIndividual', 'Role', 'Role']",['physical_entity'],['physical entity'],['Water confinement.physical_entity'],,['person or thing in water']
Role_Frame_Surface_object,"['Role', 'NamedIndividual', 'Role']",['object'],,['Surface.object'],,
Role_Frame_Emotion_directed_emotion,"['Role', 'NamedIndividual', 'Role']",['directed_emotion'],,['Emotion.directed_emotion'],,
Role_Frame_Physical_competition_purpose,"['NamedIndividual', 'Role', 'Role']",['purpose'],,['Physical competition.purpose'],,
Role_Frame_Control_dependent_variable,"['Role', 'NamedIndividual', 'Role']",['dependent_variable'],,['Control.dependent_variable'],['Dependent_variable'],['a scalar value that is is controlled by the controlling_entity']
Role_Frame_Consume_consumed_thing,"['NamedIndividual', 'Role', 'Role']",['consumed_thing'],,['Consume.consumed_thing'],,
Role_Frame_Nation_basis_of_continued_existence,"['Role', 'NamedIndividual', 'Role']",['basis_of_continued_existence'],,['Nation.basis_of_continued_existence'],,
Role_Frame_Transfer_scenario_recipient,"['NamedIndividual', 'Role', 'Role']",['recipient'],,['Transfer scenario.recipient'],,
Role_Frame_Consciousness_State_of_consciousness,"['Role', 'NamedIndividual', 'Role']",['State_of_consciousness'],,['Consciousness.State_of_consciousness'],,
Role_Frame_Anger_face_appearance,"['NamedIndividual', 'Role', 'Role']",['face_appearance'],,['Anger.face_appearance'],,
Role_Frame_Happiness_bodily_effect,"['NamedIndividual', 'Role', 'Role']",['bodily_effect'],,['Happiness.bodily_effect'],,
Role_Frame_Sadness_emotion_level,"['Role', 'NamedIndividual', 'Role']",['emotion_level'],,['Sadness.emotion_level'],,
Role_Frame_Guided_motion_follower_path,"['Role', 'NamedIndividual', 'Role']",['follower_path'],,['Guided motion.follower_path'],['Path'],
Role_Frame_Self_propelled_motion_effort,"['Role', 'NamedIndividual', 'Role']",['effort'],,['Self propelled motion.effort'],,
Role_Frame_Government_legitimacy_authority_entity,"['NamedIndividual', 'Role', 'Role']",['authority_entity'],,['Government legitimacy.authority_entity'],,
Role_Frame_Desiring_experiencer,"['NamedIndividual', 'Role', 'Role']",['experiencer'],,['Desiring.experiencer'],,
Role_Frame_Action_action_x_schema,"['NamedIndividual', 'Role', 'Role']",['action_x-schema'],['x-schema'],['Action.action_x-schema'],['Act'],
Role_Frame_Optimism_situation,"['Role', 'NamedIndividual', 'Role']",['situation'],,['Optimism.situation'],['State_of_affairs'],['the situation that the optimist is thinking about']
Role_Frame_Building_structure_whole,"['NamedIndividual', 'Role', 'Role']",['structure_whole'],,['Building.structure_whole'],,
Role_Frame_Building_functional_status,"['Role', 'NamedIndividual', 'Role']",['functional_status'],,['Building.functional_status'],,
Role_Frame_War_enemy_combatants,"['Role', 'NamedIndividual', 'Role']",['enemy_combatants'],,['War.enemy_combatants'],['Combatants'],
Role_Frame_Nation_nation_whole,"['Role', 'NamedIndividual', 'Role']",['nation_whole'],,['Nation.nation_whole'],,
Role_Frame_Force_dynamic_interaction_force_receiver,"['Role', 'NamedIndividual', 'Role']",['force_receiver'],,['Force-dynamic interaction.force_receiver'],,
Role_Frame_Gun_rights_gun_rights_domain,"['Role', 'NamedIndividual', 'Role']",['gun_rights_domain'],,['Gun rights.gun_rights_domain'],,
Role_Frame_Vehicular_motion_vehicle_control_x_schema,"['NamedIndividual', 'Role', 'Role']",['vehicle_control_x-schema'],,['Vehicular motion.vehicle_control_x-schema'],,"['braking', 'e.g. steering']"
Role_Frame_Source_path_goal_source,"['Role', 'NamedIndividual', 'Role']",['source'],,['Source path goal.source'],['Source'],['initial profiled_region']
Role_Frame_Government_governed_activity,"['Role', 'NamedIndividual', 'Role']",['governed_activity'],,['Government.governed_activity'],,['activites within jurisdiction that governor has power over']
Role_Frame_Physical_path_physical_path,"['NamedIndividual', 'Role', 'Role']",['physical_path'],['Physical entity'],['Physical path.physical_path'],,
Role_Frame_Object_substance,"['Role', 'NamedIndividual', 'Role']",['substance'],,['Object.substance'],,
Role_Frame_Backward_motion_mover,"['NamedIndividual', 'Role', 'Role']",['mover'],,['Backward motion.mover'],,
Role_Frame_Romantic_relationship_course_of_relationship,"['NamedIndividual', 'Role', 'Role']",['course_of_relationship'],,['Romantic_relationship.course_of_relationship'],,
Role_Frame_Physical_entity_physical_properties,"['NamedIndividual', 'Role', 'Role']",['physical_properties'],,['Physical entity.physical_properties'],,"['the set of physical properties associated with a given entity', 'e.g. texture', 'size', 'shape).']"
Role_Frame_Government_institution_goverment_whole,"['NamedIndividual', 'Role', 'Role']",['goverment_whole'],,['Government institution.goverment_whole'],,
Role_Frame_Absorption_absorbent_entity,"['NamedIndividual', 'Role', 'Role']",['absorbent_entity'],['physical entity'],['Absorption.absorbent_entity'],['Item'],
Role_Frame_Spatial_relation_entity_1,"['Role', 'NamedIndividual', 'Role']",['entity_1'],,['Spatial relation.entity_1'],,
Role_Frame_Touching_limbs,"['Role', 'NamedIndividual', 'Role']",['limbs'],,['Touching.limbs'],,
Role_Frame_Dissect_dissecting_tool,"['NamedIndividual', 'Role', 'Role']",['dissecting_tool'],,['Dissect.dissecting_tool'],,
Role_Frame_Gun_rights_gun_ownership_domain,"['NamedIndividual', 'Role', 'Role']",['gun_ownership_domain'],,['Gun rights.gun_ownership_domain'],,
Role_Frame_Restaurant_maitre_d,"['NamedIndividual', 'Role', 'Role']",['maitre_d'],,['Restaurant.maitre_d'],,
Role_Frame_Election_outcome,"['Role', 'NamedIndividual', 'Role']",['outcome'],,['Election.outcome'],,['choice of one candidate to fill a given office']
Role_Frame_Self_propelled_motion_to_a_destination_self_mover,"['NamedIndividual', 'Role', 'Role']",['self-mover'],,['Self propelled motion to a destination.self-mover'],,['from Self propelled motion']
Role_Frame_Moral_evaluation_behavior,"['NamedIndividual', 'Role', 'Role']",['behavior'],,['Moral evaluation.behavior'],,"[""evaluee's behavior""]"
Role_Frame_Political_region_infrastructure,"['NamedIndividual', 'Role', 'Role']",['infrastructure'],,['Political region.infrastructure'],,
Role_Frame_Emotional_emotional_action,"['NamedIndividual', 'Role', 'Role']",['emotional_action'],,['Emotional.emotional_action'],,
Role_Frame_Cleaning_cleaning_person,"['NamedIndividual', 'Role', 'Role']",['cleaning_person'],,['Cleaning.cleaning_person'],,['the person or other agent making things clean(er)']
Role_Frame_Deity_believer,"['NamedIndividual', 'Role', 'Role']",['believer'],,['Deity.believer'],,
Role_Frame_Building_subparts_building,"['NamedIndividual', 'Role', 'Role']",['building'],,['Building subparts.building'],['Whole'],['the building in which the room is located']
Role_Frame_Object_weight,"['NamedIndividual', 'Role', 'Role']",['weight'],,['Object.weight'],,['one of several force-related properties']
Role_Frame_Addressing_poverty_policies,"['NamedIndividual', 'Role', 'Role']",['policies'],,['Addressing poverty.policies'],,
Role_Frame_Building_foundation_composition,"['Role', 'NamedIndividual', 'Role']",['foundation_composition'],,['Building.foundation_composition'],,
Role_Frame_Vehicle_vehicle_freight,"['NamedIndividual', 'Role', 'Role']",['vehicle_freight'],['physical_object'],['Vehicle.vehicle_freight'],,['optional role']
Role_Frame_Institution_Institution_holders,"['NamedIndividual', 'Role', 'Role']",['Institution_holders'],,['Institution.Institution_holders'],,
Role_Frame_Access_to_an_object_barrier_to_access,"['Role', 'NamedIndividual', 'Role']",['barrier_to_access'],,['Access to an object.barrier_to_access'],,
Role_Frame_Career_career_domain,"['NamedIndividual', 'Role', 'Role']",['career_domain'],,['Career.career_domain'],,
Role_Frame_Cleanliness_clean_state_value,"['Role', 'NamedIndividual', 'Role']",['clean_state_value'],,['Cleanliness.clean_state_value'],,['absence of dirt or other impurities']
Role_Frame_Action_action_self,"['NamedIndividual', 'Role', 'Role']",['action_self'],,['Action.action_self'],,
Role_Frame_Legislation_enactment_legislation_voting,"['Role', 'NamedIndividual', 'Role']",['legislation_voting'],,['Legislation enactment.legislation_voting'],,['decision making-process']
Role_Frame_Nuclear_family_traits_in_children,"['NamedIndividual', 'Role', 'Role']",['traits_in_children'],,['Nuclear family.traits_in_children'],,
Role_Frame_Biological_entity_body_weight,"['NamedIndividual', 'Role', 'Role']",['body_weight'],,['Biological entity.body_weight'],,
Role_Frame_Person_person,"['Role', 'NamedIndividual', 'Role']",['person'],,['Person.person'],['person'],
Role_Frame_Desire_desire_x_schema,"['NamedIndividual', 'Role', 'Role']",['desire_x-schema'],,['Desire.desire_x-schema'],,
Role_Frame_Erosion_eroded_entity,"['NamedIndividual', 'Role', 'Role']",['eroded_entity'],['entity'],['Erosion.eroded_entity'],,
Role_Frame_Moral_evaluation_moral_standard,"['Role', 'NamedIndividual', 'Role']",['moral_standard'],['scale'],['Moral evaluation.moral_standard'],,['moral standard by which behavior and/or evaluee are being judged']
Role_Frame_Economy_economic_region,"['NamedIndividual', 'Role', 'Role']",['economic_region'],,['Economy.economic_region'],['Political_region'],['political and/or geographic region in which economy operates']
Role_Frame_Addressing_poverty_policy_makers,"['NamedIndividual', 'Role', 'Role']",['policy_makers'],,['Addressing poverty.policy_makers'],,
Role_Frame_Trespassing_territory,"['Role', 'NamedIndividual', 'Role']",['territory'],,['Trespassing.territory'],,['bounded land area possessed and/or controlled  by territory_owner']
Role_Frame_Competition_competition_end,"['Role', 'NamedIndividual', 'Role']",['competition_end'],,['Competition.competition_end'],,
Role_Frame_Governing_action_non_normative_governing_actions,"['Role', 'NamedIndividual', 'Role']",['non-normative_governing_actions'],,['Governing action.non-normative_governing_actions'],,
Role_Frame_Consciousness_state_of_consciousness,"['NamedIndividual', 'Role', 'Role']",['state_of_consciousness'],,['Consciousness.state_of_consciousness'],,
Role_Frame_Eating_eating_x_schema,"['NamedIndividual', 'Role', 'Role']",['eating_x-schema'],,['Eating.eating_x-schema'],,
Role_Frame_Voting_proposed_decision_final_status,"['NamedIndividual', 'Role', 'Role']",['proposed_decision_final_status'],,['Voting.proposed_decision_final_status'],,"['approved/passed/voted in', 'or not']"
Role_Frame_Motion_affecting_external_factors_impediment,"['Role', 'NamedIndividual', 'Role']",['impediment'],,['Motion-affecting external factors.impediment'],,
Role_Frame_War_War_side2,"['Role', 'NamedIndividual', 'Role']",['War.side2'],,['War.War.side2'],,
Role_Frame_Consciousness_Conscious_entity,"['Role', 'NamedIndividual', 'Role']",['Conscious_entity'],,['Consciousness.Conscious_entity'],,
Role_Frame_Economic_status_status_holder,"['NamedIndividual', 'Role', 'Role']",['status_holder'],['entity'],['Economic status.status_holder'],,
Role_Frame_Relationship_related_entity_2,"['Role', 'NamedIndividual', 'Role']",['related_entity_2'],,['Relationship.related_entity_2'],,
Role_Frame_Blood_sucking_creature_Animate_entity_animate_entity,"['Role', 'NamedIndividual', 'Role']",['Animate entity.animate_entity'],,['Blood-sucking creature.Animate entity.animate_entity'],,
Role_Frame_Organization_organization_procedures,"['Role', 'NamedIndividual', 'Role']",['organization_procedures'],,['Organization.organization_procedures'],,
Role_Frame_Causation_causer,"['NamedIndividual', 'Role', 'Role']",['causer'],,['Causation.causer'],['Actor'],['entity']
Role_Frame_Government_decision_making_decision_maker_actions,"['NamedIndividual', 'Role', 'Role']",['decision_maker_actions'],,['Government decision making.decision_maker_actions'],,
Role_Frame_Part_whole_part_1,"['Role', 'NamedIndividual', 'Role']",['part_1'],,['Part whole.part_1'],,
Role_Frame_Recreational_competition_event,"['NamedIndividual', 'Role', 'Role']",['event'],,['Recreational competition.event'],,
Role_Frame_Gain_possession_source,"['NamedIndividual', 'Role', 'Role']",['source'],,['Gain possession.source'],['Source'],
Role_Frame_Gun_control_controlled_object,"['Role', 'NamedIndividual', 'Role']",['controlled_object'],,['Gun control.controlled_object'],,"['ammunition', 'guns']"
Role_Frame_Treating_a_physical_affliction_treatment_procedure,"['Role', 'NamedIndividual', 'Role']",['treatment_procedure'],,['Treating a physical affliction.treatment_procedure'],,
Role_Frame_Emotion_emotion_level,"['NamedIndividual', 'Role', 'Role']",['emotion_level'],,['Emotion.emotion_level'],,
Role_Frame_Physical_combat_fighter1,"['NamedIndividual', 'Role', 'Role']",['fighter1'],,['Physical combat.fighter1'],,
Role_Frame_Bounded_entity_bounded_entity,"['Role', 'NamedIndividual', 'Role']",['bounded_entity'],,['Bounded entity.bounded_entity'],,
Role_Frame_Social_problems_honest_citizens,"['Role', 'NamedIndividual', 'Role']",['honest_citizens'],,['Social problems.honest_citizens'],,
Role_Frame_Governing_action_governing_objectives,"['Role', 'NamedIndividual', 'Role']",['governing_objectives'],,['Governing action.governing_objectives'],,
Role_Frame_Motion_along_a_path_source_of_motion,"['NamedIndividual', 'Role', 'Role']",['source_of_motion'],,['Motion along a path.source_of_motion'],,
Role_Frame_Physical_affliction_patient,"['Role', 'NamedIndividual', 'Role']",['patient'],['Animate Entity'],['Physical_affliction.patient'],,
Role_Frame_Idea_idea_source,"['Role', 'NamedIndividual', 'Role']",['idea_source'],,['Idea.idea_source'],,
Role_Frame_Criticizing_target_of_criticism,"['NamedIndividual', 'Role', 'Role']",['target_of_criticism'],,['Criticizing.target_of_criticism'],,
Role_Frame_Motion_impediments_mover_motion_x_schema,"['Role', 'NamedIndividual', 'Role']",['mover_motion_x-schema'],,['Motion impediments.mover_motion_x-schema'],,
Role_Frame_Into_profiled_region,"['NamedIndividual', 'Role', 'Role']",['profiled_region'],,['Into.profiled_region'],,
Role_Frame_Trust_relationship_trust_emotion,"['NamedIndividual', 'Role', 'Role']",['trust_emotion'],,['Trust relationship.trust_emotion'],,
Role_Frame_Competition_competition_loser,"['NamedIndividual', 'Role', 'Role']",['competition_loser'],,['Competition.competition_loser'],,
Role_Frame_Moral_authority_moral_authority_obeyer,"['Role', 'NamedIndividual', 'Role']",['moral_authority_obeyer'],,['Moral authority.moral_authority_obeyer'],,
Role_Frame_X_schema_x_schema_continue,"['NamedIndividual', 'Role', 'Role']",['x-schema_continue'],['stage'],['X-schema.x-schema_continue'],,
Role_Frame_Object_construction_object_size,"['NamedIndividual', 'Role', 'Role']",['object_size'],,['Object construction.object_size'],,
Role_Frame_Being_in_a_bounded_region_located_thing,"['Role', 'NamedIndividual', 'Role']",['located_thing'],,['Being in a bounded region.located_thing'],,
Role_Frame_Child_care_employer,"['NamedIndividual', 'Role', 'Role']",['employer'],,['Child care.employer'],,['optional role']
Role_Frame_Silencing_speaker,"['Role', 'NamedIndividual', 'Role']",['speaker'],,['Silencing.speaker'],['Speaker'],['the person being silenced']
Role_Frame_Thinking_about_considering,"['NamedIndividual', 'Role', 'Role']",['considering'],,['Thinking about.considering'],,
Role_Frame_Being_stable_entity,"['Role', 'NamedIndividual', 'Role']",['entity'],,['Being stable.entity'],,
Role_Frame_Motion_with_respect_to_an_undesirable_entity_mover_motion,"['Role', 'NamedIndividual', 'Role']",['mover_motion'],,['Motion with respect to an undesirable entity.mover_motion'],,
Role_Frame_Servant_servant,"['NamedIndividual', 'Role', 'Role']",['servant'],,['Servant.servant'],,
Role_Frame_Restore_to_life_life_liver,"['NamedIndividual', 'Role', 'Role']",['life_liver'],,['Restore to life.life_liver'],,['entity whose life is restored']
Role_Frame_Bounded_region_proximal_region,"['NamedIndividual', 'Role', 'Role']",['proximal region'],,['Bounded region.proximal region'],,
Role_Frame_Control_dependent_entity,"['NamedIndividual', 'Role', 'Role']",['dependent_entity'],,['Control.dependent_entity'],['Dependent_entity'],
Role_Frame_Parent_child,"['NamedIndividual', 'Role', 'Role']",['child'],,['Parent.child'],,
Role_Frame_Directed_emotion_target,"['Role', 'NamedIndividual', 'Role']",['target'],,['Directed emotion.target'],['Stimulus'],['person or thing emotion is directed at']
Role_Frame_Substance_amount_of_substance,"['NamedIndividual', 'Role', 'Role']",['amount_of_substance'],,['Substance.amount_of_substance'],,
Role_Frame_Passion_experience,"['Role', 'NamedIndividual', 'Role']",['experience'],,['Passion.experience'],,
Role_Frame_Communication_Communicator,"['Role', 'NamedIndividual', 'Role']",['Communicator'],,['Communication.Communicator'],,
Role_Frame_Entrusting_thing_entrusted,"['NamedIndividual', 'Role', 'Role']",['thing_entrusted'],,['Entrusting.thing_entrusted'],,
Role_Frame_Government_decision_making_entity_under_consideration_ongoing_status,"['NamedIndividual', 'Role', 'Role']",['entity_under_consideration_ongoing_status'],,['Government decision making.entity_under_consideration_ongoing_status'],,
Role_Frame_Life_short_term_life_goals,"['Role', 'NamedIndividual', 'Role']",['short_term_life_goals'],,['Life.short_term_life_goals'],,
Role_Frame_relation_relation_value,"['Role', 'NamedIndividual', 'Role']",['relation_value'],,['relation.relation_value'],,
Role_Frame_Motion_affecting_objects_mover,"['NamedIndividual', 'Role', 'Role']",['mover'],,['Motion-affecting objects.mover'],,
Role_Frame_Object_object_entity,"['NamedIndividual', 'Role', 'Role']",['object_entity'],,['Object.object_entity'],,
Role_Frame_Disgust_disgust_stimulus,"['Role', 'NamedIndividual', 'Role']",['disgust_stimulus'],,['Disgust.disgust_stimulus'],,
Role_Frame_Gun_debate_affirmative_team,"['Role', 'NamedIndividual', 'Role']",['affirmative_team'],,['Gun debate.affirmative_team'],,
Role_Frame_Seeing_visual_ability,"['Role', 'NamedIndividual', 'Role']",['visual_ability'],,['Seeing.visual_ability'],,['the ability to see']
Role_Frame_Work_scenario_compensation,"['NamedIndividual', 'Role', 'Role']",['compensation'],['Income'],['Work scenario.compensation'],,['the money and other benefits the worker receives from the employer']
Role_Frame_Containment_Exterior,"['Role', 'NamedIndividual', 'Role']",['Exterior'],,['Containment.Exterior'],,
Role_Frame_Harm_cause,"['Role', 'NamedIndividual', 'Role']",['cause'],,['Harm.cause'],,['entity/situation that causes of harm']
Role_Frame_Boat_boat_passengers,"['Role', 'NamedIndividual', 'Role']",['boat_passengers'],,['Boat.boat_passengers'],,
Role_Frame_Control_control_relation_status_start,"['NamedIndividual', 'Role', 'Role']",['control_relation_status.start'],,['Control.control_relation_status.start'],,
Role_Frame_Economic_difficulty_cause_of_difficulty,"['NamedIndividual', 'Role', 'Role']",['cause_of_difficulty'],,['Economic difficulty.cause_of_difficulty'],,['entity or situation that causes difficulty']
Role_Frame_Journey_journeyer,"['Role', 'NamedIndividual', 'Role']",['journeyer'],['entity'],['Journey.journeyer'],,
Role_Frame_Relationship_relationship_intensity,"['NamedIndividual', 'Role', 'Role']",['relationship_intensity'],,['Relationship.relationship_intensity'],,
Role_Frame_Child_care_childcare_objectives,"['NamedIndividual', 'Role', 'Role']",['childcare_objectives'],,['Child care.childcare_objectives'],,
Role_Frame_Organization_Organized_structure,"['NamedIndividual', 'Role', 'Role']",['Organized_structure'],,['Organization.Organized_structure'],,
Role_Frame_Moral_authority_moral_authority_holder,"['NamedIndividual', 'Role', 'Role']",['moral_authority_holder'],,['Moral authority.moral_authority_holder'],,
Role_Frame_Democratic_government_governed__of_democratic_state_,"['Role', 'NamedIndividual', 'Role']",['governed_(of_democratic_state)'],,['Democratic government.governed_(of_democratic_state)'],,
Role_Frame_Seeing_vision,"['Role', 'NamedIndividual', 'Role']",['vision'],,['Seeing.vision'],,
Role_Frame_Physical_structure_structural_stability,"['NamedIndividual', 'Role', 'Role']",['structural_stability'],,['Physical structure.structural_stability'],,
Role_Frame_Destroying_cause,"['Role', 'NamedIndividual', 'Role']",['cause'],,['Destroying.cause'],,
Role_Frame_Vehicular_motion_motion_controller,"['NamedIndividual', 'Role', 'Role']",['motion_controller'],,['Vehicular motion.motion_controller'],,
Role_Frame_Biological_entity_health_status,"['NamedIndividual', 'Role', 'Role']",['health_status'],,['Biological entity.health_status'],,['status of organism as a whole']
Role_Frame_Motion_impediment_mover,"['Role', 'NamedIndividual', 'Role']",['mover'],,['Motion impediment.mover'],,
Role_Frame_Touching_tactile_input,"['NamedIndividual', 'Role', 'Role']",['tactile_input'],,['Touching.tactile_input'],,
Role_Frame_Caused_change_of_state_final_state,"['NamedIndividual', 'Role', 'Role']",['final_state'],,['Caused change of state.final_state'],"['Final_category', 'Final_value']",
Role_Frame_Anger_anger,"['NamedIndividual', 'Role', 'Role']",['anger'],,['Anger.anger'],,['the experienced emotion']
Role_Frame_Downward_motion_motion_x_schema,"['Role', 'NamedIndividual', 'Role']",['motion_x-schema'],['process'],['Downward motion.motion_x-schema'],,
Role_Frame_Vehicle_vehicle_passengers,"['Role', 'NamedIndividual', 'Role']",['vehicle_passengers'],['person'],['Vehicle.vehicle_passengers'],,
Role_Frame_Seeing_see_er,"['Role', 'NamedIndividual', 'Role']",['see-er'],['entity'],['Seeing.see-er'],,['The person who sees']
Role_Frame_Spatial_relation_entity_2,"['NamedIndividual', 'Role', 'Role']",['entity_2'],,['Spatial relation.entity_2'],,
Role_Frame_Recreational_competition_competitor1,"['NamedIndividual', 'Role', 'Role']",['competitor1'],,['Recreational competition.competitor1'],,
Role_Frame_Fullness_contents,"['NamedIndividual', 'Role', 'Role']",['contents'],['Physical entity'],['Fullness.contents'],['Contents'],
Role_Frame_Analysis_analytic_standard,"['NamedIndividual', 'Role', 'Role']",['analytic_standard'],,['Analysis.analytic_standard'],,
Role_Frame_Motion_back_and_forth_speed,"['Role', 'NamedIndividual', 'Role']",['speed'],,['Motion back and forth.speed'],,
Role_Frame_Proximal_distal_center,"['NamedIndividual', 'Role', 'Role']",['center'],,['Proximal distal.center'],,
Role_Frame_Bounded_entity_entity_exterior,"['Role', 'NamedIndividual', 'Role']",['entity_exterior'],['Surface'],['Bounded entity.entity_exterior'],,['the outer side of the boundary']
Role_Frame_Resource_resource_user,"['Role', 'NamedIndividual', 'Role']",['resource_user'],,['Resource.resource_user'],,['the person using the resource to achieve a purpose']
Role_Frame_Evaluation_basis_of_evaluation,"['NamedIndividual', 'Role', 'Role']",['basis of evaluation'],,['Evaluation.basis of evaluation'],,"[""parameter of evaluee that is being evaluated; could be person's behavior or appearance of an object""]"
Role_Frame_Confinement_area_of_confinement,"['Role', 'NamedIndividual', 'Role']",['area_of_confinement'],,['Confinement.area_of_confinement'],,['area within the bounds of confinement']
Role_Frame_Food_type,"['NamedIndividual', 'Role', 'Role']",['type'],,['Food.type'],,
Role_Frame_Power_Power_holder,"['NamedIndividual', 'Role', 'Role']",['Power_holder'],,['Power.Power_holder'],,
Role_Frame_Touching_sense_of_touch,"['NamedIndividual', 'Role', 'Role']",['sense_of_touch'],,['Touching.sense_of_touch'],,
Role_Frame_Functionality_functional_entity,"['NamedIndividual', 'Role', 'Role']",['functional_entity'],['Complex_physical_object'],['Functionality.functional_entity'],,
Role_Frame_Economic_competition_economic_prize,"['NamedIndividual', 'Role', 'Role']",['economic_prize'],,['Economic competition.economic_prize'],,
Role_Frame_Artifact_purpose,"['NamedIndividual', 'Role', 'Role']",['purpose'],,['Artifact.purpose'],['Use'],['the purpose artifact is used for']
Role_Frame_Dissect_entity_dissection_status_change,"['Role', 'NamedIndividual', 'Role']",['entity_dissection_status_change'],,['Dissect.entity_dissection_status_change'],,
Role_Frame_Tending_to_plants_gardener,"['NamedIndividual', 'Role', 'Role']",['gardener'],['person'],['Tending to plants.gardener'],,['the person who tends to the plants']
Role_Frame_Social_problems_social_program,"['Role', 'NamedIndividual', 'Role']",['social_program'],,['Social problems.social_program'],,
Role_Frame_Life_cycle_end_of_life,"['NamedIndividual', 'Role', 'Role']",['end_of_life'],,['Life cycle.end_of_life'],,['end of life cycle']
Role_Frame_Transfer_scenario_donor,"['NamedIndividual', 'Role', 'Role']",['donor'],,['Transfer scenario.donor'],,
