name,label,hasInferentialContent,type,isInferenceOfFrame,hasInferenceType
Inference_140,['If the amount of the resource available...'],"['and there is a limit as to the total amount of what can be accomplished (unless the resource is replenished)', 'If the amount of the resource available to the user is finite', ""then the amount of the resource determines the amount of 'work' it can be used for""]","['Inference', 'NamedIndividual', 'Inference']",,"['boundedness', 'paired scales']"
Inference_549,['Destroying a nation.'],['Destroying a nation.'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Nation'],
Inference_155,['Shepherd is responsible for leading...'],"[""making decisions that affects sheep's well-being; sheep do what shepherd wants them to."", 'Shepherd is responsible for leading sheep']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_293,['Prevented change of state'],['Prevented change of state'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Change_of_state'],
Inference_103,['Removing a motion impediment removes...'],"[""Removing a motion impediment removes the negative effect on mover's motion.""]","['Inference', 'NamedIndividual', 'Inference']",,['causal']
Inference_552,['Putting together an object'],['Putting together an object'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Complex_physical_object'],
Inference_640,['curing affliction restores person...'],['curing affliction restores person to health'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Physical_affliction'],
Inference_72,['The amount of force transferred...'],"[""The amount of force transferred is correlated with 'force-dynamic properties' of the force_originator"", ""e.g. a person's strength and the amount of effort he exerts.""]","['Inference', 'NamedIndividual', 'Inference']",,['force-dynamic']
Inference_376,['being outside a bounded region...'],['being outside a bounded region (at exterior)'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Being_at_a_location'],
Inference_581,['Purifying'],['Purifying'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Purity'],
Inference_198,['Different means of achieving a...'],['Different means of achieving a purpose'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Purposeful_action'],
Inference_613,['A relationship encountering difficulties...'],['A relationship encountering difficulties involves participants that are emotionally hurt'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Romantic_relationship'],
Inference_471,['An interesting idea'],['An interesting idea'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Idea'],
Inference_480,['Searching'],['Searching'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Seeing'],
Inference_30,['The transition_state_value is different...'],['The transition_state_value is different than the initial_state_value'],"['Inference', 'NamedIndividual', 'Inference']",,['ordered change']
Inference_162,"['At initial stage, transferor has...']","['transferor has object and recipient does not.', 'At initial stage']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_169,['Truster could transfer valuable...'],"['Truster could transfer valuable stuff to Trusted (access to self', ""access to one's own possessions).""]","['NamedIndividual', 'Inference', 'Inference']",,
Inference_204,['acquired ideas'],['acquired ideas'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Thinking_about'],
Inference_52,['Discoverer becomes aware of discovered...'],['Discoverer becomes aware of discovered thing.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_28,['The occurrence of the cause precedes...'],['The occurrence of the cause precedes or accompanies the change of state'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_659,['An increase in status'],['An increase in status'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Status'],
Inference_82,['The governing actions may or may...'],['The governing actions may or may not lead to outcomes that affect the process of change of the jurisdiction according to the objective.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_609,['A relationship encountering difficulties...'],['A relationship encountering difficulties is prevented from proceeding forward as a consequence of encountering relationship difficulties.'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Romantic_relationship'],
Inference_36,['Clean things do not have dirt or...'],"['Clean things do not have dirt or other impurities in', 'and/or around them. (i.e. they are not dirty)', 'on']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_98,['People are naturally more powerful...'],['People are naturally more powerful than animals and plants and natural objects.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_17,['A boat steered by a captain stays...'],['A boat steered by a captain stays on course and moves forward.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_503,['Failing to lead a nation'],['Failing to lead a nation'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_State_leadership'],
Inference_510,['effortfulness of motion'],['effortfulness of motion'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Self_propelled_motion'],
Inference_247,['An anger experiencer whose anger_level...'],['An anger experiencer whose anger_level is beyond their anger_limit will exhibit angry_action'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Anger'],
Inference_218,['Ability to act'],['Ability to act'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Action'],
Inference_547,['Creating a nation.'],['Creating a nation.'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Nation'],
Inference_472,['Onset of seeing; coming into s...'],['Onset of seeing; coming into sight'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Seeing'],
Inference_221,['stage of movement'],['stage of movement'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Self_propelled_motion'],
Inference_313,['acquiring ideas'],['acquiring ideas'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Communication'],
Inference_539,['Being moral'],['Being moral'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Morality'],
Inference_356,['Only one side can win the war'],['Only one side can win the war'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_War'],
Inference_651,['the degree to which a particular...'],['the degree to which a particular state is relevant to a given state_holder can differ'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_State'],
Inference_677,['Thinking about a topic'],['Thinking about a topic'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Thinking_about'],
Inference_292,['Prevented change of location'],['Prevented change of location'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Motion_along_a_path'],
Inference_422,['If shepherd successfully performs...'],"['sheep will flourish', 'If shepherd successfully performs actions']","['Inference', 'NamedIndividual', 'Inference']",['Frame_Shepherding'],
Inference_128,['The proximal and distal regions...'],['The proximal and distal regions are defined in terms of relative proximity to the center.  The boundary is the furthest extent of what is considered proximal to the center.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_205,"[""the trajector's location (profiled_region)...""]","[""the trajector's location (profiled_region) is at/in the landmark""]","['Inference', 'NamedIndividual', 'Inference']",['Frame_Being_at_a_location'],
Inference_577,['nullTargetEntailment'],['nullTargetEntailment'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Power'],
Inference_497,['nullTargetEntailment'],['nullTargetEntailment'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Law'],
Inference_259,['change in value of state/attri...'],['change in value of state/attribute'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Attribute'],
Inference_574,['nullSourceInference'],['nullSourceInference'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Possession'],
Inference_449,['Preparing ideas to be understo...'],['Preparing ideas to be understood'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Idea'],
Inference_46,['If the controlling_entity does...'],"['he may not be able to bring about the situation he desires.', 'If the controlling_entity does not have a sufficient degree of control']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_700,['Increasing wealth (gain)'],['Increasing wealth (gain)'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Wealth'],
Inference_435,['Being healthy'],['Being healthy'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Health'],
Inference_507,['decreases in quantity'],['decreases in quantity'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Quantity'],
Inference_611,['A relationship encountering difficulties...'],['A relationship encountering difficulties is not necessarily a relationship that is over'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Romantic_relationship'],
Inference_629,['the strength/integrity of the social...'],['the strength/integrity of the social group as a whole depends on the strength/integrity of the relations between social members'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Social_group'],
Inference_520,['bodily processes'],['bodily processes'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Bodily_functioning'],
Inference_29,['The initial_state precedes the...'],['The initial_state precedes the final state.  The transition occurs after the initial_state and before the final state.'],"['NamedIndividual', 'Inference', 'Inference']",,['x-schema stages']
Inference_655,['future states of nation'],['future states of nation'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Nation'],
Inference_229,['presence/absence of conditions...'],['presence/absence of conditions that affect motion'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Self_propelled_motion'],
Inference_508,['Sequence of motions towards a destination...'],['Sequence of motions towards a destination in a journey.'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Journey'],
Inference_458,['Taking apart complex objects'],['Taking apart complex objects'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Object'],
Inference_684,['Objects'],['Objects'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Object_manipulation'],
Inference_410,['Children are not capable of taking...'],['Children are not capable of taking care of themselves without the help of a childcare provider.'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Child_care'],
Inference_518,['products of the body'],['products of the body'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Bodily_functioning'],
Inference_587,['lack of purpose'],['lack of purpose'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Purposeful_action'],
Inference_533,['being moral'],['being moral'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Morality'],
Inference_388,['lack of restraints makes it easier...'],['lack of restraints makes it easier for mover to move'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Motion_impediments'],
Inference_553,['Putting together a nation'],['Putting together a nation'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Nation'],
Inference_344,"['as disease spreads throughout body,...']","['person becomes sicker', 'as disease spreads throughout body']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Disease'],
Inference_401,['change in government functional....'],['change in government functional. status'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Government_institution'],
Inference_649,['societies experience problems ...'],['societies experience problems functioning'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Society'],
Inference_679,['Being able to think about different...'],['Being able to think about different things'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Thinking_about'],
Inference_227,['external agents that affect mo...'],['external agents that affect motion'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Self_propelled_motion'],
Inference_706,['amount of contents'],['amount of contents'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Containing'],
Inference_316,['Responsiveness of addressee to...'],['Responsiveness of addressee to shown thing'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Cause_to_see'],
Inference_106,['A single mover can only move along...'],"['A single mover can only move along one path at a time.  Therefore', 'motion along a given path means the mover is not following other alternative paths.']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_567,['nullTargetEntailment'],['nullTargetEntailment'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Positivity_scale'],
Inference_102,['Causing a motion impediment to...'],"[""Causing a motion impediment to be present (indirectly) causes a negative effect on mover's motion.""]","['Inference', 'NamedIndividual', 'Inference']",,['causal']
Inference_687,['increase in relationship inten...'],['increase in relationship intensity'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Trust_relationship'],
Inference_230,['impediments to action/freedom to...'],['impediments to action/freedom to act'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Action'],
Inference_582,['distance moved towards goal'],['distance moved towards goal'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Self_propelled_motion_to_a_destination'],
Inference_559,['Effectively-governed country functions...'],['Effectively-governed country functions efficiently'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Nation'],
Inference_266,['co-location with low entity'],['co-location with low entity'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Being_at_a_Low_Location'],
Inference_646,"['when connections are eliminated,...']","['when connections are eliminated', 'items can move apart from each other']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Physical_connection'],
Inference_206,['action is ongoing'],['action is ongoing'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Action'],
Inference_124,"['""Possessing"" typically involves...']","['""Possessing"" typically involves the Possessor controlling and/or having access to the Possession. In primary physical experience', 'the possessor holds/grasps the possessed object.']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_58,"['When emotion_level reaches an emotion_limit,...']","['When emotion_level reaches an emotion_limit', 'the mind is no longer able to control the emotion resulting in an emotional_action.']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_427,['Governed people are not capable...'],['Governed people are not capable of making decisions or protecting themselves'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Government'],
Inference_115,"['In order to move independently,...']","['broken or dissolved)', 'In order to move independently', 'the connection between the items must be eliminated (e.g. removed']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_99,['Adults are naturally more powerful...'],['Adults are naturally more powerful than children.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_275,['willingness to transfer contro...'],['willingness to transfer control'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Control'],
Inference_212,['expecting to perform an action...'],['expecting to perform an action in the future'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Action'],
Inference_562,['Future locations of vehicle on...'],['Future locations of vehicle on path'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Vehicle'],
Inference_267,['being impoverished'],['being impoverished'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Impoverished'],
Inference_509,['A purposeful life.'],['A purposeful life.'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Life'],
Inference_209,"[""'closeness' to landmark""]","[""'closeness' to landmark""]","['Inference', 'NamedIndividual', 'Inference']",['Frame_Being_at_a_location'],
Inference_417,['populace has desired (future) ...'],['populace has desired (future) states'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Governing_action'],
Inference_432,['Being physically not upright or...'],['Being physically not upright or horizontal'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Verticality'],
Inference_4,"['If barrier is present, accessor...']","['accessor cannot access the accessed_entity.', 'If barrier is present']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_144,['Searching may involve all senses...'],['Searching may involve all senses and involves the intentional desire to come in close enough contact with something in order to be able to perceive (and possibly acquire) it.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_484,['Seeing from a short distance'],['Seeing from a short distance'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Seeing'],
Inference_166,['Truster does not protect self against...'],['Truster does not protect self against Trusted.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_138,"['Once A repays B, A and B are e...']","['Once A repays B', 'A and B are even.']","['Inference', 'NamedIndividual', 'Inference']",,['normative-Western society']
Inference_83,['The leader and the follower move...'],['The leader and the follower move along the same path.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_369,['nullTargetEntailment'],['nullTargetEntailment'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Experiencing_a_state'],
Inference_353,['difficulties can increase time...'],['difficulties can increase time and effort needed to accomplish objectives'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Difficulties_in_action'],
Inference_298,['losing a possession'],['losing a possession'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Possession_change'],
Inference_279,"['at final stage, experiencer experiences...']","['at final stage', 'experiencer experiences state']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Change_of_state'],
Inference_494,['being poised to see'],['being poised to see'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Seeing'],
Inference_76,['the force impinges on the entity...'],['the force impinges on the entity that moves'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_104,['The presence of an impediment may...'],['The presence of an impediment may prevent mover from reaching goal.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_194,['the ease with which the Knower...'],['the ease with which the Knower can access knowledge affects how easily he can learn something'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Knowing'],
Inference_236,['Choosing a particular path of several...'],['Choosing a particular path of several available paths'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Source_path_goal'],
Inference_39,['Structural integrity of the complex...'],['Structural integrity of the complex object relies on the integrity of its parts as well as the integrity of the connections between the parts.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_352,['barriers on path can increase time...'],['barriers on path can increase time and effort needed to reach goal'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Motion_impediments'],
Inference_47,['The range of situations that a...'],"['The range of situations that a controlling_entity can control', ""and the degree of control that he has over these situations is dependent at least in part on how much 'strength' that person has (especially in relation to the strength of the dependent_entity)""]","['NamedIndividual', 'Inference', 'Inference']",,['force-dynamic']
Inference_499,['nullTargetEntailment'],['nullTargetEntailment'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Law'],
Inference_403,['nullTargetEntailment'],['nullTargetEntailment'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Government_institution'],
Inference_457,['Coming up with complex ideas'],['Coming up with complex ideas'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Idea'],
Inference_362,['Experiencing below average body...'],['Experiencing below average body temperature'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Temperature'],
Inference_409,"[""Government's responsibility is...""]","['safety and well-being of the citizens', ""Government's responsibility is to ensure the health""]","['NamedIndividual', 'Inference', 'Inference']",['Frame_Government'],
Inference_196,['change in ability to know'],['change in ability to know'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Knowing'],
Inference_260,['possess does not have possessi...'],['possess does not have possession'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Possession'],
Inference_308,['Ability to accept objects'],['Ability to accept objects'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Transfer_scenario'],
Inference_690,['caused change in structural_in...'],['caused change in structural_integrity'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Building'],
Inference_460,['Structure of an object'],['Structure of an object'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Object'],
Inference_226,['impediments to action/freedom to...'],['impediments to action/freedom to act'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Action'],
Inference_462,['Taking apart objects'],['Taking apart objects'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Object'],
Inference_521,['mental processes'],['mental processes'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Cognizing'],
Inference_77,"['At initial stage, recipient does...']","['recipient possesses object', 'e.g. intiates a hold on object. \nAt final stage', 'At initial stage', 'recipient does not possess object. \nDuring ongoing stage', 'recipient acts so as to gain possession']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_672,['Attacking foundation of a buil...'],['Attacking foundation of a building'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Building'],
Inference_326,['an entity located in the distal_region...'],['an entity located in the distal_region is distal from the center (and therefore not likely to be accessible from the center)'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Bounded_region'],
Inference_519,['products of the mind'],['products of the mind'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Cognizing'],
Inference_358,['Experiencing intense body heat'],['Experiencing intense body heat'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Temperature'],
Inference_404,['the ability of the machine to function...'],"['broken', 'well-oiled', 'the ability of the machine to function depends on the state of its physical structure (physical status)', 'e.g rusty']","['Inference', 'NamedIndividual', 'Inference']",['Frame_Machine'],
Inference_526,['state of being dry'],['state of being dry'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Liquid'],
Inference_612,['A boat on the rocks contains passengers...'],['A boat on the rocks contains passengers who may be injured as a consequence of the boat colliding with rocks'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Boat_on_the_rocks'],
Inference_95,['the experiencer has high positive...'],['the experiencer has high positive regard for the loved thing'],"['Inference', 'NamedIndividual', 'Inference']",,"['affect', 'positive evaluation']"
Inference_391,['freedom to act and achieve obj...'],['freedom to act and achieve objectives'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Freedom_of_action'],
Inference_211,['moving towards a landmark'],['moving towards a landmark'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Being_at_a_location'],
Inference_6,"['For static situations, the main...']","[""the main axis of the trajector (which is typically a long thin thing) is perpendicular to the landmark's main axis."", 'For static situations']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_197,['Different paths to reaching a ...'],['Different paths to reaching a destination'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Motion_to_a_location'],
Inference_516,['a healthy/unhealthy body'],['a healthy/unhealthy body'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Bodily_functioning'],
Inference_64,['When A and B enter into a financial...'],"['When A and B enter into a financial transaction', 'B is in debt to / owes A.', 'and B does not pay for the received goods or services']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_133,['Actor initiates action in order...'],"['at which point actor terminates action.', 'Actor initiates action in order to bring about desired situation.  Actor continues action until desired situation has been accomplished']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_584,['reaching a destination'],['reaching a destination'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Self_propelled_motion_to_a_destination'],
Inference_633,['Societal actions can help reduce...'],['Societal actions can help reduce or eliminate social problems'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Social_problems'],
Inference_281,"['at initial stage, experiencer experiences...']","['at initial stage', 'experiencer experiences state']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Change_of_state'],
Inference_607,['Romantic relationship encountering...'],['Romantic relationship encountering difficulties'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Romantic_relationship'],
Inference_397,"['""non-functional"" end of functi...']","['""non-functional"" end of functionality_scale']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Functionality'],
Inference_627,['the strength of social relatio...'],['the strength of social relations'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Social_group'],
Inference_573,['nullTargetEntailment'],['nullTargetEntailment'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Power'],
Inference_200,['Lack of purpose'],['Lack of purpose'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Purposeful_action'],
Inference_501,['nullTargetEntailment'],['nullTargetEntailment'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Law'],
Inference_563,['Future states of the nation'],['Future states of the nation'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Nation'],
Inference_465,['Being important or significant'],['Being important or significant'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Importance'],
Inference_543,['increases in quantity'],['increases in quantity'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Quantity'],
Inference_322,['nullSourceInference'],['nullSourceInference'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Eating'],
Inference_423,['If government sucessfully performs...'],"['people will flourish', 'If government sucessfully performs action']","['Inference', 'NamedIndividual', 'Inference']",['Frame_Government'],
Inference_481,['Attempting to gain knowledge'],['Attempting to gain knowledge'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Knowing'],
Inference_79,['The size of the gap is related...'],"['The size of the gap is related to how difficult it is to cross it (e.g. the wider and/or deeper the gap', 'the more difficult it is to cross it).']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_175,['A vehicle is solid and can last...'],['A vehicle is solid and can last a long time.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_38,['All other competitors who are not...'],['All other competitors who are not the winner are the losers.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_390,['lack of barriers on path makes...'],['lack of barriers on path makes it possible for mover to move along path to goal'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Motion_impediments'],
Inference_536,['being crooked'],['being crooked'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Straightness'],
Inference_100,['Men are naturally more powerful...'],['Men are naturally more powerful than women.'],"['Inference', 'NamedIndividual', 'Inference']",,
Inference_389,['freedom to act'],['freedom to act'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Freedom_of_action'],
Inference_443,['Helpful ideas'],['Helpful ideas'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Idea'],
Inference_654,['future locations along a path'],['future locations along a path'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Bounded_region'],
Inference_347,['Controlling crime'],['Controlling crime'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Crime'],
Inference_337,"[""end of controller's control""]","[""end of controller's control""]","['Inference', 'NamedIndividual', 'Inference']",['Frame_Control'],
Inference_463,['Analyzing ideas'],['Analyzing ideas'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Idea'],
Inference_48,"[""Creator's objective is to bring...""]","[""Creator's objective is to bring the created_object into existence.  When action starts"", 'object exists.', 'when action is successfully completed', 'object does not exist']","['Inference', 'NamedIndividual', 'Inference']",,
Inference_429,['nullTargetEntailment'],['nullTargetEntailment'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Greed'],
Inference_445,['Disturbing ideas'],['Disturbing ideas'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Idea'],
Inference_588,['forward motion toward goal'],['forward motion toward goal'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Self_propelled_motion_to_a_destination'],
Inference_7,['A society consists of immoral_citizens...'],['A society consists of immoral_citizens as well as honest_citizens.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_351,['difficulties can prevent completion...'],['difficulties can prevent completion of purposeful action'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Difficulties_in_action'],
Inference_320,['Being physically not upright or...'],['Being physically not upright or horizontal'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Verticality'],
Inference_600,['Higher point(s) along a vertical...'],['Higher point(s) along a vertical scale'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Verticality'],
Inference_234,['attempts to address social problems...'],"['or get worse.', 'attempts to address social problems can have different outcomes: the problem may be eliminated', 'stay the same']","['Inference', 'NamedIndividual', 'Inference']",['Frame_Addressing_social_problems'],
Inference_418,['parents have some degree of control...'],"[""parents have some degree of control over children's actions""]","['NamedIndividual', 'Inference', 'Inference']",['Frame_Nuclear_family'],
Inference_689,['decrease in relationship inten...'],['decrease in relationship intensity'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Trust_relationship'],
Inference_310,"['Initially, transfer_recipient does...']","['transfer_recipient does not possess transferred_object', 'Initially']","['NamedIndividual', 'Inference', 'Inference']",['Frame_Transfer_scenario'],
Inference_287,['no longer experiencing a state'],['no longer experiencing a state'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Change_of_state'],
Inference_530,['allowing liquid to drain or le...'],['allowing liquid to drain or leak'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Liquid'],
Inference_131,['The further an object gets from...'],"['The further an object gets from another object', 'the greater the distance between them becomes.']","['NamedIndividual', 'Inference', 'Inference']",,
Inference_327,['The actions of an entity that is...'],"[""The actions of an entity that is not within a controlling_entity's scope_of_control are not controlled by that controlling_entity""]","['NamedIndividual', 'Inference', 'Inference']",['Frame_Control'],
Inference_25,"[""Presence of 'burden relation' has...""]","[""Presence of 'burden relation' has a negative effect on the burdened entity's well-being and/or ability to move.""]","['NamedIndividual', 'Inference', 'Inference']",,
Inference_297,['change into state'],['change into state'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Change_of_state'],
Inference_594,['another person can lead mover along...'],['another person can lead mover along path'],"['Inference', 'NamedIndividual', 'Inference']",['Frame_Self_propelled_motion_to_a_destination'],
Inference_602,['Lower point(s) along a vertical...'],['Lower point(s) along a vertical scale'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Verticality'],
Inference_18,['A boat without a captain to steer...'],['A boat without a captain to steer it strays off course and moves aimlessly.'],"['NamedIndividual', 'Inference', 'Inference']",,
Inference_270,['motion would not have occurred...'],['motion would not have occurred without the application of a force'],"['NamedIndividual', 'Inference', 'Inference']",['Frame_Forced_motion'],
Inference_85,['The follower chooses to follow...'],"[""The follower chooses to follow the leader (i.e. the follower's motion is self-controlled"", ""not controlled by the leader). This choice is often based on the follower's assumption that the leader and the follower both are trying to reach the same goal location.""]","['NamedIndividual', 'Inference', 'Inference']",,
