name,hasSourceRole,label,type,hasTargetRole,comment
Mapping_477,['Role_Frame_Motion_impediments_impediment'],['Poverty.cause_of_impoverished_state<=Motion impediments.impediment'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Poverty_cause_of_impoverished_state'],
Mapping_48,['Role_Frame_Treating_a_physical_affliction_treatment_recipient'],['Addressing social problems.society<=Treating a physical affliction.treatment_recipient'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_social_problems_society'],
Mapping_475,['Role_Frame_Motion_impediments_mover'],['Poverty.impoverished_entity<=Motion impediments.mover'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Poverty_impoverished_entity'],
Mapping_581,['Role_Frame_Physical_entity_physical_entity_whole'],['State.standard<=Physical entity.physical_entity_whole'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_State_standard'],
Mapping_175,['Role_Frame_Cause_to_see_Seeer'],['Communication.addressee<=Cause to see.Seeer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Communication_addressee'],
Mapping_261,['Role_Frame_Being_at_a_location_Being_at_a_location_landmark'],['Experiencing an economic status.standard of living<=Being at a location.Being at a location.landmark'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Experiencing_an_economic_status_standard_of_living'],
Mapping_60,['Role_Frame_Physical_combat_fighter1'],['Advocacy.advocate<=Physical combat.fighter1'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Advocacy_advocate'],
Mapping_625,['Role_Frame_Building_change_in_integrity'],['Trust relationship.change_in_relationship_integrity<=Building.change_in_integrity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Trust_relationship_change_in_relationship_integrity'],
Mapping_243,['Role_Frame_Possession_possession'],['Emotion.emotion<=Possession.possession'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Emotion_emotion'],
Mapping_296,['Role_Frame_Physical_structure_structural_stability'],['Government institution.functional_status<=Physical structure.structural_stability'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_institution_functional_status'],
Mapping_423,['Role_Frame_Purity_pure_condition'],['Morality.moral_condition<=Purity.pure_condition'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Morality_moral_condition'],
Mapping_102,['Role_Frame_Object_construction_bigger'],['Arithmetic.greater<=Object construction.bigger'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Arithmetic_greater'],
Mapping_14,['Role_Frame_Eating_getting_x_schema'],['Purposeful action.action_x-schema<=Eating.getting_x-schema'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Purposeful_action_action_x_schema'],
Mapping_623,['Role_Frame_Building_building_framework'],['Trust relationship.trust_framework<=Building.building_framework'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Trust_relationship_trust_framework'],
Mapping_70,['Role_Frame_Fire_fire'],['Anger.anger<=Fire.fire'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Anger_anger'],
Mapping_608,['Role_Frame_Building_building_foundation'],['Theory.theory_supporting_evidence<=Building.building_foundation'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Theory_theory_supporting_evidence'],
Mapping_272,['Role_Frame_Object_size'],['Force.force_amount<=Object.size'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Force_force_amount'],
Mapping_177,['Role_Frame_Cause_to_see_perception_causer'],['Communication.communicator<=Cause to see.perception_causer'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Communication_communicator'],
Mapping_148,['Role_Frame_Transfer_scenario_donor'],['Control.controlling_entity<=Transfer scenario.donor'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_controlling_entity'],['at initial stage']
Mapping_392,['Role_Frame_Plants_plant_size'],['Law.jurisdiction<=Plants.plant_size'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Law_jurisdiction'],
Mapping_497,['Role_Frame_Verticality_scalar_position'],['Quantity.measure_of_quantity<=Verticality.scalar_position'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Quantity_measure_of_quantity'],
Mapping_310,['Role_Frame_Vehicular_motion_direction'],['Governing action.governing_objectives<=Vehicular motion.direction'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Governing_action_governing_objectives'],
Mapping_198,['Role_Frame_Erosion_eroded_entity'],['Corruption.corruption_affectee<=Erosion.eroded_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Corruption_corruption_affectee'],
Mapping_110,['Role_Frame_Gain_possession_possession'],['Control.ability_to_control<=Gain possession.possession'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Control_ability_to_control'],
Mapping_241,['Role_Frame_Object_object'],['Emotion.directed_emotion<=Object.object'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Emotion_directed_emotion'],['It is not emotion in general but an emotion targeted at someone or something during some specific episode or duration.']
Mapping_635,['Role_Frame_Speaking_speaker'],['Voting.voter<=Speaking.speaker'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Voting_voter'],
Mapping_201,['Role_Frame_Disease_patient'],['Crime.victim<=Disease.patient'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Crime_victim'],
Mapping_190,['Role_Frame_Verticality_higher_positioned_entity'],['Control.controlling_entity<=Verticality.higher_positioned_entity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_controlling_entity'],
Mapping_49,['Role_Frame_War_battlefield'],['Addressing social problems.society<=War.battlefield'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_social_problems_society'],
Mapping_249,['Role_Frame_Forced_motion_source'],['Legislation enactment.bill_initial_status<=Forced motion.source'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Legislation_enactment_bill_initial_status'],
Mapping_382,['Role_Frame_Seeing_seen_object'],['Knowing.knowledge<=Seeing.seen_object'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Knowing_knowledge'],
Mapping_318,['Role_Frame_Nuclear_family_family_whole'],['Government.jurisdiction_region<=Nuclear family.family_whole'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Government_jurisdiction_region'],['e.g. nation is a family']
Mapping_380,['Role_Frame_Seeing_eyes'],['Knowing.mind<=Seeing.eyes'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Knowing_mind'],
Mapping_438,['Role_Frame_Complex_physical_object_object_whole'],['Nation.nation_whole<=Complex physical object.object_whole'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Nation_nation_whole'],
Mapping_404,['Role_Frame_Journey_journey_stops'],['Life.short_term_life_goals<=Journey.journey_stops'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Life_short_term_life_goals'],
Mapping_306,['Role_Frame_Vehicular_motion_motion_controller'],['Governing action.governor<=Vehicular motion.motion_controller'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Governing_action_governor'],
Mapping_38,['Role_Frame_Physical_combat_fighter2'],['Addressing poverty.poverty<=Physical combat.fighter2'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_poverty_poverty'],
Mapping_75,['Role_Frame_Fire_nearby_objects'],['Anger.other_people<=Fire.nearby_objects'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Anger_other_people'],
Mapping_473,['Role_Frame_Fierce_animal_endangered_entity'],['Poverty.impoverished_entity<=Fierce animal.endangered_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Poverty_impoverished_entity'],
Mapping_294,['Role_Frame_Physical_structure_structure_whole'],['Government institution.government_whole<=Physical structure.structure_whole'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_institution_government_whole'],
Mapping_583,['Role_Frame_Verticality_vertically_lower_entity'],['Control.subjugated_entity<=Verticality.vertically_lower_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Control_subjugated_entity'],
Mapping_235,['Role_Frame_Race_outcome'],['Election.outcome<=Race.outcome'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Election_outcome'],
Mapping_445,['Role_Frame_Machine_operator_of_machine'],['Nation.nation_leaders<=Machine.operator_of_machine'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Nation_nation_leaders'],
Mapping_555,['Role_Frame_Complex_physical_object_object_parts'],['Social group.members<=Complex physical object.object_parts'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Social_group_members'],
Mapping_347,['Role_Frame_Verticality_higher_positions_in_structure'],['Organization of power.superior_points_in_hierarchy<=Verticality.higher_positions_in_structure'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Organization_of_power_superior_points_in_hierarchy'],
Mapping_8,['Role_Frame_Seeing_object_seen'],['Knowing.knowledge<=Seeing.object_seen'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Knowing_knowledge'],
Mapping_264,['Role_Frame_Being_at_a_location_landmark'],['Experiencing a state.standard<=Being at a location.landmark'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Experiencing_a_state_standard'],
Mapping_312,['Role_Frame_Vehicular_motion_speed'],['Governing action.affect_rate_of_change<=Vehicular motion.speed'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Governing_action_affect_rate_of_change'],
Mapping_458,['Role_Frame_Machine_operating_x_schema'],['Organization.organization_management_x-schema<=Machine.operating_x-schema'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Organization_organization_management_x_schema'],"[""e.g., machine is 'running', organizations are 'running'""]"
Mapping_586,['Role_Frame_Burden_burdened_entity'],['Taxation.tax_payer<=Burden.burdened_entity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_tax_payer'],
Mapping_39,['Role_Frame_Physical_combat_physical_interaction_x_schema'],['Addressing poverty.problem-solving_actions<=Physical combat.physical interaction x-schema'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_poverty_problem_solving_actions'],
Mapping_271,['Role_Frame_Object_object_entity'],['Force.force<=Object.object_entity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Force_force'],
Mapping_413,['Role_Frame_Fire_fire_intensity'],['Lust.intensity_of_experience<=Fire.fire_intensity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Lust_intensity_of_experience'],
Mapping_263,['Role_Frame_Being_at_a_location_experiencer'],['Experiencing a state.experiencer<=Being at a location.experiencer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Experiencing_a_state_experiencer'],
Mapping_34,['Role_Frame_Treating_a_physical_affliction_medical_professionals'],['Addressing poverty.policy_makers<=Treating a physical affliction.medical_professionals'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_poverty_policy_makers'],
Mapping_245,['Role_Frame_Substance_container_for_substances'],['Emotion.body<=Substance.container_for_substances'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Emotion_body'],
Mapping_351,['Role_Frame_Object_object_entity'],['Idea.idea_self<=Object.object_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Idea_idea_self'],
Mapping_163,['Role_Frame_Cognizing_body'],['Bodily_functioning.mind<=Cognizing.body'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Bodily_functioning_mind'],
Mapping_366,['Role_Frame_Factory_Factory_managers'],['Institution.Institution_heads<=Factory.Factory_managers'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Institution_Institution_heads'],
Mapping_411,['Role_Frame_Fire_burning_object'],['Lust.lust_experiencer<=Fire.burning_object'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Lust_lust_experiencer'],
Mapping_255,['Role_Frame_Trajector_landmark_trajector'],['Experiencing a state.state<=Trajector landmark.trajector'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Experiencing_a_state_state'],
Mapping_466,['Role_Frame_Vehicle_vehicle'],['Political region.governing_institution<=Vehicle.vehicle'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Political_region_governing_institution'],
Mapping_332,['Role_Frame_Guided_motion_follower'],['Action.actor<=Guided motion.follower'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Action_actor'],
Mapping_593,['Role_Frame_Punishment_punishment'],['Taxation.tax<=Punishment.punishment'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Taxation_tax'],
Mapping_153,['Role_Frame_Lose_possession_possession'],['Change of state.initial_state<=Lose possession.possession'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Change_of_state_initial_state'],
Mapping_533,['Role_Frame_Source_path_goal_landmark'],['Scale.norm<=Source path goal.landmark'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Scale_norm'],
Mapping_57,['Role_Frame_War_victory'],['Addressing social problems.solving_problem<=War.victory'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Addressing_social_problems_solving_problem'],
Mapping_254,['Role_Frame_Trajector_landmark_landmark'],['Experiencing a state.experiencer<=Trajector landmark.landmark'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Experiencing_a_state_experiencer'],
Mapping_329,['Role_Frame_Part_whole_part'],['Group.members<=Part_whole.part'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Group_members'],
Mapping_339,['Role_Frame_Pest_pest'],['Personal weapon.weapon<=Pest.pest'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Personal_weapon_weapon'],
Mapping_13,['Role_Frame_Eating_possession'],['Purposeful action.objective<=Eating.possession'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Purposeful_action_objective'],
Mapping_595,['Role_Frame_Servitude_subjugated'],['Taxation.tax_payer<=Servitude.subjugated'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_tax_payer'],
Mapping_236,['Role_Frame_Race_race_event'],['Election.voting_event<=Race.race_event'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Election_voting_event'],
Mapping_604,['Role_Frame_Lose_possession_possession'],['Control.ability_to_control<=Lose possession.possession'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Control_ability_to_control'],
Mapping_569,['Role_Frame_Physical_connection_connected_items'],['Social group.members<=Physical connection.connected_items'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Social_group_members'],
Mapping_168,['Role_Frame_Guided_motion_leader'],['Communication.communicator<=Guided motion.leader'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Communication_communicator'],
Mapping_265,['Role_Frame_Being_at_a_location_current_location'],['Experiencing a state.experienced_state_value<=Being at a location.current_location'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Experiencing_a_state_experienced_state_value'],
Mapping_441,['Role_Frame_Family_family_whole'],['Nation.nation_whole<=Family.family_whole'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Nation_nation_whole'],
Mapping_211,['Role_Frame_War_enemy_combatants'],['Disease treatment.diseased_cells<=War.enemy_combatants'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Disease_treatment_diseased_cells'],
Mapping_427,['Role_Frame_Nurturant_parent_family_parent_s_'],['Moral action.moral_actor<=Nurturant parent family.parent(s)'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Moral_action_moral_actor'],
Mapping_221,['Role_Frame_Machine_machine_users'],['Economy.economy_participants<=Machine.machine_users'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Economy_economy_participants'],
Mapping_335,['Role_Frame_Addiction_addicting_thing'],['Personal weapon.weapon<=Addiction.addicting_thing'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Personal_weapon_weapon'],
Mapping_134,['Role_Frame_Forced_motion_source'],['Caused change of state.initial_state<=Forced motion.source'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Caused_change_of_state_initial_state'],
Mapping_350,['Role_Frame_Food_food_consumer'],['Idea.idea_cognizer<=Food.food_consumer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Idea_idea_cognizer'],
Mapping_532,['Role_Frame_Source_path_goal_goal'],['Scale.maximal value<=Source path goal.goal'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Scale_maximal_value'],
Mapping_7,['Role_Frame_Seeing_seer'],['Knowing.knower<=Seeing.seer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Knowing_knower'],
Mapping_488,['Role_Frame_Self_propelled_motion_to_a_destination_path'],['Purposeful action.action_x-schema_kind<=Self propelled motion to a destination.path'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Purposeful_action_action_x_schema_kind'],"['a.k.a., MEANS ARE PATHS']"
Mapping_50,['Role_Frame_War_enemy_attack'],['Addressing social problems.social_problem<=War.enemy_attack'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Addressing_social_problems_social_problem'],
Mapping_276,['Role_Frame_Verticality_verticality_scale'],['Functionality.functionality_scale<=Verticality.verticality_scale'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Functionality_functionality_scale'],['paired scales']
Mapping_66,['Role_Frame_Dissect_dissector'],['Analysis.analyzer<=Dissect.dissector'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Analysis_analyzer'],
Mapping_114,['Role_Frame_Possession_possession'],['Attribute.attribute<=Possession.possession'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Attribute_attribute'],
Mapping_500,['Role_Frame_Complex_physical_object_object_whole'],['Relationship.relationship_whole<=Complex physical object.object_whole'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Relationship_relationship_whole'],
Mapping_244,['Role_Frame_Substance_substances'],['Emotion.emotions<=Substance.substances'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Emotion_emotions'],
Mapping_577,['Role_Frame_Trajector_landmark_profiled_region'],['State.profiled_state_value<=Trajector landmark.profiled_region'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_State_profiled_state_value'],
Mapping_44,['Role_Frame_Treating_a_physical_affliction_medical_professionals'],['Addressing social problems.public_officials<=Treating a physical affliction.medical_professionals'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Addressing_social_problems_public_officials'],
Mapping_448,['Role_Frame_Vehicle_vehicle'],['Nation.nation_whole<=Vehicle.vehicle'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Nation_nation_whole'],
Mapping_150,['Role_Frame_Gain_possession_recipient'],['Change of state.experiencer<=Gain possession.recipient'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Change_of_state_experiencer'],
Mapping_367,['Role_Frame_Factory_Factory_workers'],['Institution.Institution_holders<=Factory.Factory_workers'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Institution_Institution_holders'],
Mapping_253,['Role_Frame_Possession_possession'],['Rights.right<=Possession.possession'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Rights_right'],
Mapping_643,['Role_Frame_Possession_possess_relation'],['Part whole.whole-part_relation<=Possession.possess_relation'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Part_whole_whole_part_relation'],
Mapping_155,['Role_Frame_Motion_along_a_path_landmark'],['Change of state.standard<=Motion along a path.landmark'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Change_of_state_standard'],
Mapping_359,['Role_Frame_Biological_entity_organism'],['Institution.institution_whole<=Biological entity.organism'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Institution_institution_whole'],
Mapping_143,['Role_Frame_Forced_motion_forceful_action'],['Caused change of state.cause<=Forced motion.forceful_action'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Caused_change_of_state_cause'],
Mapping_122,['Role_Frame_Possession_possess_relation_status'],['Belief.belief_relation_status<=Possession.possess_relation_status'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Belief_belief_relation_status'],
Mapping_418,['Role_Frame_Bodily_functioning_body_whole'],['Cognizing.mind_whole<=Bodily functioning.body_whole'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Cognizing_mind_whole'],
Mapping_194,['Role_Frame_Decay_decaying_process'],['Corruption.corrupt_activities<=Decay.decaying_process'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Corruption_corrupt_activities'],"['x-schema: progressive, slow, ongoing']"
Mapping_609,['Role_Frame_Object_manipulation_objects'],['Thinking about.ideas<=Object_manipulation.objects'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Thinking_about_ideas'],
Mapping_556,['Role_Frame_Complex_physical_object_object_part_relations'],['Social group.member_relation<=Complex physical object.object_part_relations'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Social_group_member_relation'],
Mapping_54,['Role_Frame_War_weapons'],['Addressing social problems.police_weapons<=War.weapons'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Addressing_social_problems_police_weapons'],
Mapping_449,['Role_Frame_Vehicle_vehicle_passengers'],['Nation.nation_citizens<=Vehicle.vehicle_passengers'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Nation_nation_citizens'],
Mapping_539,['Role_Frame_Touching_toucher'],['Seeing.see-er<=Touching.toucher'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Seeing_see_er'],
Mapping_288,['Role_Frame_Building_building_stability'],['Government institution.functional_status<=Building.building_stability'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_institution_functional_status'],
Mapping_309,['Role_Frame_Vehicular_motion_vehicle_control_x_schema'],['Governing action.governing_action_x-schema<=Vehicular motion.vehicle_control_x-schema'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Governing_action_governing_action_x_schema'],
Mapping_281,['Role_Frame_Motion_along_a_path_mover'],['Governing action.governing_actor<=Motion along a path.mover'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Governing_action_governing_actor'],
Mapping_320,['Role_Frame_Person_actions'],['Government.governing_actions<=Person.actions'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Government_governing_actions'],
Mapping_452,['Role_Frame_Physical_harm_physically_harmed_entity'],['Law.law<=Physical harm.physically_harmed_entity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Law_law'],
Mapping_516,['Role_Frame_Physical_entity_physical_entity_whole'],['Rights.right<=Physical entity.physical_entity_whole'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Rights_right'],
Mapping_169,['Role_Frame_Guided_motion_follower'],['Communication.addressee<=Guided motion.follower'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Communication_addressee'],
Mapping_327,['Role_Frame_Containing_contents'],['Group.members<=Containing.contents'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Group_members'],
Mapping_277,['Role_Frame_Verticality_scalar_position'],['Functionality.functional_status<=Verticality.scalar_position'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Functionality_functional_status'],
Mapping_495,['Role_Frame_Size_entity_size'],['Quantity.entity_amount<=Size.entity_size'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Quantity_entity_amount'],
Mapping_233,['Role_Frame_Race_racer1'],['Election.candidate1<=Race.racer1'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Election_candidate1'],
Mapping_361,['Role_Frame_Biological_entity_part_function'],['Institution.position_duties<=Biological entity.part_function'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Institution_position_duties'],
Mapping_389,['Role_Frame_Plants_plant_entity'],['Law.law<=Plants.plant_entity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Law_law'],
Mapping_560,['Role_Frame_Disease_person'],['Social problems.society<=Disease.person'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Social_problems_society'],
Mapping_127,['Role_Frame_Containing_container_capacity'],['Emotion.emotion_limit<=Containing.container_capacity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Emotion_emotion_limit'],
Mapping_601,['Role_Frame_Group_membership_member'],['Taxation.tax_payer<=Group membership.member'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Taxation_tax_payer'],
Mapping_612,['Role_Frame_Motion_along_a_path_location_of_observer'],['Time.present_time<=Motion along a path.location_of_observer'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Time_present_time'],
Mapping_412,['Role_Frame_Fire_fire'],['Lust.experience_of_lust<=Fire.fire'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Lust_experience_of_lust'],
Mapping_161,['Role_Frame_Possession_change_possession'],['Change of state.state<=Possession change.possession'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Change_of_state_state'],
Mapping_6,['Role_Frame_Seeing_seen_object_perceived_elements'],['Evaluation.basis of evaluation<=Seeing.seen_object_perceived_elements'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Evaluation_basis_of_evaluation'],
Mapping_369,['Role_Frame_Machine_purpose'],['Institution.mission<=Machine.purpose'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Institution_mission'],
Mapping_444,['Role_Frame_Machine_machine_entity'],['Nation.nation_whole<=Machine.machine_entity'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Nation_nation_whole'],
Mapping_362,['Role_Frame_Biological_entity_health_status'],['Institution.functional_status<=Biological entity.health_status'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Institution_functional_status'],
Mapping_401,['Role_Frame_Journey_journeyer'],['Life.life_liver<=Journey.journeyer'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Life_life_liver'],
Mapping_607,['Role_Frame_Building_building_parts'],['Theory.theoretical_arguments<=Building.building_parts'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Theory_theoretical_arguments'],
Mapping_111,['Role_Frame_Gain_possession_getting_x_schema_finish'],['Control.control_relation_status.start<=Gain possession.getting_x-schema.finish'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Control_control_relation_status_start'],
Mapping_237,['Role_Frame_Race_prize'],['Election.election_office<=Race.prize'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Election_election_office'],
Mapping_536,['Role_Frame_Touching_sense_of_touch'],['Seeing.visual_ability<=Touching.sense_of_touch'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Seeing_visual_ability'],
Mapping_378,['Role_Frame_Perception_perceived_thing'],['Knowing.knowledge<=Perception.perceived_thing'],"['NamedIndividual', 'Mapping', 'Mapping']",['Role_Frame_Knowing_knowledge'],
Mapping_425,['Role_Frame_Straightness_straight_object'],['Morality.moral_person<=Straightness.straight_object'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Morality_moral_person'],
Mapping_112,['Role_Frame_Entity_entity'],['Attribute.attribute<=Entity.entity'],"['Mapping', 'NamedIndividual', 'Mapping']",['Role_Frame_Attribute_attribute'],
