Article,,Article_col,Sentence,Tokens,Borderline_metaphor,Real_metaphors,Frame_label,Token_lemma,is_target,distance_from_target
177,5406,177,0,asked,0,0,Questioning,ask,False,-15
177,5407,177,0,",",0,0,_,",",False,-14
177,5408,177,0,sucking,0,0,Manipulation,suck,False,-13
177,5409,177,0,back,1,0,_,back,False,-12
177,5410,177,0,my,0,0,_,my,False,-11
177,5411,177,0,breath,0,0,Breathing,breath,False,-10
177,5412,177,0,and,0,0,_,and,False,-9
177,5413,177,0,swallowing,0,0,Ingestion,swallow,False,-8
177,5414,177,0,it,0,0,_,it,False,-7
177,5415,177,0,down,0,0,_,down,False,-6
177,5416,177,0,into,0,0,_,into,False,-5
177,5417,177,0,my,0,0,_,my,False,-4
177,5418,177,0,lungs,0,0,Body_parts,lung,False,-3
177,5419,177,0,",",0,0,_,",",False,-2
177,5420,177,0,already,0,0,Time_vector,already,False,-1
177,5421,177,0,burning,1,1,Fire_burning,burn,True,0
177,5422,177,0,with,1,0,_,with,False,1
177,5423,177,0,anxiety,0,0,Emotion_directed,anxiety,False,2
177,5424,177,0,.,0,0,_,.,False,3
177,5425,177,1,A,0,0,Quantified_mass,a,False,4
177,5426,177,1,few,0,0,Quantified_mass,few,False,5
177,5427,177,1,of,0,0,_,of,False,6
177,5428,177,1,my,0,0,_,my,False,7
177,5429,177,1,classmates,0,0,Personal_relationship,classmate,False,8
177,5430,177,1,lingered,0,0,Visiting,linger,False,9
177,5431,177,1,just,0,0,_,just,False,10
177,5432,177,1,behind,0,0,_,behind,False,11
177,5433,177,1,her,0,0,_,she,False,12
177,5434,177,1,in,0,0,Interior_profile_relation,in,False,13
177,5435,177,1,the,0,0,_,the,False,14
177,5436,177,1,room,0,0,Building_subparts,room,False,15
178,5437,178,0,Moby,0,0,_,Moby,False,-15
178,5438,178,0,Dick,0,0,_,Dick,False,-14
178,5439,178,0,was,0,0,_,be,False,-13
178,5440,178,0,fairly,0,0,_,fairly,False,-12
178,5441,178,0,sighted,0,0,Perception_experience,sighted,False,-11
178,5442,178,0,from,0,0,_,from,False,-10
178,5443,178,0,the,0,0,_,the,False,-9
178,5444,178,0,mast-heads,0,0,_,mast,False,-8
178,5445,178,0,",",0,0,_,",",False,-7
178,5446,178,0,Macey,0,0,_,Macey,False,-6
178,5447,178,0,",",0,0,_,",",False,-5
178,5448,178,0,the,0,0,_,the,False,-4
178,5449,178,0,chief,0,0,_,chief,False,-3
178,5450,178,0,mate,0,0,Personal_relationship,mate,False,-2
178,5451,178,0,",",0,0,_,",",False,-1
178,5452,178,0,burned,1,1,Cause_harm,burn,True,0
178,5453,178,0,with,1,0,_,with,False,1
178,5454,178,0,ardor,0,0,Experiencer_focus,ardor,False,2
178,5455,178,0,to,0,0,_,to,False,3
178,5456,178,0,encounter,0,0,Perception_experience,encounter,False,4
178,5457,178,0,him,0,0,_,he,False,5
178,5458,178,0,;,0,0,_,;,False,6
178,5459,178,0,and,0,0,_,and,False,7
178,5460,178,0,the,0,0,_,the,False,8
178,5461,178,0,captain,0,0,_,captain,False,9
178,5462,178,0,himself,0,0,_,himself,False,10
178,5463,178,0,being,0,0,_,be,False,11
178,5464,178,0,not,0,0,_,not,False,12
178,5465,178,0,unwilling,0,0,Willingness,unwilling,False,13
178,5466,178,0,to,0,0,_,to,False,14
178,5467,178,0,let,0,0,Preventing_or_letting,let,False,15
179,5468,179,0,he,0,0,_,he,False,-15
179,5469,179,0,insisted,0,0,Statement,insist,False,-14
179,5470,179,0,that,0,0,_,that,False,-13
179,5471,179,0,the,0,0,_,the,False,-12
179,5472,179,0,Conchises,0,0,_,conchise,False,-11
179,5473,179,0,did,0,0,Intentionally_act,do,False,-10
179,5474,179,0,more,0,0,_,more,False,-9
179,5475,179,0,than,0,0,_,than,False,-8
179,5476,179,0,object,0,0,_,object,False,-7
179,5477,179,0,.,0,0,_,.,False,-6
179,5478,179,1,He,0,0,_,he,False,-5
179,5479,179,1,sat,0,0,Posture,sit,False,-4
179,5480,179,1,",",0,0,_,",",False,-3
179,5481,179,1,watching,0,0,Perception_active,watch,False,-2
179,5482,179,1,them,0,0,_,they,False,-1
179,5483,179,1,burn,1,1,Fire_burning,burn,True,0
179,5484,179,1,toward,1,0,_,toward,False,1
179,5485,179,1,hysteria,0,0,_,hysteria,False,2
179,5486,179,1,",",0,0,_,",",False,3
179,5487,179,1,trying,0,0,Attempt,try,False,4
179,5488,179,1,to,0,0,_,to,False,5
179,5489,179,1,gauge,1,1,Assessing,gauge,False,6
179,5490,179,1,if,0,0,_,if,False,7
179,5491,179,1,he,0,0,_,he,False,8
179,5492,179,1,'d,0,0,_,would,False,9
179,5493,179,1,sparked,1,1,Cause_to_start,spark,False,10
179,5494,179,1,a,0,0,_,a,False,11
179,5495,179,1,specific,0,0,_,specific,False,12
179,5496,179,1,fear,0,0,Fear,fear,False,13
179,5497,179,1,or,0,0,_,or,False,14
179,5498,179,1,just,0,0,_,just,False,15
180,5499,180,0,the,0,0,_,the,False,-15
180,5500,180,0,fire,0,0,Fire_burning,fire,False,-14
180,5501,180,0,",",0,0,_,",",False,-13
180,5502,180,0,and,0,0,_,and,False,-12
180,5503,180,0,scraped,0,0,Cause_motion,scrape,False,-11
180,5504,180,0,the,0,0,_,the,False,-10
180,5505,180,0,garlic,0,0,_,garlic,False,-9
180,5506,180,0,into,0,0,_,into,False,-8
180,5507,180,0,it,0,0,_,it,False,-7
180,5508,180,0,.,0,0,_,.,False,-6
180,5509,180,1,The,0,0,_,the,False,-5
180,5510,180,1,back,1,0,Body_parts,back,False,-4
180,5511,180,1,of,0,0,_,of,False,-3
180,5512,180,1,her,0,0,_,she,False,-2
180,5513,180,1,neck,0,0,Body_parts,neck,False,-1
180,5514,180,1,burned,1,0,Fire_burning,burn,True,0
180,5515,180,1,with,1,0,_,with,False,1
180,5516,180,1,satisfaction,0,0,Experiencer_focus,satisfaction,False,2
180,5517,180,1,",",0,0,_,",",False,3
180,5518,180,1,with,1,0,_,with,False,4
180,5519,180,1,worry,0,0,Emotion_directed,worry,False,5
180,5520,180,1,and,0,0,_,and,False,6
180,5521,180,1,loss,1,0,Earnings_and_losses,loss,False,7
180,5522,180,1,",",0,0,_,",",False,8
180,5523,180,1,with,1,0,_,with,False,9
180,5524,180,1,desire,0,0,Desiring,desire,False,10
180,5525,180,1,.,0,0,_,.,False,11
180,5526,180,2,She,0,0,_,she,False,12
180,5527,180,2,could,0,0,Possibility,could,False,13
180,5528,180,2,smell,0,0,Sensation,smell,False,14
180,5529,180,2,him,0,0,_,he,False,15
181,5530,181,0,Those,1,0,_,those,False,-15
181,5531,181,0,ancient,0,0,Age,ancient,False,-14
181,5532,181,0,eyes,0,0,Body_parts,eye,False,-13
181,5533,181,0,that,0,0,_,that,False,-12
181,5534,181,0,saw,1,0,Perception_experience,see,False,-11
181,5535,181,0,so,0,0,_,so,False,-10
181,5536,181,0,much,0,0,_,much,False,-9
181,5537,181,0,and,0,0,_,and,False,-8
181,5538,181,0,asked,1,0,Request,ask,False,-7
181,5539,181,0,only,0,0,_,only,False,-6
181,5540,181,0,to,0,0,_,to,False,-5
181,5541,181,0,be,0,0,_,be,False,-4
181,5542,181,0,seen,0,0,Perception_experience,see,False,-3
181,5543,181,0,in,1,0,_,in,False,-2
181,5544,181,0,return,1,0,_,return,False,-1
181,5545,181,0,burn,1,1,Fire_burning,burn,True,0
181,5546,181,0,with,1,0,_,with,False,1
181,5547,181,0,scorn,0,0,Judgment,scorn,False,2
181,5548,181,0,:,0,0,_,:,False,3
181,5549,181,0,Could,0,0,Possibility,could,False,4
181,5550,181,0,n't,0,0,_,not,False,5
181,5551,181,0,you,0,0,_,you,False,6
181,5552,181,0,have,0,0,_,have,False,7
181,5553,181,0,trusted,0,0,Certainty,trust,False,8
181,5554,181,0,me,0,0,_,I,False,9
181,5555,181,0,just,0,0,_,just,False,10
181,5556,181,0,once,0,0,_,once,False,11
181,5557,181,0,?,0,0,_,?,False,12
181,5558,181,1,Could,0,0,Possibility,could,False,13
181,5559,181,1,n't,0,0,_,not,False,14
181,5560,181,1,you,0,0,_,you,False,15
182,5561,182,0,a,0,0,_,a,False,-15
182,5562,182,0,fishing,0,0,_,fishing,False,-14
182,5563,182,0,net,0,0,_,net,False,-13
182,5564,182,0,encrusted,0,0,Abounding_with,encrust,False,-12
182,5565,182,0,with,0,0,_,with,False,-11
182,5566,182,0,diamonds,0,0,_,diamond,False,-10
182,5567,182,0,",",0,0,_,",",False,-9
182,5568,182,0,flung,0,0,Cause_motion,fling,False,-8
182,5569,182,0,against,0,0,_,against,False,-7
182,5570,182,0,a,0,0,_,a,False,-6
182,5571,182,0,night,0,0,Calendric_unit,night,False,-5
182,5572,182,0,sky,0,0,Weather,sky,False,-4
182,5573,182,0,.,0,0,_,.,False,-3
182,5574,182,1,Each,0,0,_,each,False,-2
182,5575,182,1,light,0,0,_,light,False,-1
182,5576,182,1,burned,1,1,Fire_burning,burn,True,0
182,5577,182,1,with,1,0,_,with,False,1
182,5578,182,1,possibility,0,0,Likelihood,possibility,False,2
182,5579,182,1,",",0,0,_,",",False,3
182,5580,182,1,with,1,0,_,with,False,4
182,5581,182,1,connectedness,0,0,Cognitive_connection,connectedness,False,5
182,5582,182,1,and,0,0,_,and,False,6
182,5583,182,1,energy,0,0,Electricity,energy,False,7
182,5584,182,1,.,0,0,_,.,False,8
182,5585,182,2,His,0,0,_,his,False,9
182,5586,182,2,heart,0,0,Body_parts,heart,False,10
182,5587,182,2,p,0,0,_,p,False,11
182,5588,182,2,97,0,0,_,97,False,12
182,5589,182,2,leaped,1,1,Self_motion,leap,False,13
182,5590,182,2,.,0,0,_,.,False,14
182,5591,182,3,The,0,0,_,the,False,15
183,5592,183,0,.,0,0,_,.,False,-15
183,5593,183,1,How,0,0,_,how,False,-14
183,5594,183,1,I,0,0,_,I,False,-13
183,5595,183,1,will,0,0,_,will,False,-12
183,5596,183,1,cherish,0,0,Experiencer_focus,cherish,False,-11
183,5597,183,1,that,1,0,_,that,False,-10
183,5598,183,1,kiss,0,0,Manipulation,kiss,False,-9
183,5599,183,1,.,0,0,_,.,False,-8
183,5600,183,2,Then,0,0,_,then,False,-7
183,5601,183,2,he,0,0,_,he,False,-6
183,5602,183,2,looks,0,0,Perception_active,look,False,-5
183,5603,183,2,at,1,0,_,at,False,-4
183,5604,183,2,me,0,0,_,I,False,-3
183,5605,183,2,.,0,0,_,.,False,-2
183,5606,183,3,Eyes,0,0,Body_parts,eye,False,-1
183,5607,183,3,burning,1,1,Fire_burning,burn,True,0
183,5608,183,3,with,1,0,_,with,False,1
183,5609,183,3,purpose.,0,0,Purpose,purpose,False,2
183,5610,183,3,``,0,0,_,`,False,3
183,5611,183,4,Listen,0,0,Perception_active,listen,False,4
183,5612,183,4,",",0,0,_,",",False,5
183,5613,183,4,son,0,0,Kinship,son,False,6
183,5614,183,4,.,0,0,_,.,False,7
183,5615,183,5,There,0,0,Existence,there,False,8
183,5616,183,5,'s,0,0,Existence,be,False,9
183,5617,183,5,no,0,0,_,no,False,10
183,5618,183,5,time,0,0,_,time,False,11
183,5619,183,5,for,0,0,_,for,False,12
183,5620,183,5,me,0,0,_,I,False,13
183,5621,183,5,to,0,0,_,to,False,14
184,5622,184,0,",",0,0,_,",",False,-15
184,5623,184,0,and,0,0,_,and,False,-14
184,5624,184,0,instead,0,0,_,instead,False,-13
184,5625,184,0,of,0,0,_,of,False,-12
184,5626,184,0,responding,0,0,Response,respond,False,-11
184,5627,184,0,",",0,0,_,",",False,-10
184,5628,184,0,she,0,0,_,she,False,-9
184,5629,184,0,ducked,0,0,Self_motion,duck,False,-8
184,5630,184,0,down,0,0,_,down,False,-7
184,5631,184,0,in,0,0,Interior_profile_relation,in,False,-6
184,5632,184,0,the,0,0,_,the,False,-5
184,5633,184,0,weeds,0,0,_,weed,False,-4
184,5634,184,0,.,0,0,_,.,False,-3
184,5635,184,1,Now,0,0,Temporal_collocation,now,False,-2
184,5636,184,1,she,0,0,_,she,False,-1
184,5637,184,1,burns,1,1,Fire_burning,burn,True,0
184,5638,184,1,with,1,0,_,with,False,1
184,5639,184,1,regret,0,0,Experiencer_focus,regret,False,2
184,5640,184,1,.,0,0,_,.,False,3
184,5641,184,2,She,0,0,_,she,False,4
184,5642,184,2,should,0,0,Desirable_event,should,False,5
184,5643,184,2,have,0,0,_,have,False,6
184,5644,184,2,leapt,0,0,Self_motion,leap,False,7
184,5645,184,2,up,0,0,_,up,False,8
184,5646,184,2,and,0,0,_,and,False,9
184,5647,184,2,waved,0,0,Body_movement,wave,False,10
184,5648,184,2,her,0,0,_,she,False,11
184,5649,184,2,arms,0,0,Body_parts,arm,False,12
184,5650,184,2,.,0,0,_,.,False,13
184,5651,184,3,She,0,0,_,she,False,14
184,5652,184,3,should,0,0,Desirable_event,should,False,15
185,5653,185,0,?,0,0,_,?,False,-14
185,5654,185,0,``,0,0,_,`,False,-13
185,5655,185,1,``,0,0,_,`,False,-12
185,5656,185,1,I,0,0,_,I,False,-11
185,5657,185,1,'m,0,0,_,',False,-10
185,5658,185,1,no,0,0,_,no,False,-9
185,5659,185,1,common,0,0,Typicality,common,False,-8
185,5660,185,1,thief.,0,0,Theft,thief,False,-7
185,5661,185,1,``,0,0,_,`,False,-6
185,5662,185,2,The,0,0,_,the,False,-5
185,5663,185,2,eyes,0,0,Body_parts,eye,False,-4
185,5664,185,2,behind,0,0,_,behind,False,-3
185,5665,185,2,the,0,0,_,the,False,-2
185,5666,185,2,mask,0,0,Accoutrements,mask,False,-1
185,5667,185,2,burned,1,1,Fire_burning,burn,True,0
185,5668,185,2,with,1,0,_,with,False,1
185,5669,185,2,relish,0,0,Experiencer_focus,relish,False,2
185,5670,185,2,.,0,0,_,.,False,3
185,5671,185,3,Frantic,0,0,Emotion_directed,frantic,False,4
185,5672,185,3,to,0,0,_,to,False,5
185,5673,185,3,soothe,0,0,Cure,soothe,False,6
185,5674,185,3,the,0,0,_,the,False,7
185,5675,185,3,beast,1,1,_,beast,False,8
185,5676,185,3,",",0,0,_,",",False,9
185,5677,185,3,she,0,0,_,she,False,10
185,5678,185,3,agreed,0,0,Make_agreement_on_action,agree,False,11
185,5679,185,3,",",0,0,_,",",False,12
185,5680,185,3,``,0,0,_,`,False,13
185,5681,185,3,I,0,0,_,I,False,14
185,5682,185,3,can,0,0,Capability,can,False,15
186,5683,186,0,master,0,0,Subordinates_and_superiors,master,False,-15
186,5684,186,0,",",0,0,_,",",False,-14
186,5685,186,0,to,1,0,_,to,False,-13
186,5686,186,0,a,0,0,_,a,False,-12
186,5687,186,0,cause,0,0,_,cause,False,-11
186,5688,186,0,greater,0,0,_,great,False,-10
186,5689,186,0,than,0,0,_,than,False,-9
186,5690,186,0,himself,0,0,_,himself,False,-8
186,5691,186,0,.,0,0,_,.,False,-7
186,5692,186,1,There,0,0,Existence,there,False,-6
186,5693,186,1,was,0,0,Existence,be,False,-5
186,5694,186,1,a,0,0,_,a,False,-4
186,5695,186,1,time,0,0,_,time,False,-3
186,5696,186,1,when,0,0,Temporal_collocation,when,False,-2
186,5697,186,1,I,0,0,_,I,False,-1
186,5698,186,1,burned,1,1,Cause_harm,burn,True,0
186,5699,186,1,with,1,0,_,with,False,1
186,5700,186,1,loyalty,0,0,_,loyalty,False,2
186,5701,186,1,",",0,0,_,",",False,3
186,5702,186,1,a,0,0,_,a,False,4
186,5703,186,1,time,0,0,_,time,False,5
186,5704,186,1,when,0,0,Temporal_collocation,when,False,6
186,5705,186,1,",",0,0,_,",",False,7
186,5706,186,1,suffused,1,1,Abounding_with,suffuse,False,8
186,5707,186,1,with,1,0,_,with,False,9
186,5708,186,1,the,0,0,_,the,False,10
186,5709,186,1,samurai,0,0,_,samurai,False,11
186,5710,186,1,ethic,0,0,_,ethic,False,12
186,5711,186,1,I,0,0,_,I,False,13
186,5712,186,1,had,0,0,_,have,False,14
186,5713,186,1,absorbed,1,1,Receiving,absorb,False,15
187,5714,187,0,that,1,0,_,that,False,-15
187,5715,187,0,trick,1,1,Means,trick,False,-14
187,5716,187,0,had,0,0,_,have,False,-13
187,5717,187,0,helped,1,0,Assistance,help,False,-12
187,5718,187,0,people,0,0,People,people,False,-11
187,5719,187,0,see,1,0,Grasp,see,False,-10
187,5720,187,0,that,0,0,_,that,False,-9
187,5721,187,0,beating,0,0,Cause_harm,beat,False,-8
187,5722,187,0,horses,0,0,_,horse,False,-7
187,5723,187,0,was,0,0,_,be,False,-6
187,5724,187,0,bad,0,0,Desirability,bad,False,-5
187,5725,187,0,;,0,0,_,;,False,-4
187,5726,187,0,privileged,0,0,_,privileged,False,-3
187,5727,187,0,white,0,0,Color,white,False,-2
187,5728,187,0,children,0,0,People_by_age,child,False,-1
187,5729,187,0,burned,1,1,Cause_harm,burn,True,0
187,5730,187,0,with,1,0,_,with,False,1
187,5731,187,0,outrage,0,0,Emotion_directed,outrage,False,2
187,5732,187,0,at,1,0,_,at,False,3
187,5733,187,0,Native,0,0,_,native,False,4
187,5734,187,0,Son,0,0,Kinship,Son,False,5
187,5735,187,0,;,0,0,_,;,False,6
187,5736,187,0,prudes,0,0,_,prude,False,7
187,5737,187,0,wept,0,0,Make_noise,weep,False,8
187,5738,187,0,over,1,0,_,over,False,9
187,5739,187,0,prostitutes,0,0,_,prostitute,False,10
187,5740,187,0,when,0,0,Temporal_collocation,when,False,11
187,5741,187,0,they,0,0,_,they,False,12
187,5742,187,0,heard,0,0,Hearsay,hear,False,13
187,5743,187,0,``,0,0,_,`,False,14
187,5744,187,0,Elle,0,0,_,Elle,False,15
188,5745,188,0,mineral,0,0,Substance,mineral,False,-15
188,5746,188,0,--,0,0,_,--,False,-14
188,5747,188,0,the,0,0,_,the,False,-13
188,5748,188,0,animus,1,1,_,animus,False,-12
188,5749,188,0,of,0,0,_,of,False,-11
188,5750,188,0,its,0,0,_,its,False,-10
188,5751,188,0,being,0,0,_,be,False,-9
188,5752,188,0,.,0,0,_,.,False,-8
188,5753,188,1,Now,0,0,Temporal_collocation,now,False,-7
188,5754,188,1,",",0,0,_,",",False,-6
188,5755,188,1,if,0,0,_,if,False,-5
188,5756,188,1,earth,0,0,_,earth,False,-4
188,5757,188,1,be,0,0,_,be,False,-3
188,5758,188,1,a,0,0,_,a,False,-2
188,5759,188,1,cryptogram,0,0,_,cryptogram,False,-1
188,5760,188,1,burning,1,1,Fire_burning,burn,True,0
188,5761,188,1,with,1,0,_,with,False,1
188,5762,188,1,significance,0,0,Importance,significance,False,2
188,5763,188,1,?,0,0,_,?,False,3
188,5764,188,2,the,0,0,_,the,False,4
188,5765,188,2,House,0,0,Buildings,House,False,5
188,5766,188,2,of,0,0,_,of,False,6
188,5767,188,2,Man,0,0,_,man,False,7
188,5768,188,2,in,0,0,_,in,False,8
188,5769,188,2,which,0,0,_,which,False,9
188,5770,188,2,ubiquitous,0,0,Locative_relation,ubiquitous,False,10
188,5771,188,2,houseflies,0,0,_,housefly,False,11
188,5772,188,2,predicate,0,0,_,predicate,False,12
188,5773,188,2,brief,1,1,Duration_description,brief,False,13
188,5774,188,2,lives,0,0,_,live,False,14
188,5775,188,2,--,0,0,_,--,False,15
189,5776,189,0,into,0,0,Goal,into,False,-15
189,5777,189,0,the,0,0,_,the,False,-14
189,5778,189,0,stomach,0,0,Body_parts,stomach,False,-13
189,5779,189,0,",",0,0,_,",",False,-12
189,5780,189,0,could,0,0,Capability,could,False,-11
189,5781,189,0,it,0,0,_,it,False,-10
189,5782,189,0,?,0,0,_,?,False,-9
189,5783,189,1,It,0,0,_,it,False,-8
189,5784,189,1,seemed,0,0,Give_impression,seem,False,-7
189,5785,189,1,that,0,0,_,that,False,-6
189,5786,189,1,the,0,0,_,the,False,-5
189,5787,189,1,depths,1,1,_,depth,False,-4
189,5788,189,1,of,0,0,_,of,False,-3
189,5789,189,1,her,0,0,_,she,False,-2
189,5790,189,1,body,0,0,Body_parts,body,False,-1
189,5791,189,1,burned,1,1,Fire_burning,burn,True,0
189,5792,189,1,with,1,0,_,with,False,1
189,5793,189,1,sorrow,0,0,Emotion_directed,sorrow,False,2
189,5794,189,1,and,0,0,_,and,False,3
189,5795,189,1,regret,0,0,Experiencer_focus,regret,False,4
189,5796,189,1,.,0,0,_,.,False,5
189,5797,189,2,It,0,0,_,it,False,6
189,5798,189,2,was,0,0,_,be,False,7
189,5799,189,2,human,0,0,People,human,False,8
189,5800,189,2,",",0,0,_,",",False,9
189,5801,189,2,she,0,0,_,she,False,10
189,5802,189,2,tried,0,0,Attempt,try,False,11
189,5803,189,2,to,0,0,_,to,False,12
189,5804,189,2,tell,0,0,Telling,tell,False,13
189,5805,189,2,herself,0,0,_,herself,False,14
189,5806,189,2,",",0,0,_,",",False,15
190,5807,190,0,Connor,0,0,_,Connor,False,-15
190,5808,190,0,",",0,0,_,",",False,-14
190,5809,190,0,staring,0,0,Perception_active,stare,False,-13
190,5810,190,0,at,1,0,_,at,False,-12
190,5811,190,0,her,0,0,_,she,False,-11
190,5812,190,0,as,0,0,_,as,False,-10
190,5813,190,0,she,0,0,_,she,False,-9
190,5814,190,0,clutched,0,0,Manipulation,clutch,False,-8
190,5815,190,0,the,0,0,_,the,False,-7
190,5816,190,0,wedding,0,0,_,wedding,False,-6
190,5817,190,0,dress,0,0,Clothing,dress,False,-5
190,5818,190,0,to,0,0,_,to,False,-4
190,5819,190,0,her,0,0,_,she,False,-3
190,5820,190,0,breasts,0,0,Body_parts,breast,False,-2
190,5821,190,0,.,0,0,_,.,False,-1
190,5822,190,1,Burning,1,1,Fire_burning,burn,True,0
190,5823,190,1,with,1,0,_,with,False,1
190,5824,190,1,surprise,0,0,Emotion_directed,surprise,False,2
190,5825,190,1,",",0,0,_,",",False,3
190,5826,190,1,she,0,0,_,she,False,4
190,5827,190,1,met,0,0,Make_acquaintance,meet,False,5
190,5828,190,1,Connor,0,0,_,Connor,False,6
190,5829,190,1,'s,0,0,_,be,False,7
190,5830,190,1,eyes,0,0,Body_parts,eye,False,8
190,5831,190,1,and,0,0,_,and,False,9
190,5832,190,1,his,0,0,_,his,False,10
190,5833,190,1,oddly,0,0,_,oddly,False,11
190,5834,190,1,appealing,0,0,Stimulus_focus,appeal,False,12
190,5835,190,1,almost-smile,0,0,_,almost,False,13
190,5836,190,1,.,0,0,_,.,False,14
190,5837,190,2,She,0,0,_,she,False,15
191,5838,191,0,Whistler,0,0,_,Whistler,False,-15
191,5839,191,0,",",0,0,_,",",False,-14
191,5840,191,0,I,0,0,_,I,False,-13
191,5841,191,0,ca,0,0,Possibility,can,False,-12
191,5842,191,0,n't,0,0,_,not,False,-11
191,5843,191,0,.,0,0,_,.,False,-10
191,5844,191,1,Whistler,0,0,_,Whistler,False,-9
191,5845,191,1,clutches,0,0,Manipulation,clutch,False,-8
191,5846,191,1,at,0,0,_,at,False,-7
191,5847,191,1,Blade,0,0,_,blade,False,-6
191,5848,191,1,'s,0,0,_,be,False,-5
191,5849,191,1,arm,0,0,Body_parts,arm,False,-4
191,5850,191,1,",",0,0,_,",",False,-3
191,5851,191,1,his,0,0,_,his,False,-2
191,5852,191,1,eyes,0,0,Body_parts,eye,False,-1
191,5853,191,1,burning,1,1,Fire_burning,burn,True,0
191,5854,191,1,with,1,0,_,with,False,1
191,5855,191,1,conviction,0,0,Opinion,conviction,False,2
191,5856,191,1,.,0,0,_,.,False,3
191,5857,191,2,#,0,0,_,#,False,4
191,5858,191,2,WHISTLER,0,0,_,WHISTLER,False,5
191,5859,191,2,#,0,0,_,#,False,6
191,5860,191,2,Yes,0,0,_,yes,False,7
191,5861,191,2,you,0,0,_,you,False,8
191,5862,191,2,can,0,0,Capability,can,False,9
191,5863,191,2,.,0,0,_,.,False,10
191,5864,191,3,Now,0,0,_,now,False,11
191,5865,191,3,get,0,0,_,get,False,12
191,5866,191,3,on,0,0,_,on,False,13
191,5867,191,3,with,0,0,_,with,False,14
191,5868,191,3,it,0,0,_,it,False,15
192,5869,192,0,joined,0,0,Becoming_a_member,join,False,-15
192,5870,192,0,their,0,0,_,their,False,-14
192,5871,192,0,lady,0,0,People,lady,False,-13
192,5872,192,0,.,0,0,_,.,False,-12
192,5873,192,1,#,0,0,_,#,False,-11
192,5874,192,1,``,0,0,_,`,False,-10
192,5875,192,1,Thank,0,0,Judgment_direct_address,thank,False,-9
192,5876,192,1,you,0,0,_,you,False,-8
192,5877,192,1,",",0,0,_,",",False,-7
192,5878,192,1,``,0,0,_,`,False,-6
192,5879,192,1,she,0,0,_,she,False,-5
192,5880,192,1,said,0,0,Statement,say,False,-4
192,5881,192,1,.,0,0,_,.,False,-3
192,5882,192,2,Her,0,0,_,her,False,-2
192,5883,192,2,heart,0,0,Body_parts,heart,False,-1
192,5884,192,2,burned,1,0,Fire_burning,burn,True,0
192,5885,192,2,with,1,0,_,with,False,1
192,5886,192,2,emotion,0,0,_,emotion,False,2
192,5887,192,2,but,0,0,_,but,False,3
192,5888,192,2,she,0,0,_,she,False,4
192,5889,192,2,managed,1,0,Success_or_failure,manage,False,5
192,5890,192,2,to,0,0,_,to,False,6
192,5891,192,2,control,1,0,Being_in_control,control,False,7
192,5892,192,2,her,0,0,_,she,False,8
192,5893,192,2,voice.,0,0,Body_parts,voice,False,9
192,5894,192,2,``,0,0,_,`,False,10
192,5895,192,3,You,0,0,_,you,False,11
192,5896,192,3,'ve,0,0,_,',False,12
192,5897,192,3,reminded,0,0,Evoking,remind,False,13
192,5898,192,3,me,0,0,_,I,False,14
193,5899,193,0,off,0,0,Spatial_contact,off,False,-15
193,5900,193,0,his,0,0,_,his,False,-14
193,5901,193,0,head,0,0,Body_parts,head,False,-13
193,5902,193,0,during,0,0,_,during,False,-12
193,5903,193,0,impact,0,0,_,impact,False,-11
193,5904,193,0,so,0,0,_,so,False,-10
193,5905,193,0,all,0,0,_,all,False,-9
193,5906,193,0,we,0,0,_,we,False,-8
193,5907,193,0,can,0,0,Possibility,can,False,-7
193,5908,193,0,see,0,0,Perception_experience,see,False,-6
193,5909,193,0,are,0,0,_,be,False,-5
193,5910,193,0,his,0,0,_,his,False,-4
193,5911,193,0,blue,0,0,Color,blue,False,-3
193,5912,193,0,eyes,0,0,Body_parts,eye,False,-2
193,5913,193,0,",",0,0,_,",",False,-1
193,5914,193,0,burning,1,1,Fire_burning,burn,True,0
193,5915,193,0,with,1,0,_,with,False,1
193,5916,193,0,fright,0,0,Fear,fright,False,2
193,5917,193,0,.,0,0,_,.,False,3
193,5918,193,1,#,0,0,_,#,False,4
193,5919,193,1,He,0,0,_,he,False,5
193,5920,193,1,has,0,0,Possession,have,False,6
193,5921,193,1,nothing,0,0,_,nothing,False,7
193,5922,193,1,to,0,0,_,to,False,8
193,5923,193,1,hold,0,0,_,hold,False,9
193,5924,193,1,so,0,0,_,so,False,10
193,5925,193,1,I,0,0,_,I,False,11
193,5926,193,1,reach,0,0,Self_motion,reach,False,12
193,5927,193,1,down,0,0,_,down,False,13
193,5928,193,1,and,0,0,_,and,False,14
193,5929,193,1,give,0,0,Giving,give,False,15
194,5930,194,0,....,0,0,_,....,False,-12
194,5931,194,0,``,0,0,_,`,False,-11
194,5932,194,0,You,0,0,_,you,False,-10
194,5933,194,0,think,0,0,Awareness,think,False,-9
194,5934,194,0,all,0,0,Quantified_mass,all,False,-8
194,5935,194,0,this,1,0,_,this,False,-7
194,5936,194,0,is,0,0,_,be,False,-6
194,5937,194,0,my,0,0,_,my,False,-5
194,5938,194,0,doing,0,0,Intentionally_act,do,False,-4
194,5939,194,0,?,0,0,_,?,False,-3
194,5940,194,0,``,0,0,_,`,False,-2
194,5941,194,1,I,0,0,_,I,False,-1
194,5942,194,1,burned,1,1,Cause_harm,burn,True,0
194,5943,194,1,with,1,0,_,with,False,1
