,lemma_1,lemma_2,year,genre,source,text,clean_text
445,go,time,2015,TV,Faking It,". - I should go. - No, no, wait. I 'm gon na time you. You have ten minutes to talk about Duke. Timer's",". - I should go. - No, no, wait. I 'm gon na time you. You have ten minutes to talk about Duke. Timer's"
446,go,time,2014,SPOK,CNN: CNN Tonight,"ask you something, I hate to cut you off here. FEYERICK# When they gone to Times Square -- LEMON# I want to ask you something. FEYERICK# Yeah,","ask you something, I hate to cut you off here. FEYERICK# When they gone to Times Square -- LEMON# I want to ask you something. FEYERICK# Yeah,"
447,go,time,2014,MAG,PopMech,"Back Up Computer. On a Mac, once the drive is plugged in , go to Time Machine Preferences to select it as the backup location. Then choose Back","Back Up Computer. On a Mac, once the drive is plugged in , go to Time Machine Preferences to select it as the backup location. Then choose Back"
448,go,time,2014,MAG,TIME,"PARTNER AT BGC; THOMAS J. HOLMES; WORLD BANK # FOR A VIDEO , GO to time. 4140387 #","PARTNER AT BGC; THOMAS J. HOLMES; WORLD BANK # FOR A VIDEO , GO to time. 4140387 #"
449,go,time,2014,MAG,TIME,". You just have to ask the right questions. # FOR EVEN MORE ANSWERS , GO TO time. 4140632 # THE ANSWERS ISSUE # Your guide to everything you didn'",". You just have to ask the right questions. # FOR EVEN MORE ANSWERS , GO TO time. 4140632 # THE ANSWERS ISSUE # Your guide to everything you didn'"
450,go,time,2014,ACAD,EducTreatmenChildren,", "" I am going to give you a story to read: I am going to time you for 1 minute to see how many words you read "")",", "" I am going to give you a story to read: I am going to time you for 1 minute to see how many words you read "")"
451,go,time,2014,MOV,Return to Zero,"IT IN YOUR HAND AS HARD AND AS LONG AS YOU CAN. I 'M GON NA TIME YOU. IT'S A PIECE Of CAKE. OH, YOU WO","IT IN YOUR HAND AS HARD AND AS LONG AS YOU CAN. I 'M GON NA TIME YOU. IT'S A PIECE Of CAKE. OH, YOU WO"
452,go,time,2012,WEB,mcadams.posc.mu.edu,"how much power he really has, "" Lee told me, "" he is going to time it to coincide with -- "" Lee broke off, but of course","how much power he really has, "" Lee told me, "" he is going to time it to coincide with -- "" Lee broke off, but of course"
453,go,time,2012,WEB,topics.nytimes.com,", metropolitan reporter and feature writer. When the Star closed in 1981 , she went to Time magazine. # Born in Washington D.C., Ms. Dowd received a B.A.",", metropolitan reporter and feature writer. When the Star closed in 1981 , she went to Time magazine. # Born in Washington D.C., Ms. Dowd received a B.A."
454,go,time,2012,WEB,blogs.babble.com,"walking by, and all that this city has to offer. We do n't go to Times Square often, but when we do, it's always with the","walking by, and all that this city has to offer. We do n't go to Times Square often, but when we do, it's always with the"
455,go,time,2012,WEB,...discovermagazine.com,"wormholes or pre-existing advanced alien civilizations with such technology, building a time machine to go to times before it was built is a tough one, as Ron L Mallete","wormholes or pre-existing advanced alien civilizations with such technology, building a time machine to go to times before it was built is a tough one, as Ron L Mallete"
456,go,time,2012,WEB,thehpalliance.org,"to come together and care for each other. Some Broadway actors were going to go to Times Square and sing cheerful songs in one article I read, and in","to come together and care for each other. Some Broadway actors were going to go to Times Square and sing cheerful songs in one article I read, and in"
457,go,time,2012,WEB,metrolyrics.com,"she's more, she's more People say she's only in my head Going to time but I'll forget But when she's in every minute of everyday","she's more, she's more People say she's only in my head Going to time but I'll forget But when she's in every minute of everyday"
458,go,time,2012,WEB,...othefuture.wikia.com,"achievement called "" 88 miles per hour "" which is how fast you have to go to time travel. As Sonic time travels just like in Back to the Future","achievement called "" 88 miles per hour "" which is how fast you have to go to time travel. As Sonic time travels just like in Back to the Future"
459,go,time,2012,BLOG,...hers.loyolapress.com,so bad -- it's the huge crowds that panic me. Why would anyone go to Times Square on New Year's Eve????? # That,so bad -- it's the huge crowds that panic me. Why would anyone go to Times Square on New Year's Eve????? # That
460,go,time,2012,BLOG,osxdaily.com,"from the App Store) then you can skip re-downloading the 4Gb file . Just go to Time Machine, visit your Applications folder, find the TM backup with the","from the App Store) then you can skip re-downloading the 4Gb file . Just go to Time Machine, visit your Applications folder, find the TM backup with the"
461,go,time,2012,BLOG,bombsite.com,", white-washing of New York City. My first Thanksgiving in New York , I went to Times Square and watched a strip show. Now Times Square is just Disney",", white-washing of New York City. My first Thanksgiving in New York , I went to Times Square and watched a strip show. Now Times Square is just Disney"
462,go,time,2012,BLOG,bombsite.com,"don't understand. # DP My sister was just here and wanted me to go to Times Square on a Saturday afternoon in the middle of the summer, and","don't understand. # DP My sister was just here and wanted me to go to Times Square on a Saturday afternoon in the middle of the summer, and"
463,go,time,2012,BLOG,dennyburk.com,""" news. "" This is just a tired freak show of a well they go to time and again with any real attention to detail. # It is akin",""" news. "" This is just a tired freak show of a well they go to time and again with any real attention to detail. # It is akin"
464,go,time,2012,BLOG,cratesandribbons.com,"hardly shocked maybe even a little amused. She knew what was happening , she went to Times Square just to get in on the V-J Day celebration. To really","hardly shocked maybe even a little amused. She knew what was happening , she went to Times Square just to get in on the V-J Day celebration. To really"
465,go,time,2012,BLOG,reason.com,", we like going to antiques shops and finding old Coke memorabilia, when we go to Times Square we want to see the flashing lights and 30 foot high Gap",", we like going to antiques shops and finding old Coke memorabilia, when we go to Times Square we want to see the flashing lights and 30 foot high Gap"
466,go,time,2011,SPOK,NPR_TellMore,"does not even criminalize the absolute practice of Shariah. In fact, you could go to Times Square and you could print out: I advocate Shariah, I even","does not even criminalize the absolute practice of Shariah. In fact, you could go to Times Square and you could print out: I advocate Shariah, I even"
467,go,time,2010,FIC,Bk:RealThing,", there he is, and he's carrying a... stopwatch? Is he going to time the gaps in his synapses? "" Dante will be by here in",", there he is, and he's carrying a... stopwatch? Is he going to time the gaps in his synapses? "" Dante will be by here in"
468,go,time,2010,FIC,Bk:Blackout,", Ishiwaka says these ridiculous things, like slippage isn't to stop historians from going to times and places where they'll affect events at all. He says it",", Ishiwaka says these ridiculous things, like slippage isn't to stop historians from going to times and places where they'll affect events at all. He says it"
469,go,time,2008,TV,Everybody Hates Chris,"Square tonight, but he's all tied up with these interviews. I 'm going to Times Square tonight with my mom and Malvo. Why don't you come","Square tonight, but he's all tied up with these interviews. I 'm going to Times Square tonight with my mom and Malvo. Why don't you come"
470,go,time,2008,TV,Everybody Hates Chris,"know why. Well, you can at least ask. Ma! Can I go to Times Square with Tasha, Peaches and Malvo? Hell, no! While","know why. Well, you can at least ask. Ma! Can I go to Times Square with Tasha, Peaches and Malvo? Hell, no! While"
471,go,time,2008,TV,Everybody Hates Chris,"Years, Peaches got ready to rumble. How come you won't let Chris go to Times Square with me? Well, hello, Peaches. You know what","Years, Peaches got ready to rumble. How come you won't let Chris go to Times Square with me? Well, hello, Peaches. You know what"
472,go,time,2008,TV,Everybody Hates Chris,"don't you get your mother to take you? Just because I ca n't go to Times Square tonight, am I gon na jump off a bridge? When","don't you get your mother to take you? Just because I ca n't go to Times Square tonight, am I gon na jump off a bridge? When"
473,go,time,2008,TV,Everybody Hates Chris,"Mom... No, Chris. But I made one resolution and that was to go to Times Square. That's not my fault. But it's my resolution","Mom... No, Chris. But I made one resolution and that was to go to Times Square. That's not my fault. But it's my resolution"
474,go,time,2008,TV,Everybody Hates Chris,"why not. All I got to do is ask. Ma, can I go to Times Square to watch the ball drop? No. Happy New Year!","why not. All I got to do is ask. Ma, can I go to Times Square to watch the ball drop? No. Happy New Year!"
475,go,time,2008,TV,Everybody Hates Chris,"! Well, obviously, you do. That's what happens to people who go to Times Square. I just want to see the ball drop. You ca","! Well, obviously, you do. That's what happens to people who go to Times Square. I just want to see the ball drop. You ca"
476,go,time,2007,MAG,Esquire,YORK CITY Find a cheap hotel and use it only for sleep. Do not go to Times Square or the Empire State Building. Do not enter the Gap.,YORK CITY Find a cheap hotel and use it only for sleep. Do not go to Times Square or the Empire State Building. Do not enter the Gap.
477,go,time,2006,MOV,The Guardian,"Chief Randall! Lock it in. It's simple physics. We 're just gon na time the flush, all right? All right. You call it,","Chief Randall! Lock it in. It's simple physics. We 're just gon na time the flush, all right? All right. You call it,"
478,go,time,2006,TV,House M.D.,"Gon na make a tiny nick in your forearm, okay? Then I 'm gon na time how long it takes for you to stop bleeding. This is gon","Gon na make a tiny nick in your forearm, okay? Then I 'm gon na time how long it takes for you to stop bleeding. This is gon"
479,go,time,2005,SPOK,PBS_Tavis,"clear, Rove is going. It's just a matter when. They 're going to time his resignation to the right moment. I'm not so sure I","clear, Rove is going. It's just a matter when. They 're going to time his resignation to the right moment. I'm not so sure I"
480,go,time,2005,SPOK,CNN_Showbiz,"also -- if you do not want to watch it on TV, you can go to Times Square. Theyre playing it tonight at 9:00 p.m. on Bravo on the","also -- if you do not want to watch it on TV, you can go to Times Square. Theyre playing it tonight at 9:00 p.m. on Bravo on the"
481,go,time,2005,MAG,MotherJones,"to Westchester. On New Year's Eve, Davis recruited church youth groups to go to Times Square to hand out hot chocolate and church literature. Salem's DJs","to Westchester. On New Year's Eve, Davis recruited church youth groups to go to Times Square to hand out hot chocolate and church literature. Salem's DJs"
482,go,time,2005,MOV,...rom the Margin to the Mainstream,"had movies you couldn't see in Baltimore. I saw everything. I 'd go to Times Square, I'd go to all the art theaters. I'd","had movies you couldn't see in Baltimore. I saw everything. I 'd go to Times Square, I'd go to all the art theaters. I'd"
483,go,time,2005,MOV,Wedding Crashers,"note, bring it to that blonde girl. Hurry,' cause I 'm gon na time you. Go! Hi. Who gave this to you? You","note, bring it to that blonde girl. Hurry,' cause I 'm gon na time you. Go! Hi. Who gave this to you? You"
484,go,time,2004,SPOK,Fox_HC,"Is it right for people say, "" Well, I'm not going to go to Times Square in New York on New Year's Eve? "" Is that","Is it right for people say, "" Well, I'm not going to go to Times Square in New York on New Year's Eve? "" Is that"
485,go,time,2004,MAG,TIME,"2123975 "" Secretary Ridge says just do what you normally do... If normally you go to Times Square, I wouldn't do what you normally do. "" CHRISTOPHER","2123975 "" Secretary Ridge says just do what you normally do... If normally you go to Times Square, I wouldn't do what you normally do. "" CHRISTOPHER"
486,go,time,2003,SPOK,CNN_Politics,doing petitioning and churches and things. But I would not tell people not to go to Times Square. I think people ought to be cautious. But I think,doing petitioning and churches and things. But I would not tell people not to go to Times Square. I think people ought to be cautious. But I think
487,go,time,2003,SPOK,CNN_Politics,"but Congressman Christopher Shays, a Republican from Connecticut, has said he would n't go to Times Square on New Year's Eve. He thinks it's a crazy","but Congressman Christopher Shays, a Republican from Connecticut, has said he would n't go to Times Square on New Year's Eve. He thinks it's a crazy"
488,go,time,2003,SPOK,CNN_Politics,"preparations in New York and nationwide, Connecticut Congressman Christopher Shays says he would not go to Times Square-quote -- "" for anything. "" In Shays' words, ""","preparations in New York and nationwide, Connecticut Congressman Christopher Shays says he would not go to Times Square-quote -- "" for anything. "" In Shays' words, """
489,go,time,2003,SPOK,CNN_Dobbs,"they might strike anywhere. They're likely going strike nowhere. If you 're going to Times Square, you should dress for the weather, you should worry about","they might strike anywhere. They're likely going strike nowhere. If you 're going to Times Square, you should dress for the weather, you should worry about"
490,go,time,2003,SPOK,CNN_Dobbs,"are for. They're for professionals. The rest of us, let 's go to Times Square. It's going to be a fantastic night. A great","are for. They're for professionals. The rest of us, let 's go to Times Square. It's going to be a fantastic night. A great"
491,go,time,2003,MOV,Right on Track (1),"re Ready For This? Yes, Sir. All Right. I 'm Going To Time This Test. So, When You're Ready, Put It In","re Ready For This? Yes, Sir. All Right. I 'm Going To Time This Test. So, When You're Ready, Put It In"
492,go,time,2002,SPOK,NPR_ATC,people in the federation -- they told us to go raise money. We should go to Times Square and sell bumper stickers so that we could go compete and find,people in the federation -- they told us to go raise money. We should go to Times Square and sell bumper stickers so that we could go compete and find
493,go,time,2002,MOV,...Winter Olympics Opening Ceremony,resting on your shoulders in the next minute or so. JAMES: I was going to time the car with my trusty stopwatch. And Hammond's bob would be,resting on your shoulders in the next minute or so. JAMES: I was going to time the car with my trusty stopwatch. And Hammond's bob would be
494,go,time,2001,FIC,Analog,", "" she said, through the helmet's open visor. "" Who 's gon na time me? "" "" I will, "" said one of the guys",", "" she said, through the helmet's open visor. "" Who 's gon na time me? "" "" I will, "" said one of the guys"
495,go,time,2001,MAG,Ebony,"come to Harlem. When tourists come to New York City, they want to go to Times Square, and they want to go Harlem. They can buy souvenirs","come to Harlem. When tourists come to New York City, they want to go to Times Square, and they want to go Harlem. They can buy souvenirs"
496,go,time,2001,TV,Survivor,in there. TINA: Stop it! Both of you! Or you 're going to time out. I'm not their mother. It's not my position,in there. TINA: Stop it! Both of you! Or you 're going to time out. I'm not their mother. It's not my position
497,go,time,2000,SPOK,CNN_King,"the point where I literally was trying to figure out, OK, I 'm going to time this performance so that I can do one layback spin and, you","the point where I literally was trying to figure out, OK, I 'm going to time this performance so that I can do one layback spin and, you"
498,go,time,2000,MAG,TownCountry,"very intentionally do not engage in large, loud parties; we certainly do n't go to Times Square. Actually, I've always found the changing of the year","very intentionally do not engage in large, loud parties; we certainly do n't go to Times Square. Actually, I've always found the changing of the year"
499,go,time,1999,SPOK,CNN_Talkback,"Well, fear of the unknown is going to keep Jan from the Bronx from going to Times Square. Jan, are you there? JAN: Yes, I","Well, fear of the unknown is going to keep Jan from the Bronx from going to Times Square. Jan, are you there? JAN: Yes, I"
500,go,time,1999,MAG,TodaysParent,"could trip or hurt somebody when you run in here. You'll have to go to time out and calm down. "" Melissa is installed in a chair in","could trip or hurt somebody when you run in here. You'll have to go to time out and calm down. "" Melissa is installed in a chair in"
501,go,time,1999,MAG,TodaysParent,"Charlottetown. "" Until children understand that you really mean it, they may resist going to time out, leave time out repeatedly or have tantrums during time out.","Charlottetown. "" Until children understand that you really mean it, they may resist going to time out, leave time out repeatedly or have tantrums during time out."
502,go,time,1998,MOV,O.K. Garage,on your shoulders for the next minute or so. (JAMES) I was going to time the car with my stopwatch and Hammond's bob would be timed by,on your shoulders for the next minute or so. (JAMES) I was going to time the car with my stopwatch and Hammond's bob would be timed by
503,go,time,1997,NEWS,Denver,on the program (call 212-382-4020 for a free season brochure). IF YOU GO TO TIMES SQUARE # Where to eat: Hangouts for theater types include side-by-side bistros,on the program (call 212-382-4020 for a free season brochure). IF YOU GO TO TIMES SQUARE # Where to eat: Hangouts for theater types include side-by-side bistros
504,go,time,1997,MOV,True Women,"pull lose We have to go through this river on this wooden stroke , now go to time Go to us always to go home Appreciate God Fei metre You have","pull lose We have to go through this river on this wooden stroke , now go to time Go to us always to go home Appreciate God Fei metre You have"
505,go,time,1996,TV,Friends,"weekend. Right now. This. This? Oh, come on . We went to Times Square. We found ninja stars. I almost get my arm broken","weekend. Right now. This. This? Oh, come on . We went to Times Square. We found ninja stars. I almost get my arm broken"
506,go,time,1995,TV,The Wayans Bros.,"Marlon, get a girlfriend. You know what? Here's a quarter . Go to Times Square, you could get your own booth. Hey! You know","Marlon, get a girlfriend. You know what? Here's a quarter . Go to Times Square, you could get your own booth. Hey! You know"
507,go,time,1992,FIC,Bk:InMyFathers,"the telephone began to ring again. "" Come on! The whole world is going to Times Square! Hurry! Hurry! "" From the hallway, Trudy could","the telephone began to ring again. "" Come on! The whole world is going to Times Square! Hurry! Hurry! "" From the hallway, Trudy could"
508,go,time,1991,SPOK,ABC_Jennings,"Henson Elementary School. Do you think it's a good idea to make people go to time out? EMMIT WATSON: It's hard, but it's fair","Henson Elementary School. Do you think it's a good idea to make people go to time out? EMMIT WATSON: It's hard, but it's fair"
509,fight,adversity,2018,SPOK,NBC_Dateline,": Mark's colleagues in the DA's office admired his strength to fight through adversity, but they also got a kick out of his weakness, his love for",": Mark's colleagues in the DA's office admired his strength to fight through adversity, but they also got a kick out of his weakness, his love for"
510,fight,adversity,2018,MAG,ESPN,"a choice whether if you want to just continue to go on and fight through adversity, or you can just sit there and let it take over you. Most","a choice whether if you want to just continue to go on and fight through adversity, or you can just sit there and let it take over you. Most"
511,fight,adversity,2018,NEWS,Detroit Free Press,". He taught me a valuable lesson by allowing me to fail and fight through adversity. # Oct. 14, 1984: Detroit Tigers' Jack Morris pouring champagne on",". He taught me a valuable lesson by allowing me to fail and fight through adversity. # Oct. 14, 1984: Detroit Tigers' Jack Morris pouring champagne on"
512,fight,adversity,2016,MAG,Bleacher Report,". "" He's a warrior, and he's a guy that fights through adversity, and I knew at some point he was going to go win the game",". "" He's a warrior, and he's a guy that fights through adversity, and I knew at some point he was going to go win the game"
513,fight,adversity,2015,NEWS,USAToday,"we had some lows. In the end, we've got to fight through adversity. It's only going to help you as you go on. Football's","we had some lows. In the end, we've got to fight through adversity. It's only going to help you as you go on. Football's"
514,fight,adversity,2015,NEWS,Austin,"will fight until I succeed, "" Parinella said. "" I will fight through adversity. I will fight through the tough times. I will strive to get where","will fight until I succeed, "" Parinella said. "" I will fight through adversity. I will fight through the tough times. I will strive to get where"
515,fight,adversity,2014,NEWS,USAToday,"relationship. There will be times where they bump heads and have to fight through adversity. It might be Monday night. "" Jon told USA TODAY Sports if he","relationship. There will be times where they bump heads and have to fight through adversity. It might be Monday night. "" Jon told USA TODAY Sports if he"
516,fight,adversity,2013,NEWS,STLouis,impact on the four of us. We learned how to try and fight through adversity. Coach got all in us and made sure we were doing the right thing,impact on the four of us. We learned how to try and fight through adversity. Coach got all in us and made sure we were doing the right thing
517,fight,adversity,2012,WEB,velonation.com,", the Pole expressed his pleasure with his race so far, even fighting through adversity. # "" So far, everything is going well, "" Marczynski noted.",", the Pole expressed his pleasure with his race so far, even fighting through adversity. # "" So far, everything is going well, "" Marczynski noted."
518,fight,adversity,2012,WEB,dailycollegian.com,"the break. # Amaker was pleased with his team's ability to fight through adversity in the first half to keep the game close. # "" We talked about","the break. # Amaker was pleased with his team's ability to fight through adversity in the first half to keep the game close. # "" We talked about"
519,fight,adversity,2012,WEB,nydailynews.com,""" We understand that. And we just have to be able to fight through adversity and keep moving forward. "" # BRADSHAW EXPLAINS NON-START Ahmad Bradshaw didn't start",""" We understand that. And we just have to be able to fight through adversity and keep moving forward. "" # BRADSHAW EXPLAINS NON-START Ahmad Bradshaw didn't start"
520,fight,adversity,2012,BLOG,bucksandspurs.com,3229330  Wisconsin Fights Through Adversity To Earn Road Tie At Minnesota # MINNEAPOLIS -- It's been quite the first,3229330 Wisconsin Fights Through Adversity To Earn Road Tie At Minnesota # MINNEAPOLIS -- It's been quite the first
521,fight,adversity,2012,BLOG,...gs.clarionledger.com,hung int here and they are hanging in there together. They have fought through adversity since a spring ago. It's almost a year now. They're going,hung int here and they are hanging in there together. They have fought through adversity since a spring ago. It's almost a year now. They're going
522,fight,adversity,2012,BLOG,bloggingtheboys.com,"it's going to get better. I've just got to keep fighting through adversity. I can make plays, and I know that, and I know my","it's going to get better. I've just got to keep fighting through adversity. I can make plays, and I know that, and I know my"
523,fight,adversity,2009,NEWS,USAToday,"# Rivers says the team has matured, developing more week-to-week focus in fighting through adversity. He pointed to the calm locker room Sunday night, as the team that","# Rivers says the team has matured, developing more week-to-week focus in fighting through adversity. He pointed to the calm locker room Sunday night, as the team that"
524,battle,adversity,2014,NEWS,Atlanta,"situation is different, and not easily captured in statistics. Some have battled through adversity to emerge better off; others are still left behind. Five years into the","situation is different, and not easily captured in statistics. Some have battled through adversity to emerge better off; others are still left behind. Five years into the"
525,battle,adversity,2013,SPOK,ABC: Good Morning America,"we asked you to send us your stories, telling us how you battled through adversity. Thousands and thousands wrote in, telling us how as, in the words","we asked you to send us your stories, telling us how you battled through adversity. Thousands and thousands wrote in, telling us how as, in the words"
526,battle,adversity,2013,NEWS,Denver,"shown on ESPN2 Montreal coach Dan Hawkins said: "" You have to battle through adversity. How you handle that determines a lot who you are as a person and","shown on ESPN2 Montreal coach Dan Hawkins said: "" You have to battle through adversity. How you handle that determines a lot who you are as a person and"
527,battle,adversity,2012,BLOG,buckys5thquarter.com,"# Things are tough right now, but great teams are made from battling through adversity. For UW, there's no time like the present. # Wisconsin heads","# Things are tough right now, but great teams are made from battling through adversity. For UW, there's no time like the present. # Wisconsin heads"
528,battle,adversity,1996,MAG,GolfMag,"ability to be patient, to not let mistakes bother him, to battle through adversity of all kinds, struck a chord. And so, when he shot 74","ability to be patient, to not let mistakes bother him, to battle through adversity of all kinds, struck a chord. And so, when he shot 74"
529,struggle,adversity,2003,ACAD,Archaeology,"found intractable. We are then introduced to the "" hero "" who struggles against adversity to emerge vindicated. Conflict, essential to all good storytelling, is introduced in","found intractable. We are then introduced to the "" hero "" who struggles against adversity to emerge vindicated. Conflict, essential to all good storytelling, is introduced in"
530,struggle,adversity,2003,ACAD,Archaeology,"the Lost Civilization. The Vindicated Thinker, in this case Hancock, struggles against adversity to prove his dearly held notions. The locations are spectacular and come hard on","the Lost Civilization. The Vindicated Thinker, in this case Hancock, struggles against adversity to prove his dearly held notions. The locations are spectacular and come hard on"
531,struggle,adversity,1994,SPOK,ABC_Nightline,"became addicted. But essentially, the message of Lew Puller is really struggling against adversity. CHRIS BURY: voice-over From the beginning, Lewis Puller, Junior had a","became addicted. But essentially, the message of Lew Puller is really struggling against adversity. CHRIS BURY: voice-over From the beginning, Lewis Puller, Junior had a"
532,struggle,adversity,1994,ACAD,EnvironEd,"are persistent in America. We cling to images of the farm family struggling against adversity, nurturing life from the land; to ideals of honesty and hard work;","are persistent in America. We cling to images of the farm family struggling against adversity, nurturing life from the land; to ideals of honesty and hard work;"
533,struggle,adversity,2014,SPOK,NBC: Dateline NBC,"look at this is, is there some benefit to learning how to struggle with adversity? We're not convinced confidence is gained by changing the way you look.","look at this is, is there some benefit to learning how to struggle with adversity? We're not convinced confidence is gained by changing the way you look."
534,struggle,adversity,2003,MOV,Beef,"1999 50 Cent was one of the thousands of young MC's, struggling with adversity. My best friend and favorite rapper all around the world. Bring forth the","1999 50 Cent was one of the thousands of young MC's, struggling with adversity. My best friend and favorite rapper all around the world. Bring forth the"
535,struggle,difficulty,2012,WEB,newadvent.org,", was erected in 1848. The German Catholics of Albany, though struggling with difficulties, were soon rearing a near Gothing church on Hamilton and Philip Streets. Addressing",", was erected in 1848. The German Catholics of Albany, though struggling with difficulties, were soon rearing a near Gothing church on Hamilton and Philip Streets. Addressing"
536,struggle,difficulty,2012,WEB,bible.cc,"at last. The thought that many eyes are upon believers, when struggling with difficulties or temptations, should encourage constancy and patience. We are weak, but ye","at last. The thought that many eyes are upon believers, when struggling with difficulties or temptations, should encourage constancy and patience. We are weak, but ye"
537,struggle,difficulty,2012,WEB,bible.cc,"at last. The thought that many eyes are upon believers, when struggling with difficulties or temptations, should encourage constancy and patience. We are weak, but ye","at last. The thought that many eyes are upon believers, when struggling with difficulties or temptations, should encourage constancy and patience. We are weak, but ye"
538,struggle,hardship,2012,BLOG,dailystrength.org,etc. are few and far between. Maybe non existent. Families always struggle with hardship at times and often misunderstandings and hurt. # I think the key is to,etc. are few and far between. Maybe non existent. Families always struggle with hardship at times and often misunderstandings and hurt. # I think the key is to
539,struggle,hardship,2012,BLOG,patheos.com,"consider those who came before us, you realize that every age has struggled with hardship and uncertainty, suffering and war. # Every generation has turned to God in","consider those who came before us, you realize that every age has struggled with hardship and uncertainty, suffering and war. # Every generation has turned to God in"
540,grapple,difficulty,2014,SPOK,Fox: Fox News Sunday,"Hard Choices, "" right? So, you know, Mrs. Clinton grappling with difficulties. She was in difficult times. that doesn't have much consequence for her","Hard Choices, "" right? So, you know, Mrs. Clinton grappling with difficulties. She was in difficult times. that doesn't have much consequence for her"
541,grapple,difficulty,2012,WEB,...hristianwritings.com,"become a hallowed memory. He is no longer a man struggling and grappling with difficulties, as in his letters; he has become a heroic figure and towers above","become a hallowed memory. He is no longer a man struggling and grappling with difficulties, as in his letters; he has become a heroic figure and towers above"
542,wrestle,difficulty,2005,NEWS,NYTimes,lesson on world religions. # But in recent years the school has wrestled with difficulties that are emblematic of other small schools' struggles. Museum's founding co-directors were,lesson on world religions. # But in recent years the school has wrestled with difficulties that are emblematic of other small schools' struggles. Museum's founding co-directors were
543,reserve,training,2007,ACAD,THEJournal,whiteboards were purchased through a federal grant that mandated a portion of the funds be reserved for training in the use of the boards and other technologies obtained with the funding,whiteboards were purchased through a federal grant that mandated a portion of the funds be reserved for training in the use of the boards and other technologies obtained with the funding
544,reserve,training,1996,TV,JAG,". I see. So, now my son lives on forever in some Valhalla reserved for training accidents. The tragedy of his death doesn't diminish the honour,",". I see. So, now my son lives on forever in some Valhalla reserved for training accidents. The tragedy of his death doesn't diminish the honour,"
545,resource,training,2012,BLOG,greyscalegorilla.com,Projects By The Gorilla  About GreyscaleGorilla # Greyscalegorilla is an active community and resource for training and tools for creative types. We want to make learning more accessible,Projects By The Gorilla About GreyscaleGorilla # Greyscalegorilla is an active community and resource for training and tools for creative types. We want to make learning more accessible
546,spring,action,2019,SPOK,CBS_Sixty,"I thought. JON-WERTHEIM)  (voiceover: When a rolldown was announced, Jerry sprang into action. He bought thirty-six hundred dollars in Winfall tickets and won sixty-three hundred dollars.","I thought. JON-WERTHEIM) (voiceover: When a rolldown was announced, Jerry sprang into action. He bought thirty-six hundred dollars in Winfall tickets and won sixty-three hundred dollars."
547,spring,action,2019,FIC,Fan Fic,"the lifeless form on the ground, Rhett broke from the spell and sprung into action. # This was wrong, so incredibly wrong. He wasn't supposed to","the lifeless form on the ground, Rhett broke from the spell and sprung into action. # This was wrong, so incredibly wrong. He wasn't supposed to"
548,spring,action,2019,MAG,The Atlantic,"# Carus, living on the streets and a fentanyl user himself, sprang into action. He prepared a shot of naloxone and told a bystander to call 911.","# Carus, living on the streets and a fentanyl user himself, sprang into action. He prepared a shot of naloxone and told a bystander to call 911."
549,spring,action,2019,NEWS,Washington Post,"Meili picked up a girl he met on his dating app, police sprang into action. # They scoured the nearby woods and knocked on doors in Republic, Mo.","Meili picked up a girl he met on his dating app, police sprang into action. # They scoured the nearby woods and knocked on doors in Republic, Mo."
550,spring,action,2019,NEWS,cleveland.com,"public outcry to "" do something, "" prompted the DeWine administration to spring into action. The move drew praise from Democrats across the state, and a public reaction","public outcry to "" do something, "" prompted the DeWine administration to spring into action. The move drew praise from Democrats across the state, and a public reaction"
551,spring,action,2018,SPOK,Fox_Five,"that had fallen through the ice into a pond. The firefighters quickly spring into action, rushed to the dog's location. They found him struggling in the frigid","that had fallen through the ice into a pond. The firefighters quickly spring into action, rushed to the dog's location. They found him struggling in the frigid"
552,spring,action,2018,SPOK,ABC_20/20,"hit man, but Javier was really an undercover cop. So police spring into action, immediately reaching out to Valerie's ex-husband Mack to tip him off. And","hit man, but Javier was really an undercover cop. So police spring into action, immediately reaching out to Valerie's ex-husband Mack to tip him off. And"
553,spring,action,2018,SPOK,NPR_WaitWait,"the country. And, with American jobs in jeopardy, Trump immediately sprung into action and wrote a tweet about how that hurts his feelings. (LAUGHTER SAGAL) : It","the country. And, with American jobs in jeopardy, Trump immediately sprung into action and wrote a tweet about how that hurts his feelings. (LAUGHTER SAGAL) : It"
554,spring,action,2018,SPOK,NBC_MeetPress,"was Russian- linked bots. It was meant to amplify political divisions, sprang into action on social media, calling for that memo's release. And of course they","was Russian- linked bots. It was meant to amplify political divisions, sprang into action on social media, calling for that memo's release. And of course they"
555,spring,action,2018,FIC,The Maine Review,"Mrs. Proulx. # Like Joan of Arc, like Clara Barton, Meg sprang into action, racing for the broom closet while Joe ran through the glass and went down","Mrs. Proulx. # Like Joan of Arc, like Clara Barton, Meg sprang into action, racing for the broom closet while Joe ran through the glass and went down"
556,spring,action,2018,MAG,Business Insider,"did not mention Wendy's in its marketing, the rival chain quickly sprung into action to respond to the larger chain encroaching on its fresh-beef territory.","did not mention Wendy's in its marketing, the rival chain quickly sprung into action to respond to the larger chain encroaching on its fresh-beef territory."
557,spring,action,2018,MAG,Slate Magazine,"of a freezer in Atlanta, a symbol of a system that often springs into action only when a pathogen is deemed a threat to Americans. # In September 2017","of a freezer in Atlanta, a symbol of a system that often springs into action only when a pathogen is deemed a threat to Americans. # In September 2017"
