name,hasSourceRole,hasTargetRole,label,comment
Mapping_150,['Role_Frame_Gain_possession_recipient'],['Role_Frame_Change_of_state_experiencer'],['Change of state.experiencer<=Gain possession.recipient'],
Mapping_367,['Role_Frame_Factory_Factory_workers'],['Role_Frame_Institution_Institution_holders'],['Institution.Institution_holders<=Factory.Factory_workers'],
Mapping_253,['Role_Frame_Possession_possession'],['Role_Frame_Rights_right'],['Rights.right<=Possession.possession'],
Mapping_643,['Role_Frame_Possession_possess_relation'],['Role_Frame_Part_whole_whole_part_relation'],['Part whole.whole-part_relation<=Possession.possess_relation'],
Mapping_155,['Role_Frame_Motion_along_a_path_landmark'],['Role_Frame_Change_of_state_standard'],['Change of state.standard<=Motion along a path.landmark'],
Mapping_359,['Role_Frame_Biological_entity_organism'],['Role_Frame_Institution_institution_whole'],['Institution.institution_whole<=Biological entity.organism'],
Mapping_143,['Role_Frame_Forced_motion_forceful_action'],['Role_Frame_Caused_change_of_state_cause'],['Caused change of state.cause<=Forced motion.forceful_action'],
Mapping_122,['Role_Frame_Possession_possess_relation_status'],['Role_Frame_Belief_belief_relation_status'],['Belief.belief_relation_status<=Possession.possess_relation_status'],
Mapping_418,['Role_Frame_Bodily_functioning_body_whole'],['Role_Frame_Cognizing_mind_whole'],['Cognizing.mind_whole<=Bodily functioning.body_whole'],
Mapping_194,['Role_Frame_Decay_decaying_process'],['Role_Frame_Corruption_corrupt_activities'],['Corruption.corrupt_activities<=Decay.decaying_process'],"['x-schema: progressive, slow, ongoing']"
Mapping_609,['Role_Frame_Object_manipulation_objects'],['Role_Frame_Thinking_about_ideas'],['Thinking about.ideas<=Object_manipulation.objects'],
Mapping_556,['Role_Frame_Complex_physical_object_object_part_relations'],['Role_Frame_Social_group_member_relation'],['Social group.member_relation<=Complex physical object.object_part_relations'],
Mapping_54,['Role_Frame_War_weapons'],['Role_Frame_Addressing_social_problems_police_weapons'],['Addressing social problems.police_weapons<=War.weapons'],
Mapping_449,['Role_Frame_Vehicle_vehicle_passengers'],['Role_Frame_Nation_nation_citizens'],['Nation.nation_citizens<=Vehicle.vehicle_passengers'],
Mapping_539,['Role_Frame_Touching_toucher'],['Role_Frame_Seeing_see_er'],['Seeing.see-er<=Touching.toucher'],
Mapping_288,['Role_Frame_Building_building_stability'],['Role_Frame_Government_institution_functional_status'],['Government institution.functional_status<=Building.building_stability'],
Mapping_309,['Role_Frame_Vehicular_motion_vehicle_control_x_schema'],['Role_Frame_Governing_action_governing_action_x_schema'],['Governing action.governing_action_x-schema<=Vehicular motion.vehicle_control_x-schema'],
Mapping_281,['Role_Frame_Motion_along_a_path_mover'],['Role_Frame_Governing_action_governing_actor'],['Governing action.governing_actor<=Motion along a path.mover'],
Mapping_320,['Role_Frame_Person_actions'],['Role_Frame_Government_governing_actions'],['Government.governing_actions<=Person.actions'],
Mapping_452,['Role_Frame_Physical_harm_physically_harmed_entity'],['Role_Frame_Law_law'],['Law.law<=Physical harm.physically_harmed_entity'],
Mapping_516,['Role_Frame_Physical_entity_physical_entity_whole'],['Role_Frame_Rights_right'],['Rights.right<=Physical entity.physical_entity_whole'],
Mapping_169,['Role_Frame_Guided_motion_follower'],['Role_Frame_Communication_addressee'],['Communication.addressee<=Guided motion.follower'],
Mapping_327,['Role_Frame_Containing_contents'],['Role_Frame_Group_members'],['Group.members<=Containing.contents'],
Mapping_277,['Role_Frame_Verticality_scalar_position'],['Role_Frame_Functionality_functional_status'],['Functionality.functional_status<=Verticality.scalar_position'],
Mapping_495,['Role_Frame_Size_entity_size'],['Role_Frame_Quantity_entity_amount'],['Quantity.entity_amount<=Size.entity_size'],
Mapping_233,['Role_Frame_Race_racer1'],['Role_Frame_Election_candidate1'],['Election.candidate1<=Race.racer1'],
Mapping_361,['Role_Frame_Biological_entity_part_function'],['Role_Frame_Institution_position_duties'],['Institution.position_duties<=Biological entity.part_function'],
Mapping_389,['Role_Frame_Plants_plant_entity'],['Role_Frame_Law_law'],['Law.law<=Plants.plant_entity'],
Mapping_560,['Role_Frame_Disease_person'],['Role_Frame_Social_problems_society'],['Social problems.society<=Disease.person'],
Mapping_127,['Role_Frame_Containing_container_capacity'],['Role_Frame_Emotion_emotion_limit'],['Emotion.emotion_limit<=Containing.container_capacity'],
Mapping_601,['Role_Frame_Group_membership_member'],['Role_Frame_Taxation_tax_payer'],['Taxation.tax_payer<=Group membership.member'],
Mapping_612,['Role_Frame_Motion_along_a_path_location_of_observer'],['Role_Frame_Time_present_time'],['Time.present_time<=Motion along a path.location_of_observer'],
Mapping_412,['Role_Frame_Fire_fire'],['Role_Frame_Lust_experience_of_lust'],['Lust.experience_of_lust<=Fire.fire'],
Mapping_161,['Role_Frame_Possession_change_possession'],['Role_Frame_Change_of_state_state'],['Change of state.state<=Possession change.possession'],
Mapping_6,['Role_Frame_Seeing_seen_object_perceived_elements'],['Role_Frame_Evaluation_basis_of_evaluation'],['Evaluation.basis of evaluation<=Seeing.seen_object_perceived_elements'],
Mapping_369,['Role_Frame_Machine_purpose'],['Role_Frame_Institution_mission'],['Institution.mission<=Machine.purpose'],
Mapping_444,['Role_Frame_Machine_machine_entity'],['Role_Frame_Nation_nation_whole'],['Nation.nation_whole<=Machine.machine_entity'],
Mapping_362,['Role_Frame_Biological_entity_health_status'],['Role_Frame_Institution_functional_status'],['Institution.functional_status<=Biological entity.health_status'],
Mapping_401,['Role_Frame_Journey_journeyer'],['Role_Frame_Life_life_liver'],['Life.life_liver<=Journey.journeyer'],
Mapping_607,['Role_Frame_Building_building_parts'],['Role_Frame_Theory_theoretical_arguments'],['Theory.theoretical_arguments<=Building.building_parts'],
Mapping_111,['Role_Frame_Gain_possession_getting_x_schema_finish'],['Role_Frame_Control_control_relation_status_start'],['Control.control_relation_status.start<=Gain possession.getting_x-schema.finish'],
Mapping_237,['Role_Frame_Race_prize'],['Role_Frame_Election_election_office'],['Election.election_office<=Race.prize'],
Mapping_536,['Role_Frame_Touching_sense_of_touch'],['Role_Frame_Seeing_visual_ability'],['Seeing.visual_ability<=Touching.sense_of_touch'],
Mapping_378,['Role_Frame_Perception_perceived_thing'],['Role_Frame_Knowing_knowledge'],['Knowing.knowledge<=Perception.perceived_thing'],
Mapping_425,['Role_Frame_Straightness_straight_object'],['Role_Frame_Morality_moral_person'],['Morality.moral_person<=Straightness.straight_object'],
Mapping_112,['Role_Frame_Entity_entity'],['Role_Frame_Attribute_attribute'],['Attribute.attribute<=Entity.entity'],
Mapping_405,['Role_Frame_Journey_path_traced_by_sequence_of_motion'],['Role_Frame_Life_course_of_life'],['Life.course_of_life<=Journey.path_traced_by_sequence_of_motion'],
Mapping_358,['Role_Frame_Impediment_to_motion_affected_motion'],['Role_Frame_Legislation_enactment_bill_status_change'],['Legislation enactment.bill_status_change<=Impediment to motion.affected_motion'],
Mapping_92,['Role_Frame_Object_collection_object_collections'],['Role_Frame_Arithmetic_numbers'],['Arithmetic.numbers<=Object collection.object_collections'],
Mapping_356,['Role_Frame_Size_size_scale'],['Role_Frame_Importance_importance_scale'],['Importance.importance_scale<=Size.size_scale'],
Mapping_559,['Role_Frame_Disease_disease'],['Role_Frame_Social_problems_problem'],['Social problems.problem<=Disease.disease'],
Mapping_584,['Role_Frame_Burden_burdened_entity'],['Role_Frame_Experience_pain_experiencer'],['Experience pain.experiencer<=Burden.burdened_entity'],
Mapping_465,['Role_Frame_Overeating_resulting_state_of_overeating'],['Role_Frame_Resource_consumption_resulting_state_of_over_consumption'],['Resource consumption.resulting_state_of_over-consumption<=Overeating.resulting_state_of_overeating'],
Mapping_489,['Role_Frame_Self_propelled_motion_to_a_destination_self_mover'],['Role_Frame_Thinking_about_thinker'],['Thinking about.thinker<=Self propelled motion to a destination.self-mover'],
Mapping_472,['Role_Frame_Fierce_animal_dangerous_animal'],['Role_Frame_Poverty_cause_of_impoverished_state'],['Poverty.cause_of_impoverished_state<=Fierce animal.dangerous_animal'],
Mapping_360,['Role_Frame_Biological_entity_specialized_parts'],['Role_Frame_Institution_positions'],['Institution.positions<=Biological entity.specialized_parts'],
Mapping_71,['Role_Frame_Fire_burning_object'],['Role_Frame_Anger_experiencer'],['Anger.experiencer<=Fire.burning_object'],
Mapping_590,['Role_Frame_Physical_harm_harmful_effect'],['Role_Frame_Taxation_tax_payment'],['Taxation.tax_payment<=Physical harm.harmful_effect'],
Mapping_632,['Role_Frame_Motion_along_a_path_source_of_motion'],['Role_Frame_Virtual_motion_starting_locus_of_attention'],['Virtual motion.starting_locus_of_attention<=Motion along a path.source_of_motion'],
Mapping_113,['Role_Frame_Possession_posessor'],['Role_Frame_Attribute_entity'],['Attribute.entity<=Possession.posessor'],
Mapping_334,['Role_Frame_Disease_disease'],['Role_Frame_Personal_weapon_weapon'],['Personal weapon.weapon<=Disease.disease'],
Mapping_167,['Role_Frame_Draw_a_picture_Audience'],['Role_Frame_Communication_Addressee'],['Communication.Addressee<=Draw a picture.Audience'],
Mapping_280,['Role_Frame_Gain_possession_possession'],['Role_Frame_Position_position'],['Position.position<=Gain possession.possession'],
Mapping_484,['Role_Frame_Cleanliness_clean_substance'],['Role_Frame_Purity_pure_substance'],['Purity.pure_substance<=Cleanliness.clean_substance'],['a pure substance is one that is free from other substances (impurities); a clean substance has no dirty or unhealthy substances in it.']
Mapping_321,['Role_Frame_Person_objectives'],['Role_Frame_Government_governor_objectives'],['Government.governor_objectives<=Person.objectives'],
Mapping_311,['Role_Frame_Vehicular_motion_motion_x_schema'],['Role_Frame_Governing_action_jurisdiction_state_x_schema'],['Governing action.jurisdiction_state_x-schema<=Vehicular motion.motion_x-schema'],
Mapping_385,['Role_Frame_Touching_limbs'],['Role_Frame_Knowing_mind'],['Knowing.mind<=Touching.limbs'],
Mapping_440,['Role_Frame_Complex_physical_object_object_location'],['Role_Frame_Nation_nation_geographic_area'],['Nation.nation_geographic_area<=Complex physical object.object_location'],
Mapping_178,['Role_Frame_Verticality_upright_entity'],['Role_Frame_Consciousness_conscious_entity'],['Consciousness.conscious_entity<=Verticality.upright_entity'],
Mapping_30,['Role_Frame_Self_propelled_motion_self_mover'],['Role_Frame_Action_actor'],['Action.actor<=Self propelled motion.self-mover'],
Mapping_302,['Role_Frame_Child_care_childcare_provider'],['Role_Frame_Government_governor'],['Government.governor<=Child care.childcare_provider'],
Mapping_416,['Role_Frame_Person_human_mind'],['Role_Frame_Machine_machine_software'],['Machine.machine_software<=Person.human_mind'],
Mapping_387,['Role_Frame_Physical_structure_structure_whole'],['Role_Frame_Law_law'],['Law.law<=Physical structure.structure_whole'],
Mapping_230,['Role_Frame_Game_outcome'],['Role_Frame_Election_outcome'],['Election.outcome<=Game.outcome'],
Mapping_36,['Role_Frame_Treating_a_physical_affliction_treatment_strategies'],['Role_Frame_Addressing_poverty_policies'],['Addressing poverty.policies<=Treating a physical affliction.treatment_strategies'],
Mapping_259,['Role_Frame_Being_at_a_location_Being_at_a_location_experiencer'],['Role_Frame_Experiencing_an_economic_status_status_holder'],['Experiencing an economic status.status holder<=Being at a location.Being at a location.experiencer'],
Mapping_550,['Role_Frame_Self_propelled_motion_to_a_destination_goal'],['Role_Frame_Self_initiated_state_change_final_state'],['Self-initiated state change.final_state<=Self propelled motion to a destination.goal'],
Mapping_229,['Role_Frame_Game_game_player2'],['Role_Frame_Election_candidate2'],['Election.candidate2<=Game.game player2'],
Mapping_372,['Role_Frame_Relationship_Relationship_related_entity_1'],['Role_Frame_International_Relations_International_relation_nation1'],['International Relations.International_relation.nation1<=Relationship.Relationship.related_entity_1'],
Mapping_379,['Role_Frame_Seeing_see_er'],['Role_Frame_Knowing_knower'],['Knowing.knower<=Seeing.see-er'],
Mapping_357,['Role_Frame_Impediment_to_motion_mover'],['Role_Frame_Legislation_enactment_bill'],['Legislation enactment.bill<=Impediment to motion.mover'],
Mapping_480,['Role_Frame_Physical_harm_cause_of_harm'],['Role_Frame_Poverty_cause_of_impoverished_state'],['Poverty.cause_of_impoverished_state<=Physical harm.cause_of_harm'],
Mapping_129,['Role_Frame_Physical_combat_Fighter2'],['Role_Frame_Cancer_Cancer'],['Cancer.Cancer<=Physical combat.Fighter2'],
Mapping_553,['Role_Frame_Textile_fibers'],['Role_Frame_Social_group_member_relation'],['Social group.member_relation<=Textile.fibers'],
Mapping_627,['Role_Frame_Object_manipulation_grasping_person'],['Role_Frame_Understanding_understanding_person'],['Understanding.understanding_person<=Object manipulation.grasping_person'],
Mapping_502,['Role_Frame_Complex_physical_object_object_part_relations'],['Role_Frame_Relationship_inter_relation'],['Relationship.inter-relation<=Complex physical object.object_part_relations'],
Mapping_139,['Role_Frame_Transfer_scenario_transferred_object'],['Role_Frame_Causation_effect'],['Causation.effect<=Transfer scenario.transferred_object'],
Mapping_407,['Role_Frame_Journey_journey_difficulties'],['Role_Frame_Life_life_difficulties'],['Life.life_difficulties<=Journey.journey_difficulties'],
Mapping_289,['Role_Frame_Building_foundation_of_structure'],['Role_Frame_Government_institution_authority_base'],['Government institution.authority_base<=Building.foundation_of_structure'],
Mapping_589,['Role_Frame_Physical_harm_victim'],['Role_Frame_Taxation_tax_payer'],['Taxation.tax_payer<=Physical harm.victim'],
Mapping_540,['Role_Frame_Searching_seeker_of_some_object'],['Role_Frame_Knowing_knowledge_seeker'],['Knowing.knowledge_seeker<=Searching.seeker_of_some_object'],
Mapping_364,['Role_Frame_Complex_physical_object_object_part_relations'],['Role_Frame_Institution_position_relations'],['Institution.position_relations<=Complex physical object.object_part_relations'],
Mapping_138,['Role_Frame_Transfer_scenario_transfer_recipient'],['Role_Frame_Causation_affected'],['Causation.affected<=Transfer scenario.transfer_recipient'],
Mapping_471,['Role_Frame_Disease_health_state'],['Role_Frame_Poverty_impoverished_state'],['Poverty.impoverished_state<=Disease.health_state'],
Mapping_638,['Role_Frame_Resource_amount_of_resource'],['Role_Frame_Wealth_degree_of_wealth'],['Wealth.degree of wealth<=Resource.amount_of_resource'],
Mapping_87,['Role_Frame_Heating_fluid_fluid_heat_level'],['Role_Frame_Anger_anger_level'],['Anger.anger_level<=Heating_fluid.fluid_heat_level'],
Mapping_434,['Role_Frame_Building_building_inhabitants'],['Role_Frame_Nation_nation_citizens'],['Nation.nation_citizens<=Building.building_inhabitants'],
Mapping_526,['Role_Frame_Journey_co_journeyer'],['Role_Frame_Romantic_relationship_relationship_co_participant'],['Romantic relationship.relationship_co_participant<=Journey.co_journeyer'],
Mapping_548,['Role_Frame_Self_propelled_motion_to_a_destination_source'],['Role_Frame_Self_initiated_state_change_initial_state'],['Self-initiated state change.initial_state<=Self propelled motion to a destination.source'],
Mapping_486,['Role_Frame_Self_propelled_motion_to_a_destination_self_mover'],['Role_Frame_Purposeful_action_actor'],['Purposeful action.actor<=Self propelled motion to a destination.self-mover'],['self-mover has binding to actor in Source domain frame']
Mapping_599,['Role_Frame_Disease_patient'],['Role_Frame_Taxation_tax_payer'],['Taxation.tax_payer<=Disease.patient'],
Mapping_457,['Role_Frame_Machine_operator_of_machine'],['Role_Frame_Organization_head_of_organization'],['Organization.head_of_organization<=Machine.operator_of_machine'],
Mapping_53,['Role_Frame_War_enemy_combatants'],['Role_Frame_Addressing_social_problems_immoral_citizens'],['Addressing social problems.immoral_citizens<=War.enemy_combatants'],
Mapping_76,['Role_Frame_Heat_heat_level'],['Role_Frame_Anger_anger_level'],['Anger.anger_level<=Heat.heat_level'],
Mapping_238,['Role_Frame_War_War_side1'],['Role_Frame_Election_candidate1'],['Election.candidate1<=War.War.side1'],
Mapping_3,['Role_Frame_Seeing_vision'],['Role_Frame_Citizen_evaluation_of_government_evaluation'],['Citizen evaluation of government.evaluation<=Seeing.vision'],
Mapping_464,['Role_Frame_Overeating_food'],['Role_Frame_Resource_consumption_resource'],['Resource consumption.resource<=Overeating.food'],
Mapping_432,['Role_Frame_Straightness_straight_person'],['Role_Frame_Morality_moral_person'],['Morality.moral_person<=Straightness.straight_person'],
Mapping_621,['Role_Frame_Building_building_stability'],['Role_Frame_Trust_relationship_relationship_status'],['Trust relationship.relationship_status<=Building.building_stability'],
Mapping_195,['Role_Frame_Decay_decayed_entity'],['Role_Frame_Corruption_corruption_affectee'],['Corruption.corruption_affectee<=Decay.decayed_entity'],
Mapping_31,['Role_Frame_Self_propelled_motion_self_motion_x_schema'],['Role_Frame_Action_action_x_schema'],['Action.action_x-schema<=Self propelled motion.self-motion_x-schema'],
Mapping_292,['Role_Frame_Machine_purpose'],['Role_Frame_Government_institution_responsibilites'],['Government institution.responsibilites<=Machine.purpose'],
Mapping_65,['Role_Frame_Size_scalar_position'],['Role_Frame_State_profiled_state_value'],['State.profiled_state_value<=Size.scalar_position'],
Mapping_397,['Role_Frame_Gain_possession_possession'],['Role_Frame_Learning_learned_material'],['Learning.learned_material<=Gain possession.possession'],
Mapping_614,['Role_Frame_Motion_along_a_path_space_in_front_of_observer'],['Role_Frame_Time_future_time'],['Time.future_time<=Motion along a path.space_in_front_of_observer'],
Mapping_470,['Role_Frame_Disease_disease'],['Role_Frame_Poverty_cause_of_impoverished_state'],['Poverty.cause_of_impoverished_state<=Disease.disease'],
Mapping_85,['Role_Frame_Heating_fluid_fluid'],['Role_Frame_Anger_anger'],['Anger.anger<=Heating_fluid.fluid'],
Mapping_203,['Role_Frame_Fierce_animal_endangering_action'],['Role_Frame_Crime_criminal_activity'],['Crime.criminal_activity<=Fierce animal.endangering_action'],
Mapping_613,['Role_Frame_Motion_along_a_path_space_in_back_of_observer'],['Role_Frame_Time_past_time'],['Time.past_time<=Motion along a path.space_in_back_of_observer'],
Mapping_501,['Role_Frame_Complex_physical_object_object_parts'],['Role_Frame_Relationship_related_entities'],['Relationship.related_entities<=Complex physical object.object_parts'],
Mapping_451,['Role_Frame_Vehicle_vehicle_location'],['Role_Frame_Nation_state_of_nation'],['Nation.state_of_nation<=Vehicle.vehicle_location'],['via STATES ARELOCATIONS']
Mapping_166,['Role_Frame_Draw_a_picture_Drawer'],['Role_Frame_Communication_Communicator'],['Communication.Communicator<=Draw a picture.Drawer'],
Mapping_157,['Role_Frame_Motion_along_a_path_path'],['Role_Frame_Change_of_state_transition'],['Change of state.transition<=Motion along a path.path'],
Mapping_531,['Role_Frame_Source_path_goal_path'],['Role_Frame_Scale_intermediate_values'],['Scale.intermediate values<=Source path goal.path'],
Mapping_208,['Role_Frame_Hunger_hunger_x_schema'],['Role_Frame_Desire_desire_x_schema'],['Desire.desire_x-schema<=Hunger.hunger_x-schema'],
Mapping_199,['Role_Frame_Erosion_eroding_effect'],['Role_Frame_Corruption_corrupting_effect'],['Corruption.corrupting_effect<=Erosion.eroding_effect'],
Mapping_618,['Role_Frame_Building_building_whole'],['Role_Frame_Trust_relationship_relationship'],['Trust relationship.relationship<=Building.building_whole'],
Mapping_381,['Role_Frame_Seeing_visiual_ability'],['Role_Frame_Knowing_knowledge_capacity'],['Knowing.knowledge_capacity<=Seeing.visiual_ability'],
Mapping_394,['Role_Frame_Vehicular_motion_vehicle_passengers'],['Role_Frame_State_leadership_nation_citizens'],['State leadership.nation_citizens<=Vehicular motion.vehicle_passengers'],
Mapping_120,['Role_Frame_Possession_possession'],['Role_Frame_Belief_belief'],['Belief.belief<=Possession.possession'],
Mapping_290,['Role_Frame_Machine_machine_entity'],['Role_Frame_Government_institution_government_whole'],['Government institution.government_whole<=Machine.machine_entity'],
Mapping_543,['Role_Frame_Adoption_family_representative'],['Role_Frame_Selection_selector'],['Selection.selector<=Adoption.family_representative'],
Mapping_78,['Role_Frame_Insanity_insane_person'],['Role_Frame_Anger_experiencer'],['Anger.experiencer<=Insanity.insane_person'],
Mapping_549,['Role_Frame_Self_propelled_motion_to_a_destination_path'],['Role_Frame_Self_initiated_state_change_transition'],['Self-initiated state change.transition<=Self propelled motion to a destination.path'],
Mapping_644,['Role_Frame_Containing_container'],['Role_Frame_Word_word_form'],['Word.word_form<=Containing.container'],
Mapping_45,['Role_Frame_Treating_a_physical_affliction_body'],['Role_Frame_Addressing_social_problems_society'],['Addressing social problems.society<=Treating a physical affliction.body'],
Mapping_28,['Role_Frame_Motion_along_a_path_goal_of_motion'],['Role_Frame_Action_action_purpose'],['Action.action_purpose<=Motion_along_a_path.goal_of_motion'],
Mapping_487,['Role_Frame_Self_propelled_motion_to_a_destination_self_motion_x_schema'],['Role_Frame_Purposeful_action_action_x_schema'],['Purposeful action.action_x-schema<=Self propelled motion to a destination.self-motion_x-schema'],
Mapping_522,['Role_Frame_Boat_on_the_rocks_boat'],['Role_Frame_Romantic_relationship_relationship'],['Romantic_relationship.relationship<=Boat on the rocks.boat'],
Mapping_606,['Role_Frame_Building_building_whole'],['Role_Frame_Theory_theoretical_domain'],['Theory.theoretical_domain<=Building.building_whole'],
Mapping_4,['Role_Frame_Seeing_see_er'],['Role_Frame_Evaluation_evaluator'],['Evaluation.evaluator<=Seeing.see-er'],
Mapping_305,['Role_Frame_Child_care_childcare_objectives'],['Role_Frame_Government_governor_objectives'],['Government.governor_objectives<=Child care.childcare_objectives'],
Mapping_232,['Role_Frame_Game_prize'],['Role_Frame_Election_office'],['Election.office<=Game.prize'],
Mapping_267,['Role_Frame_Being_at_a_location_x_schema'],['Role_Frame_Experiencing_a_state_stative_x_schema'],['Experiencing a state.stative_x-schema<=Being at a location.x-schema'],
Mapping_313,['Role_Frame_Leadership_leader'],['Role_Frame_Government_governor'],['Government.governor<=Leadership.leader'],
Mapping_374,['Role_Frame_Relationship_Relationship_relationship_whole'],['Role_Frame_International_Relations_International_relations_international_relationship'],['International Relations.International_relations.international_relationship<=Relationship.Relationship.relationship_whole'],
Mapping_403,['Role_Frame_Journey_journey_destination'],['Role_Frame_Life_main_life_goal'],['Life.main_life_goal<=Journey.journey_destination'],
Mapping_459,['Role_Frame_Machine_machine_parts'],['Role_Frame_Organization_organization_subparts'],['Organization.organization_subparts<=Machine.machine_parts'],
Mapping_160,['Role_Frame_Possession_change_possessor'],['Role_Frame_Change_of_state_experiencer'],['Change of state.experiencer<=Possession change.possessor'],
Mapping_499,['Role_Frame_Restore_to_life_life_restorer'],['Role_Frame_Gun_control_legislation_proponent_of_legislation'],['Gun control legislation.proponent_of_legislation<=Restore to life.life_restorer'],
Mapping_551,['Role_Frame_Verticality_supine_entity'],['Role_Frame_Health_sick_entity'],['Health.sick_entity<=Verticality.supine_entity'],
Mapping_136,['Role_Frame_Forced_motion_goal'],['Role_Frame_Caused_change_of_state_final_state'],['Caused change of state.final_state<=Forced motion.goal'],
Mapping_331,['Role_Frame_Possession_possession'],['Role_Frame_Group_members'],['Group.members<=Possession.possession'],
Mapping_225,['Role_Frame_Competitive_sport_competitor2'],['Role_Frame_Election_candidate2'],['Election.candidate2<=Competitive sport.competitor2'],
Mapping_220,['Role_Frame_Machine_purpose_of_machine'],['Role_Frame_Economy_purpose_of_economy'],['Economy.purpose_of_economy<=Machine.purpose_of_machine'],
Mapping_422,['Role_Frame_Straightness_person_moving_along_straight_line'],['Role_Frame_Morality_moral_person'],['Morality.moral_person<=Straightness.person_moving_along_straight_line'],
Mapping_642,['Role_Frame_Possession_possession'],['Role_Frame_Part_whole_parts'],['Part whole.parts<=Possession.possession'],
Mapping_69,['Role_Frame_Dissect_dissection_tool'],['Role_Frame_Analysis_analytic_method'],['Analysis.analytic_method<=Dissect.dissection_tool'],
Mapping_262,['Role_Frame_Being_at_a_location_Being_at_a_location_x_schema'],['Role_Frame_Experiencing_an_economic_status_stative_x_schema'],['Experiencing an economic status.stative_x-schema<=Being at a location.Being at a location.x-schema'],
Mapping_103,['Role_Frame_Object_construction_smaller'],['Role_Frame_Arithmetic_less'],['Arithmetic.less<=Object construction.smaller'],
Mapping_33,['Role_Frame_Treating_a_physical_affliction_disease'],['Role_Frame_Addressing_poverty_poverty'],['Addressing poverty.poverty<=Treating a physical affliction.disease'],
Mapping_90,['Role_Frame_Heating_fluid_fluid_agitation'],['Role_Frame_Anger_body_agitation'],['Anger.body_agitation<=Heating_fluid.fluid_agitation'],
Mapping_210,['Role_Frame_Motion_impediments_impediment'],['Role_Frame_Difficulties_in_action_difficulty'],['Difficulties in action.difficulty<=Motion impediments.impediment'],
Mapping_442,['Role_Frame_Family_family_members'],['Role_Frame_Nation_citizens'],['Nation.citizens<=Family.family_members'],
Mapping_338,['Role_Frame_Religious_practice_worshipped_thing'],['Role_Frame_Gun_possession_gun'],['Gun possession.gun<=Religious practice.worshipped thing'],
Mapping_386,['Role_Frame_Touching_object'],['Role_Frame_Knowing_idea'],['Knowing.idea<=Touching.object'],
Mapping_63,['Role_Frame_Size_size_scale'],['Role_Frame_State_possible_state_values'],['State.possible_state_values<=Size.size_scale'],
Mapping_308,['Role_Frame_Vehicular_motion_passenger_s_'],['Role_Frame_Governing_action_governed'],['Governing action.governed<=Vehicular motion.passenger(s)'],
Mapping_316,['Role_Frame_Nuclear_family_parent_s_'],['Role_Frame_Government_governor'],['Government.governor<=Nuclear family.parent(s)'],
Mapping_393,['Role_Frame_Vehicular_motion_vehicle'],['Role_Frame_State_leadership_nation_whole'],['State leadership.nation_whole<=Vehicular motion.vehicle'],
Mapping_17,['Role_Frame_Motion_to_a_location_destination'],['Role_Frame_Purposeful_action_purpose'],['Purposeful action.purpose<=Motion to a location.destination'],
Mapping_207,['Role_Frame_Hunger_object_hungered_for'],['Role_Frame_Desire_desired_object'],['Desire.desired_object<=Hunger.object_hungered_for'],
Mapping_610,['Role_Frame_Speaking_speaker'],['Role_Frame_Cognizing_cognizer'],['Cognizing.cognizer<=Speaking.speaker'],
Mapping_468,['Role_Frame_Crime_victim'],['Role_Frame_Poverty_impoverished_entity'],['Poverty.impoverished_entity<=Crime.victim'],
Mapping_455,['Role_Frame_Machine_functional_status'],['Role_Frame_Organization_organizational_efficacy'],['Organization.organizational_efficacy<=Machine.functional_status'],
Mapping_59,['Role_Frame_War_power_of_weapons'],['Role_Frame_Addressing_social_problems_power_to_solve_problems'],['Addressing social problems.power_to_solve_problems<=War.power_of_weapons'],
Mapping_344,['Role_Frame_Verticality_state_of_uprightness'],['Role_Frame_Health_state_of_health'],['Health.state_of_health<=Verticality.state_of_uprightness'],
Mapping_81,['Role_Frame_Insanity_agitation_limit'],['Role_Frame_Anger_anger_limit'],['Anger.anger_limit<=Insanity.agitation_limit'],
Mapping_204,['Role_Frame_Fierce_animal_prey'],['Role_Frame_Crime_victim'],['Crime.victim<=Fierce animal.prey'],['add to source frame later']
Mapping_285,['Role_Frame_Verticality_scalar_position'],['Role_Frame_Government_institution_functional_status'],['Government institution.functional_status<=Verticality.scalar_position'],
Mapping_505,['Role_Frame_Object_object_entity'],['Role_Frame_Relationship_relation'],['Relationship.relation<=Object.object_entity'],
Mapping_463,['Role_Frame_Overeating_overeater'],['Role_Frame_Resource_consumption_over_consumer_of_resources'],['Resource consumption.over-consumer_of_resources<=Overeating.overeater'],
Mapping_183,['Role_Frame_Bounded_region_center'],['Role_Frame_Control_controlling_entity'],['Control.controlling_entity<=Bounded region.center'],
Mapping_304,['Role_Frame_Child_care_childcare_duties'],['Role_Frame_Government_governing_actions'],['Government.governing_actions<=Child care.childcare_duties'],
Mapping_398,['Role_Frame_Gain_possession_getting_x_schema'],['Role_Frame_Learning_learning_x_schema'],['Learning.learning_x-schema<=Gain possession.getting_x-schema'],
Mapping_597,['Role_Frame_Theft_victim'],['Role_Frame_Taxation_tax_payer'],['Taxation.tax_payer<=Theft.victim'],
Mapping_430,['Role_Frame_Destructive_force_destructive_force'],['Role_Frame_Moral_corruption_corrupt_activities'],['Moral corruption.corrupt_activities<=Destructive force.destructive_force'],
Mapping_35,['Role_Frame_Treating_a_physical_affliction_body'],['Role_Frame_Addressing_poverty_impoverished_entity'],['Addressing poverty.impoverished_entity<=Treating a physical affliction.body'],
