name,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Awakening_sleeping_entity,['sleeping_entity'],,['Awakening.sleeping_entity'],['Sleeper'],
Role_Frame_Law_illegal_actions,['illegal_actions'],['Actions'],['Law.illegal_actions'],['(related to'],['actions which are prohibited by the law)']
Role_Frame_Change_of_state_initial_state,['initial_state'],,['Change of state.initial_state'],,
Role_Frame_Cause_harm_victim,['victim'],,['Cause harm.victim'],,
Role_Frame_Government_legitimacy_capability_to_act,['capability_to_act'],,['Government legitimacy.capability_to_act'],,
Role_Frame_X_schema_final,['final'],,['X-schema.final'],,
Role_Frame_Possession_change_possession,['possession'],,['Possession change.possession'],['Theme'],
Role_Frame_Surprise_feeling,['feeling'],,['Surprise.feeling'],,"[""the experiencer's experience""]"
Role_Frame_Political_region_locale,['locale'],,['Political region.locale'],['Locale'],['a stable bounded area']
Role_Frame_Vehicle_freight,['freight'],,['Vehicle.freight'],,
Role_Frame_Eating_eaten_object,['eaten_object'],,['Eating.eaten_object'],,
Role_Frame_Public_trust_public_as_trusting_entity,['public_as_trusting_entity'],,['Public trust.public_as_trusting_entity'],,
Role_Frame_Health_healthy_entity,['healthy_entity'],,['Health.healthy_entity'],,
Role_Frame_Fierce_animal_endangering_action,['endangering_action'],['x-schema'],['Fierce animal.endangering_action'],,
Role_Frame_Trespassing_territory_owner,['territory_owner'],,['Trespassing.territory_owner'],,['person who owns and/or can legitimately occupy territory']
Role_Frame_Corruption_harmed_entity,['harmed_entity'],,['Corruption.harmed_entity'],,"[""person or group that should have benefited from corrupt entity's actions""]"
Role_Frame_Computer_computer_function,['computer_function'],,['Computer.computer_function'],,
Role_Frame_Legislative_branch_legislature,['legislature'],,['Legislative branch.legislature'],,['body of people making laws']
Role_Frame_Treating_a_physical_affliction_treatment_x_schema,['treatment_x-schema'],,['Treating a physical affliction.treatment_x-schema'],,
Role_Frame_Corruption_corruption_affectee,['corruption_affectee'],,['Corruption.corruption_affectee'],,['entity that becomes affected by the corruption']
Role_Frame_State_possible_state_values,['possible_state_values'],,['State.possible_state_values'],,"['or may be scalar values', 'the range of possible values associated with the state/property. May be presence/absence of state']"
Role_Frame_Virtual_motion_cognizer,['cognizer'],,['Virtual motion.cognizer'],,
Role_Frame_Purposeful_action_objective,['objective'],,['Purposeful action.objective'],['Goal'],['the intended result of the action']
Role_Frame_Physical_structure_structure_whole,['structure_whole'],,['Physical structure.structure_whole'],,
Role_Frame_Control_control_relation,['control_relation'],,['Control.control_relation'],,
Role_Frame_Experiencing_a_negative_state_domain,['domain'],,['Experiencing a negative state.domain'],,['some sort of negatively evaluated state']
Role_Frame_Relationship_relation,['relation'],,['Relationship.relation'],,
Role_Frame_Emotion_emotions,['emotions'],,['Emotion.emotions'],,
Role_Frame_Stability_stablity_scale,['stablity_scale'],,['Stability.stablity_scale'],,
Role_Frame_Optimism_attitude,['attitude'],,['Optimism.attitude'],['Attitude'],['the attitude of the person']
Role_Frame_Cancer_Cancer_Patient,['Cancer Patient'],,['Cancer.Cancer Patient'],,
Role_Frame_legislative_branch_legislature,['legislature'],,['legislative branch.legislature'],,
Role_Frame_Verticality_higher_positions_in_structure,['higher_positions_in_structure'],,['Verticality.higher_positions_in_structure'],,
Role_Frame_Forced_motion_path,['path'],,['Forced motion.path'],,
Role_Frame_Evaluation_evaluator,['evaluator'],,['Evaluation.evaluator'],['Judge'],['person making evaluation']
Role_Frame_Boat_boat_steering_x_schema,['boat_steering_x-schema'],,['Boat.boat_steering_x-schema'],,
Role_Frame_Computer_computer_user,['computer_user'],,['Computer.computer_user'],,
Role_Frame_Decay_decaying_process,['decaying_process'],,['Decay.decaying_process'],"['ongoing', 'x-schema: slow', 'progressive']",
Role_Frame_Judicial_decision_making_case_brought_to_court,['case_brought_to_court'],,['Judicial decision-making.case_brought_to_court'],,
Role_Frame_Action_actor,['actor'],['animate entity'],['Action.actor'],['Agent'],
Role_Frame_Government_decision_making_entity_under_consideration_characteristics,['entity_under_consideration_characteristics'],,['Government decision making.entity_under_consideration_characteristics'],,['the decision maker considers the characteristics of the entity under consideration in order to evaluate it']
Role_Frame_Gun_rights_right_to_own_guns,['right_to_own_guns'],,['Gun rights.right_to_own_guns'],,
Role_Frame_Legislation_enactment_bill_entacted_status,['bill_entacted_status'],,['Legislation enactment.bill_entacted_status'],,
Role_Frame_Organization_organization_functions,['organization_functions'],,['Organization.organization_functions'],,
Role_Frame_Guided_motion_follower_goal,['follower_goal'],,['Guided motion.follower_goal'],['Goal'],
Role_Frame_disease_disease,['disease'],,['disease.disease'],,
Role_Frame_Election_candidate2,['candidate2'],['person'],['Election.candidate2'],,['someone competing with candidate1 for the office']
Role_Frame_Moral_action_moral_actor,['moral_actor'],,['Moral action.moral_actor'],,
Role_Frame_Control_second_process,['second_process'],,['Control.second_process'],,
Role_Frame_Impediment_to_motion_mover,['mover'],,['Impediment to motion.mover'],,
Role_Frame_Crime_criminal,['criminal'],['person'],['Crime.criminal'],['Perpetrator'],
Role_Frame_Addressing_social_problems_affected_society,['affected_society'],,['Addressing social problems.affected_society'],,
Role_Frame_Animate_Entity_animate_entity,['animate_entity'],,['Animate_Entity.animate_entity'],,
Role_Frame_Life_cycle_life_liver,['life_liver'],['Biological entity'],['Life cycle.life_liver'],"['Protagonist', 'Organism']",
Role_Frame_Citizen_evaluation_of_government_Evaluation,['Evaluation'],,['Citizen evaluation of government.Evaluation'],,
Role_Frame_Attribute_attributor,['attributor'],,['Attribute.attributor'],,['person who makes the attribution']
Role_Frame_Governing_action_governing_action_x_schema,['governing_action_x-schema'],,['Governing action.governing_action_x-schema'],,
Role_Frame_Process_completed_state_process_completed_state,['process_completed_state'],,['Process completed state.process_completed_state'],,
Role_Frame_Forced_motion_agent,['agent'],,['Forced motion.agent'],,['source of forceful action']
Role_Frame_Institution_position_relations,['position_relations'],,['Institution.position_relations'],,['e.g. authority relations between positions']
Role_Frame_Voting_voting_process,['voting_process'],,['Voting.voting_process'],,['process by which consideration and debate of the issue occurs']
Role_Frame_Time_extent_of_duration_of_time,['extent_of_duration_of_time'],,['Time.extent_of_duration_of_time'],,
Role_Frame_Motion_away_from_a_location_speed,['speed'],,['Motion away from a location.speed'],,
Role_Frame_Social_group_members,['members'],,['Social group.members'],,['multiplex of members']
Role_Frame_Purposeful_action_purpose,['purpose'],,['Purposeful action.purpose'],,
Role_Frame_Artifact_functional_status,['functional_status'],,['Artifact.functional_status'],,['can artifact be used for intended purpose?']
Role_Frame_Boat_on_the_rocks_path_of_boat,['path_of_boat'],,['Boat on the rocks.path_of_boat'],,
Role_Frame_Trajector_landmark_background,['background'],,['Trajector_landmark.background'],,['the larger spatial extent within which trajector and landmark are located']
Role_Frame_Relation_relation_type,['relation_type'],,['Relation.relation_type'],['Relation_type'],"['the nature of the relation', 'e.g. kinship']"
Role_Frame_Political_region_state_of_region,['state_of_region'],,['Political region.state_of_region'],,['well-being or economic state of region']
Role_Frame_Condition_of_physical_object_state_of_object,['state_of_object'],['property'],['Condition of physical object.state_of_object'],,
Role_Frame_X_schema_x_schema_initial_state,['x-schema_initial_state'],['stage'],['X-schema.x-schema_initial_state'],,['initial state']
Role_Frame_Seeing_seen_object_perceived_elements,['seen_object_perceived_elements'],,['Seeing.seen_object_perceived_elements'],,
Role_Frame_Heating_fluid_fluid,['fluid'],['Liquid'],['Heating fluid.fluid'],,
Role_Frame_Difficulties_in_action_objective,['objective'],,['Difficulties in action.objective'],,
Role_Frame_Artifact_artifact_entity,['artifact_entity'],,['Artifact.artifact_entity'],['Artifact'],
Role_Frame_Building_building_inhabitants,['building_inhabitants'],,['Building.building_inhabitants'],,
Role_Frame_Source_path_goal_goal,['goal'],,['Source path goal.goal'],['Goal'],['final profiled_region']
Role_Frame_Government_institution_US_functions,['functions'],,['Government institution US.functions'],['means by which responsibilities are filled'],
Role_Frame_Stability_Complex_physical_object,['Complex physical object'],,['Stability.Complex physical object'],,
Role_Frame_Self_defense_defender,['defender'],['animate entity'],['Self-defense.defender'],,
Role_Frame_Visual_evaluation_visible_properties,['visible properties'],,['Visual evaluation.visible properties'],,['properties of visible part of evaluee']
Role_Frame_Deity_deity_power,['deity_power'],,['Deity.deity_power'],,
Role_Frame_Moral_goodness_good_person,['good_person'],,['Moral goodness.good_person'],,
Role_Frame_Assistance_benefit,['benefit'],,['Assistance.benefit'],,['the benefit the helped_party gets from the helping_action']
Role_Frame_Being_in_a_bounded_region_locale,['locale'],,['Being in a bounded region.locale'],,
Role_Frame_Controlled_vehicular_motion_vehicle,['vehicle'],,['Controlled vehicular motion.vehicle'],,
Role_Frame_Economy_economy_whole,['economy_whole'],,['Economy.economy_whole'],,
Role_Frame_Anger_cause_of_anger,['cause_of_anger'],,['Anger.cause_of_anger'],,['the cause of the anger']
Role_Frame_Emotion_bodily_effect,['bodily_effect'],,['Emotion.bodily_effect'],,['effect of emotion on body']
Role_Frame_Theory_theoretical_process,['theoretical_process'],,['Theory.theoretical_process'],,
Role_Frame_Cancer_patient_patient_actions,['patient_actions'],,['Cancer patient.patient_actions'],,
Role_Frame_Meaning_meaning,['meaning'],,['Meaning.meaning'],,['the content of the meaning']
Role_Frame_Motion_away_from_a_bounded_region_source,['source'],['Bounded region'],['Motion away from a bounded region.source'],,
Role_Frame_Awakening_sleep_state,['sleep_state'],,['Awakening.sleep_state'],['Sleep_state'],
Role_Frame_Process_process,['process'],['x-schema'],['Process.process'],['Process'],
Role_Frame_Game_prize,['prize'],,['Game.prize'],,
Role_Frame_Food_food,['food'],,['Food.food'],,
Role_Frame_Relationship_relation_type_E2_E1,['relation_type_E2-E1'],,['Relationship.relation_type_E2-E1'],,['type of relation between entity2 and entity1']
Role_Frame_Voting_debate,['debate'],,['Voting.debate'],,['discussion of adherence of proposition to standards']
Role_Frame_Social_group_group_whole,['group_whole'],,['Social group.group_whole'],,
Role_Frame_Animate_entity_specialized_parts,['specialized_parts'],,['Animate entity.specialized_parts'],['distinctive parts of the body'],
Role_Frame_Possession_possess_relation,['possess_relation'],,['Possession.possess_relation'],,['relation between Possessor and Possessed']
Role_Frame_Functionality_functionality_beneficiary,['functionality_beneficiary'],,['Functionality.functionality_beneficiary'],,
Role_Frame_Government_governor,['governor'],,['Government.governor'],['Leader'],"['or insitution in authority', 'group', 'individual']"
Role_Frame_Light_reflection_light_reflecting_object,['light-reflecting object'],,['Light reflection.light-reflecting object'],,
Role_Frame_Wealth_wealthy_entity,['wealthy_entity'],,['Wealth.wealthy_entity'],,
Role_Frame_Nurturant_parent_family_family_whole,['family_whole'],,['Nurturant parent family.family_whole'],,
Role_Frame_Communication_topic,['topic'],,['Communication.topic'],['Topic'],
Role_Frame_Cut_final_state_of_object,['final_state_of_object'],['State'],['Cut.final_state_of_object'],,
Role_Frame_Food_food_consumer,['food_consumer'],,['Food.food_consumer'],,
Role_Frame_Physical_entity_existence_x_schema,['existence_x-schema'],,['Physical entity.existence_x-schema'],,
Role_Frame_Being_at_a_low_location_located_thing,['located_thing'],,['Being at a low location.located_thing'],,
Role_Frame_Competitive_sport_prize,['prize'],,['Competitive sport.prize'],,
Role_Frame_Evil_creature_evil_entity,['evil_entity'],,['Evil creature.evil_entity'],,
Role_Frame_Emotional_intensity_emotional_intensity_x_schema,['emotional_intensity_x-schema'],,['Emotional intensity.emotional_intensity_x-schema'],,
Role_Frame_Relation_relation_value,['relation_value'],,['Relation.relation_value'],,['e.g. sibling']
Role_Frame_Resource_consumption_resource,['resource'],,['Resource consumption.resource'],,
Role_Frame_Hearing_sound_source,['sound_source'],,['Hearing.sound_source'],,['the (perceived) source of the sound']
Role_Frame_Scale_minimal_value,['minimal value'],,['Scale.minimal value'],,
Role_Frame_Social_problems_social_problem,['social_problem'],,['Social problems.social_problem'],,
Role_Frame_Wealth_degree_of_wealth,['degree of wealth'],,['Wealth.degree of wealth'],,
Role_Frame_Trust_relationship_relationship_intensity,['relationship_intensity'],['scale'],['Trust relationship.relationship_intensity'],,
Role_Frame_Nation_nation_geographic_area,['nation_geographic_area'],,['Nation.nation_geographic_area'],,
Role_Frame_Arithmetic_addition,['addition'],,['Arithmetic.addition'],,
Role_Frame_Humor_experiencer,['experiencer'],['Person'],['Humor.experiencer'],,['the person who has a humor-related feeling or emotional experience']
Role_Frame_Barrier_mover,['mover'],,['Barrier.mover'],['Theme'],
Role_Frame_Forming_words_cognition_process,['cognition_process'],,['Forming words.cognition_process'],,
Role_Frame_Law_law_creator,['law_creator'],,['Law.law_creator'],['creator'],['person who originates the law']
Role_Frame_Social_problems_immoral_citizens,['immoral_citizens'],,['Social problems.immoral_citizens'],,
Role_Frame_Magic_magical_action,['magical_action'],['x-schema'],['Magic.magical_action'],,['e.g. casting a spell']
Role_Frame_Bureaucracy_institution_of_operation,['institution_of_operation'],,['Bureaucracy.institution_of_operation'],,
Role_Frame_Nurturant_parent_family_traits_in_children,['traits_in_children'],,['Nurturant parent family.traits_in_children'],,"['social responsibility...', 'tolerance', 'Focus on empathy']"
Role_Frame_Shepherding_objective,['objective'],,['Shepherding.objective'],,
Role_Frame_Competition_competition_competitor1,['competition_competitor1'],,['Competition.competition_competitor1'],,
Role_Frame_Network_network_whole,['network_whole'],,['Network.network_whole'],,
Role_Frame_Work_scenario_objective,['objective'],,['Work scenario.objective'],,"[""goal of worker's actions""]"
Role_Frame_Arithmetic_subtraction,['subtraction'],,['Arithmetic.subtraction'],,
Role_Frame_Speaking_topic,['topic'],,['Speaking.topic'],['Topic'],
Role_Frame_Economic_status_status,['status'],,['Economic status.status'],,['scalar value']
Role_Frame_Institution_authority_base,['authority_base'],,['Institution.authority_base'],,
Role_Frame_Motion_to_a_location_goal,['goal'],,['Motion to a location.goal'],,
Role_Frame_Downward_motion_speed,['speed'],,['Downward motion.speed'],,
Role_Frame_Humor_humorous_property,['humorous_property'],,['Humor.humorous_property'],,['a property of the stimulus that experiencer finds humorous']
Role_Frame_Fluid_containment_fluid_level,['fluid_level'],,['Fluid containment.fluid_level'],,
Role_Frame_Fire_fire,['fire'],,['Fire.fire'],,
Role_Frame_Governing_action_affected_jurisdiction,['affected_jurisdiction'],,['Governing action.affected_jurisdiction'],,
Role_Frame_Restraints_affected_motion,['affected_motion'],,['Restraints.affected_motion'],,
Role_Frame_Erosion_eroding_effect,['eroding_effect'],,['Erosion.eroding_effect'],,['depletion of content/mass']
Role_Frame_Judicial_action_judged_party,['judged_party'],,['Judicial action.judged_party'],,['the person(s) or laws under consideration']
Role_Frame_Life_life_liver,['life_liver'],,['Life.life_liver'],,
Role_Frame_Time_of_day_day,['day'],,['Time of day.day'],,
Role_Frame_Destructive_natural_process_cause_of_destruction,['cause_of_destruction'],,['Destructive natural process.cause_of_destruction'],,['entity or process that brings about the destructive process.']
Role_Frame_Source_path_goal_landmark,['landmark'],,['Source path goal.landmark'],,['from Trajector landmark']
Role_Frame_Moral_authority_moral_authority_entity,['moral_authority_entity'],,['Moral authority.moral_authority_entity'],,
Role_Frame_Create_object_Complex_process2,['Complex process2'],,['Create object.Complex process2'],,
Role_Frame_Competition_competition_prize,['competition_prize'],,['Competition.competition_prize'],,['advantageous outcome for winner of competition']
Role_Frame_Trespassing_trespassing_x_schema,['trespassing_x-schema'],,['Trespassing.trespassing_x-schema'],,"[""trespasser's incursion into and/or occupation of territory""]"
Role_Frame_Disease_patient,['patient'],,['Disease.patient'],['Patient'],['person or population afflicted by disease']
Role_Frame_Becoming_aware_content,['content'],,['Becoming aware.content'],['Content'],
Role_Frame_Government_insitution_functions,['functions'],,['Government insitution.functions'],,
Role_Frame_Education_education_learner,['education_learner'],,['Education.education_learner'],,
Role_Frame_Evaluation_judgement,['judgement'],,['Evaluation.judgement'],,
Role_Frame_Institution_institution_whole,['institution_whole'],,['Institution.institution_whole'],,
Role_Frame_Treating_a_physical_affliction_treatment_tools,['treatment_tools'],,['Treating a physical affliction.treatment_tools'],,
Role_Frame_Cut_initial_size_of_object,['initial_size_of_object'],['Size'],['Cut.initial_size_of_object'],,
Role_Frame_Fluid_motion_fluid_motion_x_schema,['fluid_motion_x-schema'],['X-schema'],['Fluid motion.fluid_motion_x-schema'],,['the motion of the fluid']
Role_Frame_Person_objectives,['objectives'],,['Person.objectives'],,
Role_Frame_Guided_motion_follower_motion_x_schema,['follower_motion_x-schema'],,['Guided motion.follower_motion_x-schema'],,
Role_Frame_Boat_boat_captain,['boat_captain'],,['Boat.boat_captain'],,
Role_Frame_Responsibility_beneficiary_of_fulfillment,['beneficiary_of_fulfillment'],,['Responsibility.beneficiary_of_fulfillment'],,
Role_Frame_Payment_payment,['payment'],,['Payment.payment'],,
Role_Frame_Strict_father_family_parent_s_,['parent(s)'],,['Strict father family.parent(s)'],,
Role_Frame_Heating_fluid_container_pressure_limit,['container_pressure_limit'],,['Heating fluid.container_pressure_limit'],,['pressure limit at which point container loses integrity']
Role_Frame_Destructive_natural_process_destroyed_entity,['destroyed_entity'],,['Destructive natural process.destroyed_entity'],,
Role_Frame_Proximity_ground,['ground'],,['Proximity.ground'],['Ground'],['landmark']
Role_Frame_Forced_motion_direction,['direction'],,['Forced motion.direction'],,
Role_Frame_Protecting_means_of_protection,['means_of_protection'],,['Protecting.means_of_protection'],,
Role_Frame_Animate_entity_animate_entity,['animate_entity'],,['Animate entity.animate_entity'],,
Role_Frame_Bully_bully,['bully'],,['Bully.bully'],,
Role_Frame_Transfer_scenario_transferred_possession,['transferred_possession'],,['Transfer scenario.transferred_possession'],,
Role_Frame_Cause_to_see_Shower,['Shower'],,['Cause to see.Shower'],,
Role_Frame_Cognizing_cognizer,['cognizer'],['person'],['Cognizing.cognizer'],['cognizer'],['person thinking about a given topic']
Role_Frame_Straightness_straight_person,['straight_person'],,['Straightness.straight_person'],,
Role_Frame_Lust_experience_of_lust,['experience_of_lust'],,['Lust.experience_of_lust'],,
Role_Frame_Government_governing_actions,['governing_actions'],,['Government.governing_actions'],,['actions governor performs']
Role_Frame_Religious_practice_worshipping_action,['worshipping_action'],,['Religious practice.worshipping_action'],,
Role_Frame_Seeing_visual_input,['visual_input'],,['Seeing.visual_input'],,
Role_Frame_Organization_of_power_inferior_points_in_hierarchy,['inferior_points_in_hierarchy'],,['Organization of power.inferior_points_in_hierarchy'],,
Role_Frame_Visual_obstruction_eyes,['eyes'],,['Visual obstruction.eyes'],,
Role_Frame_Criticizing_critic,['critic'],,['Criticizing.critic'],,
Role_Frame_Power_power_holder,['power_holder'],,['Power.power_holder'],,
Role_Frame_Experiencing_an_economic_status_standard_of_living,['standard of living'],,['Experiencing an economic status.standard of living'],,['economic status the status holder compares themselves to']
Role_Frame_Emotion_emotional_action,['emotional_action'],,['Emotion.emotional_action'],,
Role_Frame_process_process,['process'],,['process.process'],,
Role_Frame_Upright_posture_upright_person,['upright_person'],,['Upright posture.upright_person'],,
Role_Frame_Factory_Factory_managers,['Factory_managers'],,['Factory.Factory_managers'],,
Role_Frame_Learning_learning_x_schema,['learning_x-schema'],,['Learning.learning_x-schema'],,
Role_Frame_Beauty_positively_evaluated_properties,['positively evaluated properties'],,['Beauty.positively evaluated properties'],,
Role_Frame_Affected_motion_mover,['mover'],['Object'],['Affected motion.mover'],['Theme'],
Role_Frame_Physical_combat_Fighter2,['Fighter2'],,['Physical combat.Fighter2'],,
Role_Frame_Trust_relationship_normative_action,['normative_action'],['action'],['Trust relationship.normative_action'],,"['trusted entity is actor', 'action conforms to standards']"
Role_Frame_Experiencing_a_state_state,['state'],,['Experiencing a state.state'],['State'],['parameter/domain of experience']
Role_Frame_Machine_purpose_of_machine,['purpose_of_machine'],,['Machine.purpose_of_machine'],,
Role_Frame_Force_application_acted_upon,['acted_upon'],,['Force-application.acted_upon'],,['entity that actor applies force to']
Role_Frame_Government_institution_US_judicial_branch,['judicial_branch'],,['Government institution US.judicial_branch'],,['a PART of the US government with judicial functions']
Role_Frame_Life_lifestyle,['lifestyle'],,['Life.lifestyle'],,
Role_Frame_Possession_posessor,['posessor'],,['Possession.posessor'],,
Role_Frame_Servitude_subjugated,['subjugated'],,['Servitude.subjugated'],,['person who is controlled by subjugator']
Role_Frame_Water_confinement_physical_entity,['physical_entity'],['physical entity'],['Water confinement.physical_entity'],,['person or thing in water']
Role_Frame_Surface_object,['object'],,['Surface.object'],,
Role_Frame_Emotion_directed_emotion,['directed_emotion'],,['Emotion.directed_emotion'],,
Role_Frame_Physical_competition_purpose,['purpose'],,['Physical competition.purpose'],,
Role_Frame_Control_dependent_variable,['dependent_variable'],,['Control.dependent_variable'],['Dependent_variable'],['a scalar value that is is controlled by the controlling_entity']
Role_Frame_Consume_consumed_thing,['consumed_thing'],,['Consume.consumed_thing'],,
Role_Frame_Nation_basis_of_continued_existence,['basis_of_continued_existence'],,['Nation.basis_of_continued_existence'],,
Role_Frame_Transfer_scenario_recipient,['recipient'],,['Transfer scenario.recipient'],,
Role_Frame_Consciousness_State_of_consciousness,['State_of_consciousness'],,['Consciousness.State_of_consciousness'],,
Role_Frame_Anger_face_appearance,['face_appearance'],,['Anger.face_appearance'],,
Role_Frame_Happiness_bodily_effect,['bodily_effect'],,['Happiness.bodily_effect'],,
Role_Frame_Sadness_emotion_level,['emotion_level'],,['Sadness.emotion_level'],,
Role_Frame_Guided_motion_follower_path,['follower_path'],,['Guided motion.follower_path'],['Path'],
Role_Frame_Self_propelled_motion_effort,['effort'],,['Self propelled motion.effort'],,
Role_Frame_Government_legitimacy_authority_entity,['authority_entity'],,['Government legitimacy.authority_entity'],,
Role_Frame_Desiring_experiencer,['experiencer'],,['Desiring.experiencer'],,
Role_Frame_Action_action_x_schema,['action_x-schema'],['x-schema'],['Action.action_x-schema'],['Act'],
Role_Frame_Optimism_situation,['situation'],,['Optimism.situation'],['State_of_affairs'],['the situation that the optimist is thinking about']
Role_Frame_Building_structure_whole,['structure_whole'],,['Building.structure_whole'],,
Role_Frame_Building_functional_status,['functional_status'],,['Building.functional_status'],,
Role_Frame_War_enemy_combatants,['enemy_combatants'],,['War.enemy_combatants'],['Combatants'],
Role_Frame_Nation_nation_whole,['nation_whole'],,['Nation.nation_whole'],,
Role_Frame_Force_dynamic_interaction_force_receiver,['force_receiver'],,['Force-dynamic interaction.force_receiver'],,
Role_Frame_Gun_rights_gun_rights_domain,['gun_rights_domain'],,['Gun rights.gun_rights_domain'],,
Role_Frame_Vehicular_motion_vehicle_control_x_schema,['vehicle_control_x-schema'],,['Vehicular motion.vehicle_control_x-schema'],,"['braking', 'e.g. steering']"
Role_Frame_Source_path_goal_source,['source'],,['Source path goal.source'],['Source'],['initial profiled_region']
Role_Frame_Government_governed_activity,['governed_activity'],,['Government.governed_activity'],,['activites within jurisdiction that governor has power over']
Role_Frame_Physical_path_physical_path,['physical_path'],['Physical entity'],['Physical path.physical_path'],,
Role_Frame_Object_substance,['substance'],,['Object.substance'],,
Role_Frame_Backward_motion_mover,['mover'],,['Backward motion.mover'],,
Role_Frame_Romantic_relationship_course_of_relationship,['course_of_relationship'],,['Romantic_relationship.course_of_relationship'],,
Role_Frame_Physical_entity_physical_properties,['physical_properties'],,['Physical entity.physical_properties'],,"['the set of physical properties associated with a given entity', 'e.g. texture', 'size', 'shape).']"
Role_Frame_Government_institution_goverment_whole,['goverment_whole'],,['Government institution.goverment_whole'],,
Role_Frame_Absorption_absorbent_entity,['absorbent_entity'],['physical entity'],['Absorption.absorbent_entity'],['Item'],
Role_Frame_Spatial_relation_entity_1,['entity_1'],,['Spatial relation.entity_1'],,
Role_Frame_Touching_limbs,['limbs'],,['Touching.limbs'],,
Role_Frame_Dissect_dissecting_tool,['dissecting_tool'],,['Dissect.dissecting_tool'],,
Role_Frame_Gun_rights_gun_ownership_domain,['gun_ownership_domain'],,['Gun rights.gun_ownership_domain'],,
Role_Frame_Restaurant_maitre_d,['maitre_d'],,['Restaurant.maitre_d'],,
Role_Frame_Election_outcome,['outcome'],,['Election.outcome'],,['choice of one candidate to fill a given office']
Role_Frame_Self_propelled_motion_to_a_destination_self_mover,['self-mover'],,['Self propelled motion to a destination.self-mover'],,['from Self propelled motion']
Role_Frame_Moral_evaluation_behavior,['behavior'],,['Moral evaluation.behavior'],,"[""evaluee's behavior""]"
Role_Frame_Political_region_infrastructure,['infrastructure'],,['Political region.infrastructure'],,
Role_Frame_Emotional_emotional_action,['emotional_action'],,['Emotional.emotional_action'],,
Role_Frame_Cleaning_cleaning_person,['cleaning_person'],,['Cleaning.cleaning_person'],,['the person or other agent making things clean(er)']
Role_Frame_Deity_believer,['believer'],,['Deity.believer'],,
Role_Frame_Building_subparts_building,['building'],,['Building subparts.building'],['Whole'],['the building in which the room is located']
Role_Frame_Object_weight,['weight'],,['Object.weight'],,['one of several force-related properties']
Role_Frame_Addressing_poverty_policies,['policies'],,['Addressing poverty.policies'],,
Role_Frame_Building_foundation_composition,['foundation_composition'],,['Building.foundation_composition'],,
Role_Frame_Vehicle_vehicle_freight,['vehicle_freight'],['physical_object'],['Vehicle.vehicle_freight'],,['optional role']
Role_Frame_Institution_Institution_holders,['Institution_holders'],,['Institution.Institution_holders'],,
Role_Frame_Access_to_an_object_barrier_to_access,['barrier_to_access'],,['Access to an object.barrier_to_access'],,
Role_Frame_Career_career_domain,['career_domain'],,['Career.career_domain'],,
Role_Frame_Cleanliness_clean_state_value,['clean_state_value'],,['Cleanliness.clean_state_value'],,['absence of dirt or other impurities']
Role_Frame_Action_action_self,['action_self'],,['Action.action_self'],,
Role_Frame_Legislation_enactment_legislation_voting,['legislation_voting'],,['Legislation enactment.legislation_voting'],,['decision making-process']
Role_Frame_Nuclear_family_traits_in_children,['traits_in_children'],,['Nuclear family.traits_in_children'],,
Role_Frame_Biological_entity_body_weight,['body_weight'],,['Biological entity.body_weight'],,
Role_Frame_Person_person,['person'],,['Person.person'],['person'],
Role_Frame_Desire_desire_x_schema,['desire_x-schema'],,['Desire.desire_x-schema'],,
Role_Frame_Erosion_eroded_entity,['eroded_entity'],['entity'],['Erosion.eroded_entity'],,
Role_Frame_Moral_evaluation_moral_standard,['moral_standard'],['scale'],['Moral evaluation.moral_standard'],,['moral standard by which behavior and/or evaluee are being judged']
Role_Frame_Economy_economic_region,['economic_region'],,['Economy.economic_region'],['Political_region'],['political and/or geographic region in which economy operates']
Role_Frame_Addressing_poverty_policy_makers,['policy_makers'],,['Addressing poverty.policy_makers'],,
Role_Frame_Trespassing_territory,['territory'],,['Trespassing.territory'],,['bounded land area possessed and/or controlled  by territory_owner']
Role_Frame_Competition_competition_end,['competition_end'],,['Competition.competition_end'],,
Role_Frame_Governing_action_non_normative_governing_actions,['non-normative_governing_actions'],,['Governing action.non-normative_governing_actions'],,
Role_Frame_Consciousness_state_of_consciousness,['state_of_consciousness'],,['Consciousness.state_of_consciousness'],,
Role_Frame_Eating_eating_x_schema,['eating_x-schema'],,['Eating.eating_x-schema'],,
Role_Frame_Voting_proposed_decision_final_status,['proposed_decision_final_status'],,['Voting.proposed_decision_final_status'],,"['approved/passed/voted in', 'or not']"
Role_Frame_Motion_affecting_external_factors_impediment,['impediment'],,['Motion-affecting external factors.impediment'],,
Role_Frame_War_War_side2,['War.side2'],,['War.War.side2'],,
Role_Frame_Consciousness_Conscious_entity,['Conscious_entity'],,['Consciousness.Conscious_entity'],,
Role_Frame_Economic_status_status_holder,['status_holder'],['entity'],['Economic status.status_holder'],,
Role_Frame_Relationship_related_entity_2,['related_entity_2'],,['Relationship.related_entity_2'],,
Role_Frame_Blood_sucking_creature_Animate_entity_animate_entity,['Animate entity.animate_entity'],,['Blood-sucking creature.Animate entity.animate_entity'],,
Role_Frame_Organization_organization_procedures,['organization_procedures'],,['Organization.organization_procedures'],,
Role_Frame_Causation_causer,['causer'],,['Causation.causer'],['Actor'],['entity']
