name,hasBoundRole1,hasBoundRole2,label
Binding_621,['Role_Frame_Motion_motion_x_schema'],['Role_Frame_Process_x_schema'],['Frame:Motion.motion_x-schema=Process.x-schema']
Binding_587,['Role_Frame_Legislative_action_legislative_actor'],['Role_Frame_Governing_action_governing_actor'],['Frame:Legislative action.legislative_actor=Governing action.governing_actor']
Binding_844,['Role_Frame_Self_propelled_motion_self_mover'],['Role_Frame_Purposeful_action_actor'],['Frame:Self propelled motion.self_mover=Purposeful action.actor']
Binding_885,['Role_Frame_Stability_stability_scale'],['Role_Frame_Scale_parameter'],['Frame:Stability.stability_scale=Scale.parameter']
Binding_263,['Role_Frame_Dissect_entity_in_pieces'],['Role_Frame_Cut_final_state_of_object'],['Frame:Dissect.entity_in_pieces=Cut.final_state_of_object']
Binding_268,['Role_Frame_Downward_motion_downward_direction'],['Role_Frame_Motion_along_a_path_direction'],['Frame:Downward motion.downward_direction=Motion along a path.direction']
Binding_194,['Role_Frame_Control_dependent_entity'],['Role_Frame_Relation_entity_2'],['Frame:Control.dependent_entity=Relation.entity_2']
Binding_144,['Role_Frame_Child_care_childcare_provider'],['Role_Frame_Work_scenario_worker'],['Frame:Child care.childcare_provider=Work scenario.worker']
Binding_108,['Role_Frame_Body_weight_body'],['Role_Frame_Body_body_whole'],['Frame:Body weight.body=Body.body_whole']
Binding_189,['Role_Frame_Control_controlling_entity'],['Role_Frame_Control_force_originator'],['Frame:Control.controlling_entity=force_originator']
Binding_256,['Role_Frame_Dissect_dissected_entity'],['Role_Frame_Biological_entity_organism'],['Frame:Dissect.dissected_entity=Biological entity.organism']
Binding_980,['Role_Frame_Visual_evaluation_visible_properties'],['Role_Frame_Evaluation_basis_of_evaluation'],['Frame:Visual evaluation.visible properties=Evaluation.basis of evaluation']
Binding_255,['Role_Frame_Dissect_entity_under_dissection'],['Role_Frame_Caused_change_of_state_transition'],['Frame:Dissect.entity_under_dissection=Caused change of state.transition']
Binding_17,['Role_Frame_Addressing_social_problems_social_problem'],['Role_Frame_Social_problems_social_problem'],['Frame:Addressing social problems.social_problem=Social problems.social_problem']
Binding_361,['Role_Frame_Force_application_force'],['Role_Frame_Action_effort'],['Frame:Force-application.force=Action.effort']
Binding_60,['Role_Frame_Authority_governed'],['Role_Frame_Control_dependent_entity'],['Frame:Authority.governed=Control.dependent_entity']
Binding_363,['Role_Frame_Force_application_effector'],['Role_Frame_Action_effector'],['Frame:Force-application.effector=Action.effector']
Binding_837,['Role_Frame_Self_initiated_state_change_transition'],['Role_Frame_Change_of_state_transition'],['Frame:Self-initiated state change.transition=Change of state.transition']
Binding_342,['Role_Frame_Firm_firm_status'],['Role_Frame_Firmness_firmness_status'],['Frame:Firm.firm_status=Firmness.firmness_status']
Binding_216,['Role_Frame_Cut_cutter'],['Role_Frame_Force_application_actor'],['Frame:Cut.cutter=Force-application.actor']
Binding_288,['Role_Frame_Economic_status_status'],['Role_Frame_Scale_position_on_scale'],['Frame:Economic status.status=Scale.position_on_scale']
Binding_176,['Role_Frame_Condition_of_physical_object_physical_object'],['Role_Frame_Condition_of_physical_object_Complex_physical_object'],['Frame:Condition of physical object.physical_object=Complex physical object']
Binding_14,['Role_Frame_Addressing_poverty_impoverished'],['Role_Frame_Addressing_social_problems_society'],['Frame:Addressing poverty.impoverished=Addressing social problems.society']
Binding_1015,['Role_Frame_Work_scenario_objective'],['Role_Frame_Purposeful_action_objective'],['Frame:Work scenario.objective=Purposeful action.objective']
Binding_244,['Role_Frame_Directed_emotion_reason'],['Role_Frame_Emotion_cause_of_emotion'],['Frame:Directed emotion.reason=Emotion.cause_of_emotion']
Binding_125,['Role_Frame_Cancer_cancerous_body_part'],['Role_Frame_disease_body_part'],['Frame:Cancer.cancerous_body_part=disease.body_part']
Binding_922,['Role_Frame_Touching_touched_thing'],['Role_Frame_Contact_entity2'],['Frame:Touching.touched_thing=Contact.entity2']
Binding_113,['Role_Frame_Bounded_entity_entity_interior'],['Role_Frame_Part_whole_part2'],['Frame:Bounded entity.entity_interior=Part whole.part2']
Binding_706,['Role_Frame_Physical_competition_x_schema'],['Role_Frame_Competition_competition_x_schema'],['Frame:Physical competition.x-schema=Competition.competition_x-schema']
Binding_138,['Role_Frame_Caused_change_of_state_state_change'],['Role_Frame_Caused_change_of_state_Change_of_state'],['Frame:Caused change of state.state_change=Change of state']
Binding_279,['Role_Frame_Eating_eater'],['Role_Frame_Ingestion_ingestor'],['Frame:Eating.eater=Ingestion.ingestor']
Binding_450,['Role_Frame_Government_executive_action_normative_executive_actions'],['Role_Frame_Governing_action_normative_governing_actions'],['Frame:Government executive action.normative_executive_actions=Governing action.normative_governing_actions']
Binding_340,['Role_Frame_Financial_resource_resource'],['Role_Frame_Monetary_evaluation_resource'],['Frame:Financial resource.resource=Monetary evaluation.resource']
Binding_4,['Role_Frame_Access_to_an_object_accessor'],['Role_Frame_Access_accessor'],['Frame:Access to an object.accessor=Access.accessor']
Binding_259,['Role_Frame_Dissect_dissector'],['Role_Frame_Cut_cutter'],['Frame:Dissect.dissector=Cut.cutter']
Binding_350,['Role_Frame_Fluid_containment_container_capacity'],['Role_Frame_Containing_container_capacity'],['Frame:Fluid containment.container_capacity=Containing.container_capacity']
Binding_432,['Role_Frame_Government_decision_making_entity_under_consideration_final_state'],['Role_Frame_Caused_change_of_state_final_state'],['Frame:Government decision making.entity_under_consideration_final_state=Caused change of state.final_state']
Binding_459,['Role_Frame_Government_institution_responsibilities'],['Role_Frame_Government_governed_activity'],['Frame:Government institution.responsibilities=Government.governed_activity']
Binding_130,['Role_Frame_Cause_contact_cause'],['Role_Frame_Causation_agent'],['Frame:Cause contact.cause=Causation.agent']
Binding_827,['Role_Frame_Seeing_vision_x_schema'],['Role_Frame_Perception_pereception_x_schema'],['Frame:Seeing.vision_x-schema=Perception.pereception_x-schema']
Binding_655,['Role_Frame_Nation_nation_geographic_area'],['Role_Frame_Political_region_locale'],['Frame:Nation.nation_geographic_area=Political region.locale']
Binding_748,['Role_Frame_Possession_possess_relation_status'],['Role_Frame_relation_relation_value'],['Frame:Possession.possess_relation_status=relation.relation_value']
Binding_185,['Role_Frame_Containment_boundary'],['Role_Frame_Barrier_barrier_object'],['Frame:Containment.boundary=Barrier.barrier_object']
Binding_555,['Role_Frame_Judicial_decision_making_judicial_actions'],['Role_Frame_Government_decision_making_decision_maker_actions'],['Frame:Judicial decision-making.judicial_actions=Government decision making.decision_maker_actions']
Binding_302,['Role_Frame_Election_candidate1'],['Role_Frame_Political_competition_competitor1'],['Frame:Election.candidate1=Political competition.competitor1']
Binding_354,['Role_Frame_Fluid_motion_path'],['Role_Frame_Motion_along_a_path_path'],['Frame:Fluid motion.path=Motion along a path.path']
Binding_206,['Role_Frame_Create_object_creation_action'],['Role_Frame_Complex_process_process1'],['Frame:Create object.creation_action=Complex process.process1']
Binding_469,['Role_Frame_Guided_motion_leader'],['Role_Frame_Affected_motion_mover'],['Frame:Guided motion.leader=Affected motion.mover']
Binding_247,['Role_Frame_Disease_treatment_disease'],['Role_Frame_Disease_disease'],['Frame:Disease treatment.disease=Disease.disease']
Binding_129,['Role_Frame_Causation_effect'],['Role_Frame_Complex_process_process2'],['Frame:Causation.effect=Complex_process.process2']
Binding_400,['Role_Frame_Governing_action_governed'],['Role_Frame_Government_governed'],['Frame:Governing action.governed=Government.governed']
Binding_18,['Role_Frame_Addressing_social_problems_society'],['Role_Frame_Social_problems_society'],['Frame:Addressing social problems.society=Social problems.society']
Binding_717,['Role_Frame_Physical_competition_competitor2'],['Role_Frame_Physical_combat_fighter2'],['Frame:Physical competition.competitor2=Physical combat.fighter2']
Binding_989,['Role_Frame_Visual_obstruction_unobstructed_elements_of_focal_object'],['Role_Frame_Seeing_seen_object_perceived_elements'],['Frame:Visual obstruction.unobstructed_elements_of_focal_object=Seeing.seen_object_perceived_elements']
Binding_897,['Role_Frame_Substance_substance'],['Role_Frame_Physical_entity_physical_entity_whole'],['Frame:Substance.substance=Physical entity.physical_entity_whole']
Binding_338,['Role_Frame_Fierce_animal_dangerous_animal'],['Role_Frame_Harm_to_living_entity_agent'],['Frame:Fierce animal.dangerous_animal=Harm to living entity.agent']
Binding_434,['Role_Frame_Government_decision_making_entity_under_consideration_status_change'],['Role_Frame_Caused_change_of_state_state_change'],['Frame:Government decision making.entity_under_consideration_status_change=Caused change of state.state_change']
Binding_798,['Role_Frame_Restore_to_life_life_liver'],['Role_Frame_Life_cycle_life_liver'],['Frame:Restore to life.life_liver=Life cycle.life_liver']
Binding_689,['Role_Frame_Part_whole_parts'],['Role_Frame_Relation_entity_2'],['Frame:Part whole.parts=Relation.entity_2']
Binding_480,['Role_Frame_Gun_rights_right_to_own_guns'],['Role_Frame_Gun_rights_right_itself'],['Frame:Gun rights.right_to_own_guns=right_itself']
Binding_721,['Role_Frame_Physical_structure_structure_whole'],['Role_Frame_Functionality_functional_entity'],['Frame:Physical structure.structure_whole=Functionality.functional_entity']
Binding_532,['Role_Frame_Judgment_judging_party'],['Role_Frame_Evaluation_evaluator'],['Frame:Judgment.judging_party=Evaluation.evaluator']
Binding_625,['Role_Frame_Motion_affecting_actors_potential_mover'],['Role_Frame_Force_application_acted_upon'],['Frame:Motion-affecting actors.potential_mover=Force-application.acted_upon']
Binding_186,['Role_Frame_Containment_container'],['Role_Frame_Part_whole_whole'],['Frame:Containment.container=Part_whole.whole']
Binding_286,['Role_Frame_Economic_difficulty_difficulty'],['Role_Frame_Difficulty_difficulty'],['Frame:Economic difficulty.difficulty=Difficulty.difficulty']
Binding_372,['Role_Frame_Force_dynamic_interaction_force_receiver'],['Role_Frame_Force_transfer_force_receiver'],['Frame:Force-dynamic interaction.force_receiver=Force transfer.force_receiver']
Binding_455,['Role_Frame_Government_institution_functions'],['Role_Frame_Institution_functions'],['Frame:Government institution.functions=Institution.functions']
Binding_205,['Role_Frame_Create_object_creation_action'],['Role_Frame_Create_object_Purposeful_action'],['Frame:Create object.creation_action=Purposeful action']
Binding_218,['Role_Frame_Cut_act_of_cutting'],['Role_Frame_Force_application_x_schema'],['Frame:Cut.act_of_cutting=Force-application.x-schema']
Binding_387,['Role_Frame_Functionality_functionality_scale'],['Role_Frame_State_possible_state_values'],['Frame:Functionality.functionality_scale=State.possible_state_values']
Binding_232,['Role_Frame_Deity_deity'],['Role_Frame_Moral_authority_moral_authority_entity'],['Frame:Deity.deity=Moral authority.moral_authority_entity']
Binding_303,['Role_Frame_Election_candidate2'],['Role_Frame_Political_competition_competitor2'],['Frame:Election.candidate2=Political competition.competitor2']
Binding_569,['Role_Frame_Legislation_enactment_enactment_process'],['Role_Frame_Government_decision_making_decision_making_process'],['Frame:Legislation enactment.enactment_process=Government decision making.decision_making_process']
Binding_666,['Role_Frame_Nuclear_family_children'],['Role_Frame_Family_family_members'],['Frame:Nuclear family.children=Family.family_members']
Binding_15,['Role_Frame_Addressing_poverty_impoverished'],['Role_Frame_Poverty_impoverished_entity'],['Frame:Addressing poverty.impoverished=Poverty.impoverished_entity']
Binding_453,['Role_Frame_Government_institution_repsonsibilities'],['Role_Frame_Institution_mission'],['Frame:Government institution.repsonsibilities=Institution.mission']
Binding_618,['Role_Frame_Monetary_evaluation_evaluator'],['Role_Frame_Evaluation_evaluator'],['Frame:Monetary evaluation.evaluator=Evaluation.evaluator']
Binding_1013,['Role_Frame_Work_scenario_worker'],['Role_Frame_Purposeful_action_actor'],['Frame:Work scenario.worker=Purposeful action.actor']
Binding_574,['Role_Frame_Legislation_enactment_legislation_consideration'],['Role_Frame_Government_decision_making_consideration'],['Frame:Legislation enactment.legislation_consideration=Government decision making.consideration']
Binding_750,['Role_Frame_Possession_possess_relation_x_schema'],['Role_Frame_Relation_relation_value_x_schema'],['Frame:Possession.possess_relation_x-schema=Relation.relation_value_x-schema']
Binding_492,['Role_Frame_Health_entity_possessing_health'],['Role_Frame_Experiencing_a_state_experiencer'],['Frame:Health.entity_possessing_health=Experiencing a state.experiencer']
Binding_22,['Role_Frame_Addressing_social_problems_authorities'],['Role_Frame_Governing_action_governing_actor'],['Frame:Addressing social problems.authorities=Governing action.governing_actor']
Binding_596,['Role_Frame_Legislative_branch_legislative_actor'],['Role_Frame_Legislative_action_legislative_actor'],['Frame:Legislative branch.legislative_actor=Legislative action.legislative_actor']
Binding_588,['Role_Frame_Legislative_action_legislative_action'],['Role_Frame_Governing_action_governing_action_x_schema'],['Frame:Legislative action.legislative_action=Governing action.governing_action_x-schema']
Binding_180,['Role_Frame_Containing_contents'],['Role_Frame_Trajector_landmark_trajector'],['Frame:Containing.contents=Trajector landmark.trajector']
Binding_831,['Role_Frame_Self_defense_threatening_thing'],['Role_Frame_Attacking_attacker'],['Frame:Self-defense.threatening_thing=Attacking.attacker']
Binding_853,['Role_Frame_Self_propelled_motion_self_motion_x_schema'],['Role_Frame_Affected_motion_motion'],['Frame:Self propelled motion.self-motion_x-schema=Affected motion.motion']
Binding_659,['Role_Frame_Nation_state_of_nation'],['Role_Frame_Political_region_state_of_region'],['Frame:Nation.state_of_nation=Political region.state_of_region']
Binding_63,['Role_Frame_Authority_authority_entity'],['Role_Frame_Trust_trusted_entity'],['Frame:Authority.authority_entity=Trust.trusted_entity']
Binding_95,['Role_Frame_Biological_entity_body'],['Role_Frame_Complex_physical_object_object_whole'],['Frame:Biological entity.body=Complex physical object.object_whole']
Binding_410,['Role_Frame_Governing_action_non_normative_governing_action'],['Role_Frame_Judgment_non_normative_judged_action'],['Frame:Governing action.non-normative_governing_action=Judgment.non-normative_judged_action']
Binding_640,['Role_Frame_Motion_away_from_a_bounded_region_mover'],['Role_Frame_Motion_away_from_a_location_mover'],['Frame:Motion away from a bounded region.mover=Motion away from a location.mover']
Binding_520,['Role_Frame_Institution_position_holders'],['Role_Frame_Organization_members'],['Frame:Institution.position_holders=Organization.members']
Binding_16,['Role_Frame_Addressing_poverty_poverty'],['Role_Frame_Poverty_impoverishment'],['Frame:Addressing poverty.poverty=Poverty.impoverishment']
Binding_604,['Role_Frame_Living_developmental_stages'],['Role_Frame_Life_life_stages'],['Frame:Living.developmental_stages=Life.life_stages']
Binding_960,['Role_Frame_Unstable_unstable_status'],['Role_Frame_Stability_stablity_scale'],['Frame:Unstable.unstable_status=Stability.stablity_scale']
Binding_136,['Role_Frame_Caused_change_of_state_agent'],['Role_Frame_Causation_agent'],['Frame:Caused change of state.agent=Causation.agent']
Binding_630,['Role_Frame_Motion_affecting_external_factors_affected_motion'],['Role_Frame_Motion_motion_x_schema'],['Frame:Motion-affecting external factors.affected_motion=Motion.motion_x-schema']
Binding_957,['Role_Frame_Trust_relationship_non_normative_action'],['Role_Frame_Judgment_non_normative_judged_action'],['Frame:Trust relationship.non-normative_action=Judgment.non-normative_judged_action']
Binding_664,['Role_Frame_Non_translational_motion_speed'],['Role_Frame_Motion_speed'],['Frame:Non-translational motion.speed=Motion.speed']
Binding_416,['Role_Frame_Government_government'],['Role_Frame_Political_region_governing_institution'],['Frame:Government.government=Political region.governing_institution']
Binding_637,['Role_Frame_Motion_along_a_path_speed'],['Role_Frame_Motion_speed'],['Frame:Motion along a path.speed=Motion.speed']
Binding_601,['Role_Frame_Liquid_liquid'],['Role_Frame_Substance_substance'],['Frame:Liquid.liquid=Substance.substance']
Binding_353,['Role_Frame_Fluid_motion_source'],['Role_Frame_Motion_along_a_path_source'],['Frame:Fluid motion.source=Motion along a path.source']
Binding_762,['Role_Frame_Proximal_distal_boundary'],['Role_Frame_Bounded_region_boundary'],['Frame:Proximal distal.boundary=Bounded region.boundary']
Binding_804,['Role_Frame_Restraints_restraining_entity'],['Role_Frame_Motion_affecting_objects_impediment'],['Frame:Restraints.restraining_entity=Motion-affecting objects.impediment']
Binding_364,['Role_Frame_Force_application_actor'],['Role_Frame_Force_transfer_force_originator'],['Frame:Force-application.actor=Force transfer.force_originator']
Binding_172,['Role_Frame_Complex_process_protagonist1'],['Role_Frame_Complex_process_process1'],['Frame:Complex process.protagonist1=Complex_process.process1.protagonist']
Binding_258,['Role_Frame_Dissect_dissected_entity_parts'],['Role_Frame_Biological_entity_parts'],['Frame:Dissect.dissected_entity_parts=Biological entity.parts']
Binding_606,['Role_Frame_Living_living_protagonist'],['Role_Frame_Living_Biological_entity'],['Frame:Living.living_protagonist=Biological entity']
Binding_650,['Role_Frame_Motion_with_respect_to_an_undesirable_entity_mover'],['Role_Frame_Self_propelled_motion_self_mover'],['Frame:Motion with respect to an undesirable entity.mover=Self propelled motion.self-mover']
Binding_327,['Role_Frame_Experiencing_an_economic_status_financial_resources'],['Role_Frame_Experiencing_a_state_state'],['Frame:Experiencing an economic status.financial_resources=Experiencing a state.state']
Binding_800,['Role_Frame_Restore_to_life_life_liver'],['Role_Frame_Living_living_protagonist'],['Frame:Restore to life.life_liver=Living.living_protagonist']
Binding_954,['Role_Frame_Trust_relationship_relationship_intensity'],['Role_Frame_Judgment_judgment_outcome'],['Frame:Trust relationship.relationship_intensity=Judgment.judgment_outcome']
Binding_428,['Role_Frame_Government_decision_making_decision_maker_actions'],['Role_Frame_Governing_action_Governing_action'],['Frame:Government decision making.decision_maker_actions=Governing action.Governing action.governing_action_x-schema']
Binding_693,['Role_Frame_Person_body'],['Role_Frame_Animate_entity_body'],['Frame:Person.body=Animate_entity.body']
Binding_599,['Role_Frame_Legislative_branch_legislature'],['Role_Frame_Government_institution_subgroup'],['Frame:Legislative branch.legislature=Government institution.subgroup']
Binding_442,['Role_Frame_Government_decision_making_decision_making_standard'],['Role_Frame_Evaluation_standard'],['Frame:Government decision making.decision_making_standard=Evaluation.standard']
Binding_921,['Role_Frame_Touching_toucher'],['Role_Frame_Contact_entity1'],['Frame:Touching.toucher=Contact.entity1']
Binding_1007,['Role_Frame_War_War_side2'],['Role_Frame_Physical_competition_competition_competitor2'],['Frame:War.War.side2=Physical competition.competition_competitor2']
Binding_949,['Role_Frame_Trust_relationship_trusted_entity'],['Role_Frame_Relationship_related_entity_2'],['Frame:Trust relationship.trusted_entity=Relationship.related_entity_2']
Binding_298,['Role_Frame_Election_voter'],['Role_Frame_Voting_voter'],['Frame:Election.voter=Voting.voter']
Binding_57,['Role_Frame_Attribute_value'],['Role_Frame_State_profiled_state_value'],['Frame:Attribute.value=State.profiled_state_value']
Binding_924,['Role_Frame_Trajector_landmark_profiled_region'],['Role_Frame_Region_locations'],['Frame:Trajector landmark.profiled_region=Region.locations']
Binding_975,['Role_Frame_Verticality_scalar_position'],['Role_Frame_Trajector_landmark_profiled_region'],['Frame:Verticality.scalar_position=Trajector landmark.profiled_region']
Binding_24,['Role_Frame_Affected_motion_motion'],['Role_Frame_Motion_along_a_path_motion_x_schema'],['Frame:Affected motion.motion=Motion along a path.motion_x-schema']
Binding_877,['Role_Frame_Source_path_goal_trajector'],['Role_Frame_Trajector_landmark_trajector'],['Frame:Source path goal.trajector=Trajector_landmark.trajector']
Binding_12,['Role_Frame_Addressing_poverty_problem_solving_actions'],['Role_Frame_Addressing_social_problems_solving_actions'],['Frame:Addressing poverty.problem-solving_actions=Addressing social problems.solving_actions']
Binding_951,['Role_Frame_Trust_relationship_relationship_status'],['Role_Frame_Relationship_relationship_status'],['Frame:Trust relationship.relationship_status=Relationship.relationship_status']
Binding_75,['Role_Frame_Barrier_affected_motion'],['Role_Frame_Motion_along_a_path_motion_x_schema'],['Frame:Barrier.affected_motion=Motion along a path.motion_x-schema']
Binding_48,['Role_Frame_Animate_entity_specialized_parts'],['Role_Frame_Biological_entity_specialized_parts'],['Frame:Animate entity.specialized_parts=Biological entity.specialized_parts']
Binding_89,['Role_Frame_Being_unstable_entity'],['Role_Frame_Unstable_unstable_entity'],['Frame:Being unstable.entity=Unstable.unstable_entity']
Binding_758,['Role_Frame_Poverty_impoverished_entity'],['Role_Frame_Social_problems_society'],['Frame:Poverty.impoverished_entity=Social problems.society']
Binding_940,['Role_Frame_Trust_emotion_trusting_entity'],['Role_Frame_Directed_emotion_experiencer'],['Frame:Trust emotion.trusting_entity=Directed emotion.experiencer']
Binding_181,['Role_Frame_Containing_container'],['Role_Frame_Trajector_landmark_landmark'],['Frame:Containing.container=Trajector landmark.landmark']
Binding_749,['Role_Frame_Possession_possess_relation'],['Role_Frame_Relation_relation'],['Frame:Possession.possess_relation=Relation.relation']
Binding_696,['Role_Frame_Person_person'],['Role_Frame_Purposeful_action_actor'],['Frame:Person.person=Purposeful action.actor']
Binding_787,['Role_Frame_Recreational_competition_outcome'],['Role_Frame_Competition_competiition_outcome'],['Frame:Recreational competition.outcome=Competition.competiition_outcome']
Binding_284,['Role_Frame_Economic_difficulty_actor'],['Role_Frame_Difficulty_actor'],['Frame:Economic difficulty.actor=Difficulty.actor']
Binding_143,['Role_Frame_Change_of_state_standard'],['Role_Frame_Experiencing_a_state_standard'],['Frame:Change of state.standard=Experiencing_a_state.standard']
Binding_914,['Role_Frame_Textile_fibers'],['Role_Frame_Create_object_components'],['Frame:Textile.fibers=Create_object.components']
Binding_390,['Role_Frame_Gain_possession_getting_x_schema_final'],['Role_Frame_Possession_possessing'],['Frame:Gain possession.getting_x-schema.final=Possession.possessing.ongoing']
Binding_958,['Role_Frame_Trust_relationship_trust_emotion'],['Role_Frame_Trust_emotion_trust_emotion'],['Frame:Trust relationship.trust_emotion=Trust emotion.trust_emotion']
Binding_1009,['Role_Frame_Water_confinement_watery_region'],['Role_Frame_Confinement_area_of_confinement'],['Frame:Water confinement.watery_region=Confinement.area_of_confinement']
Binding_347,['Role_Frame_Firmness_firmness_status'],['Role_Frame_Condition_of_physical_object_state_of_object'],['Frame:Firmness.firmness_status=Condition of physical object.state_of_object']
Binding_384,['Role_Frame_Forming_words_thoughts'],['Role_Frame_Word_word_meaning'],['Frame:Forming words.thoughts=Word.word_meaning']
Binding_726,['Role_Frame_Political_competition_competitor1'],['Role_Frame_Competition_competition_competitor1'],['Frame:Political competition.competitor1=Competition.competition_competitor1']
Binding_309,['Role_Frame_Energy_amount'],['Role_Frame_Resource_amount'],['Frame:Energy.amount=Resource.amount']
Binding_878,['Role_Frame_Source_path_goal_landmark'],['Role_Frame_Trajector_landmark_landmark'],['Frame:Source path goal.landmark=Trajector_landmark.landmark']
Binding_270,['Role_Frame_Downward_motion_goal'],['Role_Frame_Motion_along_a_path_goal'],['Frame:Downward motion.goal=Motion along a path.goal']
Binding_718,['Role_Frame_Physical_competition_x_schema'],['Role_Frame_Physical_combat_physical_interaction_x_schema'],['Frame:Physical competition.x-schema=Physical combat.physical interaction x-schema']
Binding_39,['Role_Frame_Anger_face_appearance'],['Role_Frame_Emotion_face_appearance'],['Frame:Anger.face_appearance=Emotion.face_appearance']
Binding_505,['Role_Frame_Impoverished_state_x_schema'],['Role_Frame_Experiencing_a_negative_state_state_x_schema'],['Frame:Impoverished.state_x-schema=Experiencing a negative state.state_x-schema']
Binding_794,['Role_Frame_Restaurant_maitre_d'],['Role_Frame_Hosting_host'],['Frame:Restaurant.maitre_d=Hosting.host']
Binding_301,['Role_Frame_Election_outcome'],['Role_Frame_Political_competition_outcome'],['Frame:Election.outcome=Political competition.outcome']
Binding_385,['Role_Frame_Forming_words_cognizer'],['Role_Frame_Cognition_cognizer'],['Frame:Forming words.cognizer=Cognition.cognizer']
Binding_420,['Role_Frame_Government_govening_actions'],['Role_Frame_Authority_authorized_actions'],['Frame:Government.govening_actions=Authority.authorized_actions']
Binding_528,['Role_Frame_Into_trajector'],['Role_Frame_Source_path_goal_trajector'],['Frame:Into.trajector=Source path goal.trajector']
Binding_533,['Role_Frame_Judgment_judged_party'],['Role_Frame_Evaluation_evaluee'],['Frame:Judgment.judged_party=Evaluation.evaluee']
Binding_678,['Role_Frame_Object_manipulation_object'],['Role_Frame_Force_application_acted_upon'],['Frame:Object manipulation.object=Force-application.acted_upon']
Binding_253,['Role_Frame_Dissect_entity_dissection_status_change'],['Role_Frame_Caused_change_of_state_state_change'],['Frame:Dissect.entity_dissection_status_change=Caused change of state.state_change']
Binding_945,['Role_Frame_Trust_emotion_reason'],['Role_Frame_Directed_emotion_reason'],['Frame:Trust emotion.reason=Directed emotion.reason']
Binding_414,['Role_Frame_Government_jurisdiction'],['Role_Frame_Authority_domain_of_authority'],['Frame:Government.jurisdiction=Authority.domain_of_authority']
Binding_643,['Role_Frame_Motion_impediments_mover'],['Role_Frame_Motion_mover'],['Frame:Motion impediments.mover=Motion.mover']
Binding_820,['Role_Frame_Scale_minimal_value'],['Role_Frame_State_possible_state_values'],['Frame:Scale.minimal value=State.possible_state_values']
Binding_671,['Role_Frame_Nuclear_family_parents'],['Role_Frame_Responsibility_responsible_party'],['Frame:Nuclear family.parents=Responsibility.responsible_party']
Binding_157,['Role_Frame_Cleaning_cleaning_objective'],['Role_Frame_Cleanliness_clean_state_value'],['Frame:Cleaning.cleaning_objective=Cleanliness.clean_state_value']
Binding_995,['Role_Frame_Voting_voting_process'],['Role_Frame_Government_decision_making_decision_making_process'],['Frame:Voting.voting_process=Government decision making.decision_making_process']
Binding_1018,['Role_Frame_Work_scenario_objective'],['Role_Frame_Work_scenario_employer_objective'],['Frame:Work scenario.objective=employer_objective']
Binding_742,['Role_Frame_Position_job_holder'],['Role_Frame_Responsibility_responsible_party'],['Frame:Position.job_holder=Responsibility.responsible_party']
Binding_360,['Role_Frame_Food_amount'],['Role_Frame_Resource_amount'],['Frame:Food.amount=Resource.amount']
Binding_285,['Role_Frame_Economic_difficulty_objective'],['Role_Frame_Difficulty_objective'],['Frame:Economic difficulty.objective=Difficulty.objective']
Binding_905,['Role_Frame_Taxation_tax_payer'],['Role_Frame_Governing_action_governed'],['Frame:Taxation.tax_payer=Governing action.governed']
Binding_328,['Role_Frame_Experiencing_an_economic_status_standard_of_living'],['Role_Frame_Experiencing_a_state_standard'],['Frame:Experiencing an economic status.standard of living=Experiencing a state.standard']
Binding_337,['Role_Frame_Fierce_animal_endangered_entity'],['Role_Frame_Harm_to_living_entity_victim'],['Frame:Fierce animal.endangered_entity=Harm to living entity.victim']
Binding_451,['Role_Frame_Government_executive_action_non_normative_executive_actions'],['Role_Frame_Governing_action_non_normative_governing_actions'],['Frame:Government executive action.non-normative_executive_actions=Governing action.non-normative_governing_actions']
Binding_208,['Role_Frame_Crime_criminal'],['Role_Frame_Cause_harm_agent'],['Frame:Crime.criminal=Cause harm.agent']
Binding_595,['Role_Frame_Legislative_action_legislative_non_normative_actions'],['Role_Frame_Governing_action_non_normative_governing_actions'],['Frame:Legislative action.legislative_non-normative_actions=Governing action.non-normative_governing_actions']
Binding_356,['Role_Frame_Fluid_motion_fluid'],['Role_Frame_Liquid_liquid'],['Frame:Fluid motion.fluid=Liquid.liquid']
Binding_790,['Role_Frame_Relation_relation'],['Role_Frame_process_process'],['Frame:Relation.relation=process.process']
Binding_55,['Role_Frame_Attacking_attacked'],['Role_Frame_Harm_to_living_entity_victim'],['Frame:Attacking.attacked=Harm to living entity.victim']
Binding_429,['Role_Frame_Government_decision_making_decision_making_process'],['Role_Frame_Government_decision_making_Caused_change_of_state'],['Frame:Government decision making.decision_making_process=Caused change of state']
Binding_784,['Role_Frame_Recreational_competition_competitor_1'],['Role_Frame_Competition_competition_competitor1'],['Frame:Recreational competition.competitor_1=Competition.competition_competitor1']
Binding_913,['Role_Frame_Textile_textile_creator'],['Role_Frame_Create_object_creator'],['Frame:Textile.textile_creator=Create_object.creator']
Binding_267,['Role_Frame_Downward_motion_vertical_path'],['Role_Frame_Motion_along_a_path_path'],['Frame:Downward motion.vertical_path=Motion along a path.path']
Binding_775,['Role_Frame_Race_racer1'],['Role_Frame_Recreational_competition_competitor1'],['Frame:Race.racer1=Recreational competition.competitor1']
